village_code,province_code,province_name,city_code,city_name,district_code,district_name,village_name,postal_code
32.01.01.1001,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.01,CIBINONG,PONDOK RAJEG,16913
32.01.01.1002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.01,CIBINONG,KARADENAN,16913
32.01.01.1003,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.01,CIBINONG,HARAPANJAYA,16914
32.01.01.1004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.01,CIBINONG,NANGGEWER,16912
32.01.01.1005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.01,CIBINONG,NANGGEWER MEKAR,16912
32.01.01.1006,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.01,CIBINONG,CIBINONG,16911
32.01.01.1007,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.01,CIBINONG,PAKANSARI,16915
32.01.01.1008,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.01,CIBINONG,TENGAH,16914
32.01.01.1009,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.01,CIBINONG,SUKAHATI,16913
32.01.01.1010,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.01,CIBINONG,CIRIUNG,16919
32.01.01.1011,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.01,CIBINONG,CIRIMEKAR,16917
32.01.01.1012,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.01,CIBINONG,PABUARAN,16916
32.01.01.1013,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.01,CIBINONG,PABUARAN MEKAR,16916
32.01.02.2001,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.02,GUNUNG PUTRI,WANAHERANG,16965
32.01.02.2002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.02,GUNUNG PUTRI,BOJONG KULUR,16969
32.01.02.2003,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.02,GUNUNG PUTRI,CIANGSANA,16968
32.01.02.2004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.02,GUNUNG PUTRI,GUNUNG PUTRI,16961
32.01.02.2005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.02,GUNUNG PUTRI,BOJONG NANGKA,16963
32.01.02.2006,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.02,GUNUNG PUTRI,TLAJUNG UDIK,16962
32.01.02.2007,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.02,GUNUNG PUTRI,CICADAS,16964
32.01.02.2008,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.02,GUNUNG PUTRI,CIKEAS UDIK,16966
32.01.02.2009,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.02,GUNUNG PUTRI,NAGRAK,16967
32.01.02.2010,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.02,GUNUNG PUTRI,KARANGGAN,16961
32.01.03.1006,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.03,CITEUREUP,PUSPANEGARA,16811
32.01.03.1007,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.03,CITEUREUP,KARANG ASEM BARAT,16812
32.01.03.2001,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.03,CITEUREUP,PUSPASARI,16811
32.01.03.2002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.03,CITEUREUP,CITEUREUP,16811
32.01.03.2003,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.03,CITEUREUP,LEUWINUTUG,16813
32.01.03.2004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.03,CITEUREUP,TAJUR,16817
32.01.03.2005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.03,CITEUREUP,SANJA,16814
32.01.03.2008,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.03,CITEUREUP,KARANG ASEM TIMUR,16812
32.01.03.2009,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.03,CITEUREUP,TARIKOLOT,16819
32.01.03.2010,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.03,CITEUREUP,GUNUNGSARI,16819
32.01.03.2011,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.03,CITEUREUP,TANGKIL,16815
32.01.03.2012,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.03,CITEUREUP,SUKAHATI,16814
32.01.03.2013,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.03,CITEUREUP,HAMBALANG,16816
32.01.03.2014,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.03,CITEUREUP,PASIRMUKTI,16818
32.01.04.2001,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.04,SUKARAJA,GUNUNGGEULIS,16713
32.01.04.2002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.04,SUKARAJA,CILEBUT TIMUR,16718
32.01.04.2003,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.04,SUKARAJA,CILEBUT BARAT,16718
32.01.04.2004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.04,SUKARAJA,CIBANON,16712
32.01.04.2005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.04,SUKARAJA,NAGRAK,16714
32.01.04.2006,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.04,SUKARAJA,SUKATANI,16719
32.01.04.2007,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.04,SUKARAJA,SUKARAJA,16711
32.01.04.2008,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.04,SUKARAJA,CIKEAS,16714
32.01.04.2009,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.04,SUKARAJA,PASIR JAMBU,16717
32.01.04.2010,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.04,SUKARAJA,CIMANDALA,16716
32.01.04.2011,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.04,SUKARAJA,CIJUJUNG,16716
32.01.04.2012,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.04,SUKARAJA,CADASNGAMPAR,16714
32.01.04.2013,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.04,SUKARAJA,PASIRLAJA,16715
32.01.05.2001,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.05,BABAKAN MADANG,CIJAYANTI,16864
32.01.05.2002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.05,BABAKAN MADANG,SUMURBATU,16866
32.01.05.2003,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.05,BABAKAN MADANG,SENTUL,16863
32.01.05.2004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.05,BABAKAN MADANG,KARANGTENGAH,16867
32.01.05.2005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.05,BABAKAN MADANG,CIPAMBUAN,16869
32.01.05.2006,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.05,BABAKAN MADANG,KADUMANGGU,16868
32.01.05.2007,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.05,BABAKAN MADANG,CITARINGGUL,16862
32.01.05.2008,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.05,BABAKAN MADANG,BABAKAN MADANG,16861
32.01.05.2009,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.05,BABAKAN MADANG,BOJONG KONENG,16865
32.01.06.2001,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.06,JONGGOL,SUKAMAJU,16832
32.01.06.2002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.06,JONGGOL,SIRNAGALIH,16839
32.01.06.2003,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.06,JONGGOL,SINGAJAYA,16834
32.01.06.2004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.06,JONGGOL,SUKASIRNA,16837
32.01.06.2005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.06,JONGGOL,SUKANEGARA,16836
32.01.06.2006,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.06,JONGGOL,SUKAMANAH,16832
32.01.06.2007,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.06,JONGGOL,WENINGGALIH,16839
32.01.06.2008,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.06,JONGGOL,CIBODAS,16835
32.01.06.2009,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.06,JONGGOL,JONGGOL,16831
32.01.06.2010,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.06,JONGGOL,BENDUNGAN,16838
32.01.06.2011,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.06,JONGGOL,SINGASARI,16833
32.01.06.2012,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.06,JONGGOL,BALEKAMBANG,16837
32.01.06.2013,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.06,JONGGOL,SUKAJAYA,16836
32.01.06.2014,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.06,JONGGOL,SUKAGALIH,16839
32.01.07.2001,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.07,CILEUNGSI,PASIRANGIN,16828
32.01.07.2002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.07,CILEUNGSI,MEKARSARI,16826
32.01.07.2003,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.07,CILEUNGSI,MAMPIR,16823
32.01.07.2004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.07,CILEUNGSI,DAYEUH,16822
32.01.07.2005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.07,CILEUNGSI,GANDOANG,16824
32.01.07.2006,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.07,CILEUNGSI,JATISARI,16825
32.01.07.2007,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.07,CILEUNGSI,CILEUNGSI KIDUL,16821
32.01.07.2008,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.07,CILEUNGSI,CIPEUCANG,16825
32.01.07.2009,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.07,CILEUNGSI,SITUSARI,16824
32.01.07.2010,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.07,CILEUNGSI,CIPENJO,16827
32.01.07.2011,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.07,CILEUNGSI,LIMUSNUNGGAL,16829
32.01.07.2012,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.07,CILEUNGSI,CILEUNGSI,16821
32.01.08.2001,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.08,CARIU,KARYAMEKAR,16843
32.01.08.2002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.08,CARIU,BABAKANRADEN,16848
32.01.08.2003,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.08,CARIU,CIKUTAMAHI,16845
32.01.08.2004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.08,CARIU,KUTAMEKAR,16846
32.01.08.2005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.08,CARIU,CARIU,16841
32.01.08.2006,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.08,CARIU,MEKARWANGI,16842
32.01.08.2007,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.08,CARIU,BANTARKUNING,16844
32.01.08.2008,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.08,CARIU,SUKAJADI,16847
32.01.08.2009,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.08,CARIU,TEGALPANJANG,16849
32.01.08.2010,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.08,CARIU,CIBATUTIGA,16844
32.01.09.2001,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.09,SUKAMAKMUR,WARGAJAYA,16883
32.01.09.2002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.09,SUKAMAKMUR,PABUARAN,16888
32.01.09.2003,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.09,SUKAMAKMUR,SUKADAMAI,16886
32.01.09.2004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.09,SUKAMAKMUR,SUKAWANGI,16884
32.01.09.2005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.09,SUKAMAKMUR,CIBADAK,16882
32.01.09.2006,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.09,SUKAMAKMUR,SUKARESMI,16887
32.01.09.2007,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.09,SUKAMAKMUR,SUKAMULYA,16889
32.01.09.2008,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.09,SUKAMAKMUR,SUKAHARJA,16885
32.01.09.2009,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.09,SUKAMAKMUR,SIRNAJAYA,16883
32.01.09.2010,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.09,SUKAMAKMUR,SUKAMAKMUR,16881
32.01.10.2001,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.10,PARUNG,PARUNG,16331
32.01.10.2002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.10,PARUNG,IWUL,16337
32.01.10.2003,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.10,PARUNG,BOJONGSEMPU,16336
32.01.10.2004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.10,PARUNG,WARU,16336
32.01.10.2005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.10,PARUNG,COGREG,16334
32.01.10.2006,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.10,PARUNG,PAMEGARSARI,16339
32.01.10.2007,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.10,PARUNG,WARUJAYA,16333
32.01.10.2008,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.10,PARUNG,BOJONGINDAH,16335
32.01.10.2009,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.10,PARUNG,JABONMEKAR,16338
32.01.11.2001,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.11,GUNUNG SINDUR,CIDOKOM,16343
32.01.11.2002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.11,GUNUNG SINDUR,PADURENAN,16345
32.01.11.2003,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.11,GUNUNG SINDUR,PENGASINAN,16348
32.01.11.2004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.11,GUNUNG SINDUR,CURUG,16344
32.01.11.2005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.11,GUNUNG SINDUR,GUNUNGSINDUR,16341
32.01.11.2006,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.11,GUNUNG SINDUR,JAMPANG,16342
32.01.11.2007,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.11,GUNUNG SINDUR,CIBADUNG,16343
32.01.11.2008,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.11,GUNUNG SINDUR,CIBINONG,16346
32.01.11.2009,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.11,GUNUNG SINDUR,RAWAKALONG,16347
32.01.11.2010,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.11,GUNUNG SINDUR,PABUARAN,16349
32.01.12.1006,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.12,KEMANG,ATANG SENJAYA,16318
32.01.12.2001,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.12,KEMANG,BOJONG,16316
32.01.12.2002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.12,KEMANG,PARAKANJAYA,16319
32.01.12.2003,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.12,KEMANG,KEMANG,16311
32.01.12.2004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.12,KEMANG,PABUARAN,16312
32.01.12.2005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.12,KEMANG,SEMPLAK BARAT,16317
32.01.12.2007,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.12,KEMANG,JAMPANG,16314
32.01.12.2008,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.12,KEMANG,PONDOK UDIK,16313
32.01.12.2009,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.12,KEMANG,TEGAL,16315
32.01.13.1007,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.13,BOJONG GEDE,PABUARAN,16921
32.01.13.2001,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.13,BOJONG GEDE,BOJONGBARU,16926
32.01.13.2002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.13,BOJONG GEDE,CIMANGGIS,16924
32.01.13.2003,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.13,BOJONG GEDE,SUSUKAN,16929
32.01.13.2004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.13,BOJONG GEDE,RAGAJAYA,16928
32.01.13.2005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.13,BOJONG GEDE,KEDUNGWARINGIN,16923
32.01.13.2006,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.13,BOJONG GEDE,WARINGINJAYA,16925
32.01.13.2008,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.13,BOJONG GEDE,RAWAPANJANG,16927
32.01.13.2009,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.13,BOJONG GEDE,BOJONGGEDE,16922
32.01.14.2001,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.14,LEUWILIANG,LEUWILIANG,16641
32.01.14.2002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.14,LEUWILIANG,PURASARI,16644
32.01.14.2003,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.14,LEUWILIANG,KARYASARI,16646
32.01.14.2004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.14,LEUWILIANG,PABANGBON,16643
32.01.14.2005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.14,LEUWILIANG,KARACAK,16646
32.01.14.2006,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.14,LEUWILIANG,BARENGKOK,16647
32.01.14.2007,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.14,LEUWILIANG,LEUWIMEKAR,16648
32.01.14.2008,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.14,LEUWILIANG,PURASEDA,16645
32.01.14.2009,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.14,LEUWILIANG,CIBEBER I,16642
32.01.14.2010,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.14,LEUWILIANG,CIBEBER II,16642
32.01.14.2011,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.14,LEUWILIANG,KAREHKEL,16649
32.01.15.2001,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.15,CIAMPEA,CIAMPEA,16625
32.01.15.2002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.15,CIAMPEA,CINANGKA,16626
32.01.15.2003,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.15,CIAMPEA,CIHIDEUNGUDIK,16627
32.01.15.2004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.15,CIAMPEA,BOJONGJENGKOL,16623
32.01.15.2005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.15,CIAMPEA,TEGALWARU,16623
32.01.15.2006,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.15,CIAMPEA,CIBUNTU,16624
32.01.15.2007,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.15,CIAMPEA,CICADAS,16622
32.01.15.2008,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.15,CIAMPEA,CIBADAK,16628
32.01.15.2009,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.15,CIAMPEA,BOJONGRANGKAS,16621
32.01.15.2010,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.15,CIAMPEA,CIHIDEUNGHILIR,16627
32.01.15.2011,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.15,CIAMPEA,CIBANTENG,16628
32.01.15.2012,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.15,CIAMPEA,BENTENG,16629
32.01.15.2013,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.15,CIAMPEA,CIAMPEA UDIK,16625
32.01.16.2001,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.16,CIBUNGBULANG,SITU UDIK,16636
32.01.16.2002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.16,CIBUNGBULANG,SITU ILIR,16636
32.01.16.2003,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.16,CIBUNGBULANG,CEMPLANG,16633
32.01.16.2004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.16,CIBUNGBULANG,CIBATOK I,16630
32.01.16.2005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.16,CIBUNGBULANG,CIARUTEUN UDIK,16637
32.01.16.2006,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.16,CIBUNGBULANG,LEUWEUNGKOLOT,16638
32.01.16.2007,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.16,CIBUNGBULANG,CIMANGGU I,16630
32.01.16.2008,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.16,CIBUNGBULANG,CIMANGGU II,16630
32.01.16.2009,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.16,CIBUNGBULANG,DUKUH,16632
32.01.16.2010,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.16,CIBUNGBULANG,CIJUJUNG,16639
32.01.16.2011,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.16,CIBUNGBULANG,CIARUTEUN ILIR,16637
32.01.16.2012,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.16,CIBUNGBULANG,CIBATOK II,16630
32.01.16.2013,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.16,CIBUNGBULANG,SUKAMAJU,16634
32.01.16.2014,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.16,CIBUNGBULANG,GALUGA,16632
32.01.16.2015,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.16,CIBUNGBULANG,GIRIMULYA,16638
32.01.17.2001,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.17,PAMIJAHAN,PURWABAKTI,16694
32.01.17.2002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.17,PAMIJAHAN,CIBUNIAN,16693
32.01.17.2003,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.17,PAMIJAHAN,CIBITUNGWETAN,16692
32.01.17.2004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.17,PAMIJAHAN,GUNUNGMENYAN,16699
32.01.17.2005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.17,PAMIJAHAN,GUNUNGBUNDER II,16697
32.01.17.2006,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.17,PAMIJAHAN,PASAREAN,16699
32.01.17.2007,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.17,PAMIJAHAN,CIMAYANG,16698
32.01.17.2008,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.17,PAMIJAHAN,PAMIJAHAN,16691
32.01.17.2009,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.17,PAMIJAHAN,CIBENING,16698
32.01.17.2010,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.17,PAMIJAHAN,GUNUNGBUNDER I,16697
32.01.17.2011,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.17,PAMIJAHAN,CIBITUNG KULON,16692
32.01.17.2012,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.17,PAMIJAHAN,GUNUNG PICUNG,16696
32.01.17.2013,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.17,PAMIJAHAN,CIASIHAN,16695
32.01.17.2014,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.17,PAMIJAHAN,GUNUNGSARI,16696
32.01.17.2015,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.17,PAMIJAHAN,CIASMARA,16695
32.01.18.2001,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.18,RUMPIN,RUMPIN,16351
32.01.18.2002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.18,RUMPIN,LEUWIBATU,16357
32.01.18.2003,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.18,RUMPIN,CIDOKOM,16358
32.01.18.2004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.18,RUMPIN,GOBANG,16358
32.01.18.2005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.18,RUMPIN,CIBODAS,16359
32.01.18.2006,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.18,RUMPIN,RABAK,16356
32.01.18.2007,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.18,RUMPIN,KAMPUNGSAWAH,16355
32.01.18.2008,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.18,RUMPIN,CIPINANG,16355
32.01.18.2009,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.18,RUMPIN,SUKASARI,16352
32.01.18.2010,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.18,RUMPIN,TAMANSARI,16352
32.01.18.2011,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.18,RUMPIN,KERTAJAYA,16353
32.01.18.2012,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.18,RUMPIN,SUKAMULYA,16353
32.01.18.2013,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.18,RUMPIN,MEKARSARI,16354
32.01.18.2014,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.18,RUMPIN,MEKARJAYA,16358
32.01.19.2001,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.19,JASINGA,CURUG,16673
32.01.19.2002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.19,JASINGA,PANGRADIN,16675
32.01.19.2003,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.19,JASINGA,KALONGSAWAH,16676
32.01.19.2004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.19,JASINGA,SIPAK,16677
32.01.19.2005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.19,JASINGA,JASINGA,16671
32.01.19.2006,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.19,JASINGA,KOLEANG,16672
32.01.19.2007,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.19,JASINGA,CIKOPOMAYAK,16679
32.01.19.2008,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.19,JASINGA,SETU,16677
32.01.19.2009,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.19,JASINGA,BARENGKOK,16677
32.01.19.2010,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.19,JASINGA,BAGOANG,16678
32.01.19.2011,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.19,JASINGA,PANGAUR,16678
32.01.19.2012,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.19,JASINGA,PAMAGERSARI,16676
32.01.19.2013,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.19,JASINGA,JUGALA JAYA,16674
32.01.19.2014,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.19,JASINGA,TEGALWANGI,16672
32.01.19.2015,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.19,JASINGA,NEGLASARI,16677
32.01.19.2016,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.19,JASINGA,WIRAJAYA,16673
32.01.20.2001,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.20,PARUNG PANJANG,JAGABAYA,16365
32.01.20.2002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.20,PARUNG PANJANG,GOROWONG,16366
32.01.20.2003,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.20,PARUNG PANJANG,DAGO,16367
32.01.20.2004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.20,PARUNG PANJANG,PINGKU,16368
32.01.20.2005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.20,PARUNG PANJANG,CIKUDA,16369
