village_code,province_code,province_name,city_code,city_name,district_code,district_name,village_name,postal_code
32.03.11.2003,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.11,CUGENANG,CIJEDIL,43252
32.03.11.2004,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.11,CUGENANG,CIBEUREUM,43252
32.03.11.2005,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.11,CUGENANG,NYALINDUNG,43252
32.03.11.2006,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.11,CUGENANG,MANGUNKERTA,43252
32.03.11.2007,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.11,CUGENANG,SARAMPAD,43252
32.03.11.2008,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.11,CUGENANG,TALAGA,43252
32.03.11.2009,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.11,CUGENANG,SUKAJAYA,43252
32.03.11.2010,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.11,CUGENANG,CIBULAKAN,43252
32.03.11.2011,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.11,CUGENANG,BENJOT,43252
32.03.11.2012,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.11,CUGENANG,SUKAMULYA,43252
32.03.11.2013,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.11,CUGENANG,WANGUNJAYA,43252
32.03.11.2014,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.11,CUGENANG,CIRUMPUT,43252
32.03.11.2015,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.11,CUGENANG,PADALUYU,43252
32.03.11.2016,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.11,CUGENANG,GALUDRA,43252
32.03.12.2001,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.12,CIKALONGKULON,SUKAGALIH,43291
32.03.12.2002,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.12,CIKALONGKULON,GUDANG,43291
32.03.12.2003,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.12,CIKALONGKULON,CINANGSI,43291
32.03.12.2004,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.12,CIKALONGKULON,CIJAGANG,43291
32.03.12.2005,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.12,CIKALONGKULON,MAJALAYA,43291
32.03.12.2006,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.12,CIKALONGKULON,KAMURANG,43291
32.03.12.2007,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.12,CIKALONGKULON,WARUDOYONG,43291
32.03.12.2008,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.12,CIKALONGKULON,CIRAMAGIRANG,43291
32.03.12.2009,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.12,CIKALONGKULON,MEKARJAYA,43291
32.03.12.2010,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.12,CIKALONGKULON,SUKAMULYA,43291
32.03.12.2011,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.12,CIKALONGKULON,PADAJAYA,43291
32.03.12.2012,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.12,CIKALONGKULON,CIGUNUNGHERANG,43291
32.03.12.2013,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.12,CIKALONGKULON,NEGLASARI,43291
32.03.12.2014,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.12,CIKALONGKULON,MEKARGALIH,43291
32.03.12.2015,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.12,CIKALONGKULON,LEMBAHSARI,43291
32.03.12.2016,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.12,CIKALONGKULON,MENTENGSARI,43291
32.03.12.2017,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.12,CIKALONGKULON,MEKARSARI,43291
32.03.12.2018,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.12,CIKALONGKULON,MEKARMULYA,43291
32.03.13.2001,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.13,SUKARESMI,CIKANYERE,43254
32.03.13.2002,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.13,SUKARESMI,CIKANCANA,43254
32.03.13.2003,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.13,SUKARESMI,CIWALEN,43254
32.03.13.2004,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.13,SUKARESMI,KAWUNGLUWUK,43254
32.03.13.2005,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.13,SUKARESMI,CIBADAK,43254
32.03.13.2006,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.13,SUKARESMI,SUKAMAHI,43254
32.03.13.2007,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.13,SUKARESMI,SUKARESMI,43254
32.03.13.2008,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.13,SUKARESMI,CIBANTENG,43254
32.03.13.2009,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.13,SUKARESMI,KUBANG,43254
32.03.13.2010,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.13,SUKARESMI,PAKUON,43254
32.03.13.2011,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.13,SUKARESMI,RAWABELUT,43254
32.03.14.2001,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.14,SUKANAGARA,SUKANAGARA,43264
32.03.14.2002,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.14,SUKANAGARA,SUKAJEMBAR,43264
32.03.14.2003,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.14,SUKANAGARA,SUKAKARYA,43264
32.03.14.2004,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.14,SUKANAGARA,CIGUHA,43264
32.03.14.2005,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.14,SUKANAGARA,SUKAMEKAR,43264
32.03.14.2006,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.14,SUKANAGARA,GUNUNGSARI,43264
32.03.14.2007,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.14,SUKANAGARA,SUKALAKSANA,43264
32.03.14.2008,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.14,SUKANAGARA,SUKARAME,43264
32.03.14.2009,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.14,SUKANAGARA,SINDANGSARI,43264
32.03.14.2010,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.14,SUKANAGARA,JAYAGIRI,43264
32.03.15.2001,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.15,CAMPAKA,CIDADAP,43263
32.03.15.2002,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.15,CAMPAKA,CIMENTENG,43263
32.03.15.2003,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.15,CAMPAKA,SUSUKAN,43263
32.03.15.2004,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.15,CAMPAKA,SUKAJADI,43263
32.03.15.2005,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.15,CAMPAKA,SUKADANA,43263
32.03.15.2006,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.15,CAMPAKA,MARGALUYU,43263
32.03.15.2007,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.15,CAMPAKA,KARYAMUKTI,43263
32.03.15.2008,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.15,CAMPAKA,CAMPAKA,43263
32.03.15.2009,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.15,CAMPAKA,WANGUNJAYA,43263
32.03.15.2010,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.15,CAMPAKA,GIRIMUKTI,43263
32.03.15.2011,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.15,CAMPAKA,MEKARJAYA,43263
32.03.16.2001,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.16,TAKOKAK,PASAWAHAN,43265
32.03.16.2002,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.16,TAKOKAK,SINDANGRESMI,43265
32.03.16.2003,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.16,TAKOKAK,SINDANGHAYU,43265
32.03.16.2004,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.16,TAKOKAK,SIMPANG,43265
32.03.16.2005,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.16,TAKOKAK,SUKAGALIH,43265
32.03.16.2006,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.16,TAKOKAK,BUNGBANGSARI,43265
32.03.16.2007,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.16,TAKOKAK,CISUJEN,43265
32.03.16.2008,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.16,TAKOKAK,HEGARMANAH,43265
32.03.16.2009,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.16,TAKOKAK,WARINGINSARI,43265
32.03.17.2003,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.17,KADUPANDAK,SUKASARI,43268
32.03.17.2006,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.17,KADUPANDAK,PASIRDALEM,43268
32.03.17.2008,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.17,KADUPANDAK,TALAGASARI,43268
32.03.17.2009,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.17,KADUPANDAK,BOJONGKASIH,43268
32.03.17.2010,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.17,KADUPANDAK,WARGAASIH,43268
32.03.17.2011,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.17,KADUPANDAK,SUKARAHARJA,43268
32.03.17.2014,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.17,KADUPANDAK,SUKAKERTA,43268
32.03.17.2016,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.17,KADUPANDAK,NEGLASARI,43268
32.03.17.2017,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.17,KADUPANDAK,SUKARESMI,43268
32.03.17.2019,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.17,KADUPANDAK,WARGASARI,43268
32.03.17.2020,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.17,KADUPANDAK,SUKARAJA,43268
32.03.17.2021,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.17,KADUPANDAK,KADUPANDAK,43268
32.03.17.2022,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.17,KADUPANDAK,GANDASARI,43268
32.03.17.2023,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.17,KADUPANDAK,SINDANGSARI,43268
32.03.18.2001,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.18,PAGELARAN,PAGELARAN,43266
32.03.18.2002,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.18,PAGELARAN,PANGADEGAN,43266
32.03.18.2004,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.18,PAGELARAN,GELARANYAR,43266
32.03.18.2005,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.18,PAGELARAN,BUNIWANGI,43266
32.03.18.2007,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.18,PAGELARAN,SINDANGKERTA,43266
32.03.18.2008,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.18,PAGELARAN,PASIRBARU,43266
32.03.18.2009,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.18,PAGELARAN,BUNIJAYA,43266
32.03.18.2010,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.18,PAGELARAN,SITUHIANG,43266
32.03.18.2011,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.18,PAGELARAN,MEKARSARI,43266
32.03.18.2012,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.18,PAGELARAN,KERTARAHARJA,43266
32.03.18.2013,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.18,PAGELARAN,SELAGEDANG,43266
32.03.18.2014,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.18,PAGELARAN,PADAMAJU,43266
32.03.18.2015,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.18,PAGELARAN,KARANGHARJA,43266
32.03.18.2018,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.18,PAGELARAN,SUKAMAJU,43266
32.03.19.2001,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.19,TANGGEUNG,TANGGEUNG,43267
32.03.19.2002,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.19,TANGGEUNG,RAWAGEDE,43267
32.03.19.2003,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.19,TANGGEUNG,CILONGSONG,43267
32.03.19.2004,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.19,TANGGEUNG,MARGALUYU,43267
32.03.19.2005,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.19,TANGGEUNG,KARANGTENGAH,43267
32.03.19.2006,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.19,TANGGEUNG,PAGERMANEUH,43267
32.03.19.2007,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.19,TANGGEUNG,BOJONGPETIR,43267
32.03.19.2009,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.19,TANGGEUNG,PASIRJAMBU,43267
32.03.19.2010,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.19,TANGGEUNG,SIRNAJAYA,43267
32.03.19.2013,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.19,TANGGEUNG,KERTAJAYA,43267
32.03.19.2014,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.19,TANGGEUNG,SUKAJAYA,43267
32.03.19.2015,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.19,TANGGEUNG,PADALUYU,43267
32.03.20.2001,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.20,CIBINONG,PANANGGAPAN,43271
32.03.20.2002,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.20,CIBINONG,CIKANGKARENG,43271
32.03.20.2003,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.20,CIBINONG,SUKAJADI,43271
32.03.20.2004,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.20,CIBINONG,PANYINDANGAN,43271
32.03.20.2005,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.20,CIBINONG,PADASUKA,43271
32.03.20.2006,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.20,CIBINONG,CIMASKARA,43271
32.03.20.2007,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.20,CIBINONG,PAMOYANAN,43271
32.03.20.2008,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.20,CIBINONG,BATULAWANG,43271
32.03.20.2009,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.20,CIBINONG,SUKAMEKAR,43271
32.03.20.2010,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.20,CIBINONG,HAMERANG,43271
32.03.20.2011,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.20,CIBINONG,GIRIJAYA,43271
32.03.20.2012,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.20,CIBINONG,WARGALUYU,43271
32.03.20.2013,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.20,CIBINONG,MEKARMUKTI,43271
32.03.20.2014,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.20,CIBINONG,CIBURIAL,43271
32.03.21.2001,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.21,SINDANGBARANG,SAGANTEN,43272
32.03.21.2002,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.21,SINDANGBARANG,MUARACIKADU,43272
32.03.21.2003,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.21,SINDANGBARANG,JATISARI,43272
32.03.21.2004,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.21,SINDANGBARANG,SIRNAGALIH,43272
32.03.21.2005,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.21,SINDANGBARANG,JAYAGIRI,43272
32.03.21.2006,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.21,SINDANGBARANG,KERTASARI,43272
32.03.21.2007,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.21,SINDANGBARANG,GIRIMUKTI,43272
32.03.21.2008,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.21,SINDANGBARANG,TALAGASARI,43272
32.03.21.2009,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.21,SINDANGBARANG,HEGARSARI,43272
32.03.21.2010,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.21,SINDANGBARANG,MEKARLAKSANA,43272
32.03.21.2011,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.21,SINDANGBARANG,KERTAMUKTI,43272
32.03.22.2004,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.22,AGRABINTA,SUKAMANAH,43273
32.03.22.2005,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.22,AGRABINTA,BOJONGKASO,43273
32.03.22.2006,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.22,AGRABINTA,BUNISARI,43273
32.03.22.2007,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.22,AGRABINTA,WANASARI,43273
32.03.22.2010,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.22,AGRABINTA,SINARLAUT,43273
32.03.22.2014,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.22,AGRABINTA,NEGLASARI,43273
32.03.22.2016,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.22,AGRABINTA,KARANGSARI,43273
32.03.22.2017,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.22,AGRABINTA,MULYASARI,43273
32.03.22.2018,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.22,AGRABINTA,TANJUNG SARI,43273
32.03.22.2019,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.22,AGRABINTA,MEKARSARI,43273
32.03.22.2022,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.22,AGRABINTA,WANGUNJAYA,43273
32.03.23.2001,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.23,CIDAUN,CIDAMAR,43275
32.03.23.2002,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.23,CIDAUN,CIBULUH,43275
32.03.23.2003,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.23,CIDAUN,CISALAK,43275
32.03.23.2004,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.23,CIDAUN,CIMARAGANG,43275
32.03.23.2005,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.23,CIDAUN,MEKARJAYA,43275
32.03.23.2006,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.23,CIDAUN,KERTAJADI,43275
32.03.23.2007,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.23,CIDAUN,SUKAPURA,43275
32.03.23.2008,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.23,CIDAUN,GELARPAWITAN,43275
32.03.23.2009,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.23,CIDAUN,KARANGWANGI,43275
32.03.23.2010,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.23,CIDAUN,KARYABAKTI,43275
32.03.23.2011,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.23,CIDAUN,JAYAPURA,43275
32.03.23.2012,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.23,CIDAUN,NEGLASARI,43275
32.03.23.2013,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.23,CIDAUN,PUNCAKBARU,43275
32.03.23.2014,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.23,CIDAUN,GELARWANGI,43275
32.03.24.2001,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.24,NARINGGUL,NARINGGUL,43274
32.03.24.2002,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.24,NARINGGUL,BALEGEDE,43274
32.03.24.2003,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.24,NARINGGUL,WANGUNJAYA,43274
32.03.24.2004,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.24,NARINGGUL,MEKARSARI,43274
32.03.24.2005,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.24,NARINGGUL,CINERANG,43274
32.03.24.2006,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.24,NARINGGUL,WANASARI,43274
32.03.24.2007,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.24,NARINGGUL,SUKABAKTI,43274
32.03.24.2008,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.24,NARINGGUL,MALATI,43274
32.03.24.2009,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.24,NARINGGUL,WANGUNSARI,43274
32.03.24.2010,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.24,NARINGGUL,SUKAMULYA,43274
32.03.24.2011,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.24,NARINGGUL,MARGASARI,43274
32.03.25.2001,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.25,CAMPAKAMULYA,CIBANGGALA,43278
32.03.25.2002,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.25,CAMPAKAMULYA,CAMPAKAWARNA,43278
32.03.25.2003,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.25,CAMPAKAMULYA,SUKASIRNA,43278
32.03.25.2004,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.25,CAMPAKAMULYA,CAMPAKAMULYA,43278
32.03.25.2005,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.25,CAMPAKAMULYA,SUKABUNGAH,43278
32.03.26.2001,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.26,CIKADU,KALAPANUNGGAL,43276
32.03.26.2002,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.26,CIKADU,CIKADU,43276
32.03.26.2003,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.26,CIKADU,MEKARWANGI,43276
32.03.26.2004,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.26,CIKADU,PADALUYU,43276
32.03.26.2005,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.26,CIKADU,SUKAMULYA,43276
32.03.26.2006,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.26,CIKADU,CISARANTEN,43276
32.03.26.2007,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.26,CIKADU,MEKARLAKSANA,43276
32.03.26.2008,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.26,CIKADU,SUKALUYU,43276
32.03.26.2009,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.26,CIKADU,MEKARJAYA,43276
32.03.26.2010,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.26,CIKADU,SUKAMANAH,43276
32.03.27.2001,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.27,GEKBRONG,BANGBAYANG,43287
32.03.27.2002,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.27,GEKBRONG,SONGGOM,43287
32.03.27.2003,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.27,GEKBRONG,SUKARATU,43287
32.03.27.2004,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.27,GEKBRONG,CIKANCANA,43287
32.03.27.2005,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.27,GEKBRONG,KEBONPEUTEUY,43287
32.03.27.2006,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.27,GEKBRONG,GEKBRONG,43287
32.03.27.2007,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.27,GEKBRONG,CIKAHURIPAN,43287
32.03.27.2008,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.27,GEKBRONG,CINTAASIH,43287
32.03.28.2001,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.28,CIPANAS,CIPANAS,43255
32.03.28.2002,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.28,CIPANAS,CIMACAN,43255
32.03.28.2003,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.28,CIPANAS,CILOTO,43255
32.03.28.2004,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.28,CIPANAS,SINDANGLAYA,43255
32.03.28.2005,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.28,CIPANAS,BATULAWANG,43255
32.03.28.2006,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.28,CIPANAS,PALASARI,43255
32.03.28.2007,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.28,CIPANAS,SINDANGJAYA,43255
32.03.29.2001,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.29,CIJATI,PARAKANTUGU,43269
32.03.29.2002,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.29,CIJATI,CIJATI,43269
32.03.29.2003,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.29,CIJATI,BOJONGLARANG,43269
32.03.29.2004,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.29,CIJATI,PADAASIH,43269
32.03.29.2005,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.29,CIJATI,CIBODAS,43269
32.03.29.2006,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.29,CIJATI,SUKAMAHI,43269
32.03.29.2007,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.29,CIJATI,SUKALUYU,43269
32.03.29.2008,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.29,CIJATI,CARINGIN,43269
32.03.29.2009,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.29,CIJATI,SINARBAKTI,43269
32.03.29.2010,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.29,CIJATI,SUKAMAJU,43269
32.03.30.2001,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.30,LELES,PUSAKASARI,43277
32.03.30.2002,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.30,LELES,WALAHIR,43277
32.03.30.2003,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.30,LELES,PURABAYA,43277
32.03.30.2004,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.30,LELES,PUNCAKWANGI,43277
32.03.30.2005,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.30,LELES,SUKAJAYA,43277
32.03.30.2006,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.30,LELES,NAGASARI,43277
32.03.30.2007,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.30,LELES,SUKASIRNA,43277
32.03.30.2008,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.30,LELES,SUKAMULYA,43277
32.03.30.2009,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.30,LELES,SIRNASARI,43277
32.03.30.2010,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.30,LELES,KARYAMUKTI,43277
32.03.30.2011,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.30,LELES,MANDALAWANGI,43277
32.03.30.2012,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.30,LELES,SINDANGSARI,43277
32.03.31.2001,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.31,HAURWANGI,HAURWANGI,43286
32.03.31.2002,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.31,HAURWANGI,CIHEA,43286
32.03.31.2003,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.31,HAURWANGI,RAMASARI,43286
32.03.31.2004,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.31,HAURWANGI,MEKARWANGI/SUKATANI,43286
