village_code,province_code,province_name,city_code,city_name,district_code,district_name,village_name,postal_code,postal_code_candidate,candidate_status,candidate_sources,postal_code_diskominfo,postal_code_open_data_jabar,postal_code_kodepos_dev,postal_candidates,verification_status,confidence,review_required,selected_reason,administrative_resolution_applied,former_village_code,source_village_codes,source_ids,source_rows,snapshot
32.12.21.2005,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.21,KANDANGHAUR,KARANG ANYAR,,45213,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,45254,45213,45213,45213;45254,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.12.21.2005;open_data_jabar:32.12.21.2005;kodepos_dev:32.12.21.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4163;open_data_jabar:21971;kodepos_dev:4163,2026-08-11
32.12.21.2006,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.21,KANDANGHAUR,WIRAPANJUNAN,45254,,,,45254,45254,45254,45254,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.21.2006;open_data_jabar:32.12.21.2006;kodepos_dev:32.12.21.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4164;open_data_jabar:21972;kodepos_dev:4164,2026-08-11
32.12.21.2007,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.21,KANDANGHAUR,PAREANGIRANG,45254,,,,45254,45254,45254,45254,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.21.2007;open_data_jabar:32.12.21.2007;kodepos_dev:32.12.21.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4165;open_data_jabar:21973;kodepos_dev:4165,2026-08-11
32.12.21.2008,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.21,KANDANGHAUR,BULAK,45254,,,,45254,45254,45254,45254,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.21.2008;open_data_jabar:32.12.21.2008;kodepos_dev:32.12.21.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4166;open_data_jabar:21974;kodepos_dev:4166,2026-08-11
32.12.21.2009,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.21,KANDANGHAUR,ILIR,45254,,,,45254,45254,45254,45254,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.21.2009;open_data_jabar:32.12.21.2009;kodepos_dev:32.12.21.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4167;open_data_jabar:21975;kodepos_dev:4167,2026-08-11
32.12.21.2010,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.21,KANDANGHAUR,SOGE,45254,,,,45254,45254,45254,45254,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.21.2010;open_data_jabar:32.12.21.2010;kodepos_dev:32.12.21.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4168;open_data_jabar:21976;kodepos_dev:4168,2026-08-11
32.12.21.2011,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.21,KANDANGHAUR,ERETAN WETAN,45254,,,,45254,45254,45254,45254,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.21.2011;open_data_jabar:32.12.21.2011;kodepos_dev:32.12.21.2011,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4169;open_data_jabar:21977;kodepos_dev:4169,2026-08-11
32.12.21.2012,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.21,KANDANGHAUR,ERETAN KULON,45254,,,,45254,45254,45254,45254,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.21.2012;open_data_jabar:32.12.21.2012;kodepos_dev:32.12.21.2012,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4170;open_data_jabar:21978;kodepos_dev:4170,2026-08-11
32.12.21.2013,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.21,KANDANGHAUR,KERTAWINANGUN,45254,,,,45254,45254,45254,45254,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.21.2013;open_data_jabar:32.12.21.2013;kodepos_dev:32.12.21.2013,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4171;open_data_jabar:21979;kodepos_dev:4171,2026-08-11
32.12.22.2001,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.22,BONGAS,CIPEDANG,45255,,,,45255,45255,45255,45255,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.22.2001;open_data_jabar:32.12.22.2001;kodepos_dev:32.12.22.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4172;open_data_jabar:21981;kodepos_dev:4172,2026-08-11
32.12.22.2002,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.22,BONGAS,SIDAMULYA,45255,,,,45255,45255,45255,45255,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.22.2002;open_data_jabar:32.12.22.2002;kodepos_dev:32.12.22.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4173;open_data_jabar:21982;kodepos_dev:4173,2026-08-11
32.12.22.2003,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.22,BONGAS,MARGAMULYA,45255,,,,45255,45255,45255,45255,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.22.2003;open_data_jabar:32.12.22.2003;kodepos_dev:32.12.22.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4174;open_data_jabar:21983;kodepos_dev:4174,2026-08-11
32.12.22.2004,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.22,BONGAS,KERTAJAYA,45255,,,,45255,45255,45255,45255,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.22.2004;open_data_jabar:32.12.22.2004;kodepos_dev:32.12.22.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4175;open_data_jabar:21984;kodepos_dev:4175,2026-08-11
32.12.22.2005,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.22,BONGAS,BONGAS,45255,,,,45255,45255,45255,45255,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.22.2005;open_data_jabar:32.12.22.2005;kodepos_dev:32.12.22.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4176;open_data_jabar:21985;kodepos_dev:4176,2026-08-11
32.12.22.2006,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.22,BONGAS,CIPAAT,45255,,,,45255,45255,45255,45255,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.22.2006;open_data_jabar:32.12.22.2006;kodepos_dev:32.12.22.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4177;open_data_jabar:21986;kodepos_dev:4177,2026-08-11
32.12.22.2007,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.22,BONGAS,KERTAMULYA,45255,,,,45255,45255,45255,45255,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.22.2007;open_data_jabar:32.12.22.2007;kodepos_dev:32.12.22.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4178;open_data_jabar:21987;kodepos_dev:4178,2026-08-11
32.12.22.2008,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.22,BONGAS,PLAWANGAN,45255,,,,45255,45255,45255,45255,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.22.2008;open_data_jabar:32.12.22.2008;kodepos_dev:32.12.22.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4179;open_data_jabar:21988;kodepos_dev:4179,2026-08-11
32.12.23.2001,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.23,ANJATAN,ANJATAN,45256,,,,45256,45256,45256,45256,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.23.2001;open_data_jabar:32.12.23.2001;kodepos_dev:32.12.23.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4180;open_data_jabar:21989;kodepos_dev:4180,2026-08-11
32.12.23.2002,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.23,ANJATAN,MANGUNJAYA,45256,,,,45256,45256,45256,45256,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.23.2002;open_data_jabar:32.12.23.2002;kodepos_dev:32.12.23.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4181;open_data_jabar:21990;kodepos_dev:4181,2026-08-11
32.12.23.2003,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.23,ANJATAN,BUGIS,45256,,,,45256,45256,45256,45256,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.23.2003;open_data_jabar:32.12.23.2003;kodepos_dev:32.12.23.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4182;open_data_jabar:21992;kodepos_dev:4182,2026-08-11
32.12.23.2004,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.23,ANJATAN,BUGIS TUA,45256,,,,45256,45256,45256,45256,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.23.2004;open_data_jabar:32.12.23.2004;kodepos_dev:32.12.23.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4183;open_data_jabar:21993;kodepos_dev:4183,2026-08-11
32.12.23.2005,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.23,ANJATAN,SALAMDARMA,45256,,,,45256,45256,45256,45256,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.23.2005;open_data_jabar:32.12.23.2005;kodepos_dev:32.12.23.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4184;open_data_jabar:21994;kodepos_dev:4184,2026-08-11
32.12.23.2006,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.23,ANJATAN,KEDUNGWUNGU,45256,,,,45256,45256,45256,45256,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.23.2006;open_data_jabar:32.12.23.2006;kodepos_dev:32.12.23.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4185;open_data_jabar:21995;kodepos_dev:4185,2026-08-11
32.12.23.2007,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.23,ANJATAN,WANGUK,45256,,,,45256,45256,45256,45256,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.23.2007;open_data_jabar:32.12.23.2007;kodepos_dev:32.12.23.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4186;open_data_jabar:21996;kodepos_dev:4186,2026-08-11
32.12.23.2008,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.23,ANJATAN,LEMPUYANG,45256,,,,45256,45256,45256,45256,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.23.2008;open_data_jabar:32.12.23.2008;kodepos_dev:32.12.23.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4187;open_data_jabar:21997;kodepos_dev:4187,2026-08-11
32.12.23.2009,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.23,ANJATAN,KOPYAH,45256,,,,45256,45256,45256,45256,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.23.2009;open_data_jabar:32.12.23.2009;kodepos_dev:32.12.23.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4188;open_data_jabar:21998;kodepos_dev:4188,2026-08-11
32.12.23.2010,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.23,ANJATAN,ANJATAN BARU,45256,,,,45256,45256,45256,45256,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.23.2010;open_data_jabar:32.12.23.2010;kodepos_dev:32.12.23.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4189;open_data_jabar:21999;kodepos_dev:4189,2026-08-11
32.12.23.2011,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.23,ANJATAN,CILANDAK,45256,,,,45256,45256,45256,45256,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.23.2011;open_data_jabar:32.12.23.2011;kodepos_dev:32.12.23.2011,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4190;open_data_jabar:22000;kodepos_dev:4190,2026-08-11
32.12.23.2012,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.23,ANJATAN,CILANDAK LOR,45256,,,,45256,45256,45256,45256,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.23.2012;open_data_jabar:32.12.23.2012;kodepos_dev:32.12.23.2012,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4191;open_data_jabar:22001;kodepos_dev:4191,2026-08-11
32.12.23.2013,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.23,ANJATAN,ANJATAN UTARA,45256,,,,45256,45256,45256,45256,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.12.23.2013;open_data_jabar:32.12.23.2013;kodepos_dev:32.12.23.2013,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4192;open_data_jabar:22004;kodepos_dev:4192,2026-08-11
32.12.24.2001,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.24,SUKRA,BOGOR,,,,,45257,45257,45259,45257;45259,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.12.24.2001;open_data_jabar:32.12.24.2001;kodepos_dev:32.12.24.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4193;open_data_jabar:22005;kodepos_dev:4193,2026-08-11
32.12.24.2002,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.24,SUKRA,SUKRA,,,,,45257,45257,45259,45257;45259,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.12.24.2002;open_data_jabar:32.12.24.2002;kodepos_dev:32.12.24.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4194;open_data_jabar:22006;kodepos_dev:4194,2026-08-11
32.12.24.2003,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.24,SUKRA,UJUNGGEBANG,,,,,45257,45257,45259,45257;45259,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.12.24.2003;open_data_jabar:32.12.24.2003;kodepos_dev:32.12.24.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4195;open_data_jabar:22007;kodepos_dev:4195,2026-08-11
32.12.24.2004,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.24,SUKRA,TAGAL TAMAN,,,,,45257,45257,45259,45257;45259,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.12.24.2004;open_data_jabar:32.12.24.2004;kodepos_dev:32.12.24.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4196;open_data_jabar:22008;kodepos_dev:4196,2026-08-11
32.12.24.2005,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.24,SUKRA,SUKRAWETAN,,,,,45257,45257,45259,45257;45259,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.12.24.2005;open_data_jabar:32.12.24.2005;kodepos_dev:32.12.24.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4197;open_data_jabar:22009;kodepos_dev:4197,2026-08-11
32.12.24.2006,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.24,SUKRA,SUMURADEM,,,,,45257,45257,45259,45257;45259,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.12.24.2006;open_data_jabar:32.12.24.2006;kodepos_dev:32.12.24.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4198;open_data_jabar:22010;kodepos_dev:4198,2026-08-11
32.12.24.2007,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.24,SUKRA,SUMURADEM TIMUR,,,,,45257,45257,45259,45257;45259,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.12.24.2007;open_data_jabar:32.12.24.2007;kodepos_dev:32.12.24.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4199;open_data_jabar:22011;kodepos_dev:4199,2026-08-11
32.12.24.2017,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.24,SUKRA,KARANG LAYUNG,,,,,45257,45257,45259,45257;45259,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.12.24.2017;open_data_jabar:32.12.24.2017;kodepos_dev:32.12.24.2017,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4200;open_data_jabar:22012;kodepos_dev:4200,2026-08-11
32.12.25.2001,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.25,GANTAR,BANTARWARU,,45264,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,45266,45264,45264,45264;45266,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.12.25.2001;open_data_jabar:32.12.25.2001;kodepos_dev:32.12.25.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4201;open_data_jabar:22013;kodepos_dev:4201,2026-08-11
32.12.25.2002,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.25,GANTAR,SANCA,,45264,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,45266,45264,45264,45264;45266,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.12.25.2002;open_data_jabar:32.12.25.2002;kodepos_dev:32.12.25.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4202;open_data_jabar:22015;kodepos_dev:4202,2026-08-11
32.12.25.2003,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.25,GANTAR,MEKARJAYA,,45264,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,45266,45264,45264,45264;45266,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.12.25.2003;open_data_jabar:32.12.25.2003;kodepos_dev:32.12.25.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4203;open_data_jabar:22016;kodepos_dev:4203,2026-08-11
32.12.25.2004,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.25,GANTAR,GANTAR,,45264,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,45266,45264,45264,45264;45266,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.12.25.2004;open_data_jabar:32.12.25.2004;kodepos_dev:32.12.25.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4204;open_data_jabar:22017;kodepos_dev:4204,2026-08-11
32.12.25.2005,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.25,GANTAR,SITURAJA,,45264,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,45266,45264,45264,45264;45266,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.12.25.2005;open_data_jabar:32.12.25.2005;kodepos_dev:32.12.25.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4205;open_data_jabar:22018;kodepos_dev:4205,2026-08-11
32.12.25.2006,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.25,GANTAR,BALEREJA,,45264,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,45266,45264,45264,45264;45266,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.12.25.2006;open_data_jabar:32.12.25.2006;kodepos_dev:32.12.25.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4206;open_data_jabar:22019;kodepos_dev:4206,2026-08-11
32.12.25.2007,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.25,GANTAR,MEKARWARU,,45264,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,45266,45264,45264,45264;45266,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.12.25.2007;open_data_jabar:32.12.25.2007;kodepos_dev:32.12.25.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4207;open_data_jabar:22020;kodepos_dev:4207,2026-08-11
32.12.26.2001,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.26,TRISI,CIKAWUNG,,,,,45267,45267,45260,45260;45267,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.12.26.2001;open_data_jabar:32.12.26.2001;kodepos_dev:32.12.26.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4208;open_data_jabar:22021;kodepos_dev:4208,2026-08-11
32.12.26.2002,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.26,TRISI,JATIMULYA,,,,,45267,45267,45260,45260;45267,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.12.26.2002;open_data_jabar:32.12.26.2002;kodepos_dev:32.12.26.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4209;open_data_jabar:22022;kodepos_dev:4209,2026-08-11
32.12.26.2003,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.26,TRISI,JATIMUNGGUL,,,,,45267,45267,45260,45260;45267,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.12.26.2003;open_data_jabar:32.12.26.2003;kodepos_dev:32.12.26.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4210;open_data_jabar:22023;kodepos_dev:4210,2026-08-11
32.12.26.2004,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.26,TRISI,PLOSOKEREP,,,,,45267,45267,45260,45260;45267,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.12.26.2004;open_data_jabar:32.12.26.2004;kodepos_dev:32.12.26.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4211;open_data_jabar:22024;kodepos_dev:4211,2026-08-11
32.12.26.2005,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.26,TRISI,RAJASINGA,,,,,45267,45267,45260,45260;45267,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.12.26.2005;open_data_jabar:32.12.26.2005;kodepos_dev:32.12.26.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4212;open_data_jabar:22026;kodepos_dev:4212,2026-08-11
32.12.26.2006,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.26,TRISI,KARANGASEM,,,,,45267,45267,45260,45260;45267,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.12.26.2006;open_data_jabar:32.12.26.2006;kodepos_dev:32.12.26.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4213;open_data_jabar:22027;kodepos_dev:4213,2026-08-11
32.12.26.2007,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.26,TRISI,CIBERENG,,,,,45267,45267,45260,45260;45267,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.12.26.2007;open_data_jabar:32.12.26.2007;kodepos_dev:32.12.26.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4214;open_data_jabar:22028;kodepos_dev:4214,2026-08-11
32.12.26.2008,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.26,TRISI,KENDAYAKAN,,,,,45267,45267,45260,45260;45267,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.12.26.2008;open_data_jabar:32.12.26.2008;kodepos_dev:32.12.26.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4215;open_data_jabar:22029;kodepos_dev:4215,2026-08-11
32.12.26.2009,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.26,TRISI,MANGGUNGAN,,,,,45267,45267,45260,45260;45267,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.12.26.2009;open_data_jabar:32.12.26.2009;kodepos_dev:32.12.26.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4216;open_data_jabar:22030;kodepos_dev:4216,2026-08-11
