village_code,province_code,province_name,city_code,city_name,district_code,district_name,village_name,postal_code,postal_code_candidate,candidate_status,candidate_sources,postal_code_diskominfo,postal_code_open_data_jabar,postal_code_kodepos_dev,postal_candidates,verification_status,confidence,review_required,selected_reason,administrative_resolution_applied,former_village_code,source_village_codes,source_ids,source_rows,snapshot,unresolved_pattern,district_cluster_id,district_cluster_size,triplet_cluster_id,triplet_cluster_size,review_priority
32.13.25.2004,32,JAWA BARAT,32.13,KAB. SUBANG,32.13.25,TAMBAKDAHAN,MARIUK,,,,,41265,41253,41267,41253;41265;41267,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.13.25.2004;open_data_jabar:32.13.25.2004;kodepos_dev:32.13.25.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4463;open_data_jabar:22306;kodepos_dev:4463,2026-08-11,all_three_different,DIST-32F1280A9697,9,TRIP-4814AD3632C7,9,high
32.13.25.2005,32,JAWA BARAT,32.13,KAB. SUBANG,32.13.25,TAMBAKDAHAN,KERTAJAYA,,,,,41265,41253,41267,41253;41265;41267,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.13.25.2005;open_data_jabar:32.13.25.2005;kodepos_dev:32.13.25.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4464;open_data_jabar:22307;kodepos_dev:4464,2026-08-11,all_three_different,DIST-32F1280A9697,9,TRIP-4814AD3632C7,9,high
32.13.25.2006,32,JAWA BARAT,32.13,KAB. SUBANG,32.13.25,TAMBAKDAHAN,TAMBAKDAHAN,,,,,41265,41253,41267,41253;41265;41267,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.13.25.2006;open_data_jabar:32.13.25.2006;kodepos_dev:32.13.25.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4465;open_data_jabar:22308;kodepos_dev:4465,2026-08-11,all_three_different,DIST-32F1280A9697,9,TRIP-4814AD3632C7,9,high
32.13.25.2007,32,JAWA BARAT,32.13,KAB. SUBANG,32.13.25,TAMBAKDAHAN,RANCAUDIK,,,,,41265,41253,41267,41253;41265;41267,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.13.25.2007;open_data_jabar:32.13.25.2007;kodepos_dev:32.13.25.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4466;open_data_jabar:22309;kodepos_dev:4466,2026-08-11,all_three_different,DIST-32F1280A9697,9,TRIP-4814AD3632C7,9,high
32.13.25.2008,32,JAWA BARAT,32.13,KAB. SUBANG,32.13.25,TAMBAKDAHAN,BOJONGKEDING,,,,,41265,41253,41267,41253;41265;41267,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.13.25.2008;open_data_jabar:32.13.25.2008;kodepos_dev:32.13.25.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4467;open_data_jabar:22310;kodepos_dev:4467,2026-08-11,all_three_different,DIST-32F1280A9697,9,TRIP-4814AD3632C7,9,high
32.13.25.2009,32,JAWA BARAT,32.13,KAB. SUBANG,32.13.25,TAMBAKDAHAN,BOJONEGARA,,,,,41265,41253,41267,41253;41265;41267,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.13.25.2009;open_data_jabar:32.13.25.2009;kodepos_dev:32.13.25.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4468;open_data_jabar:22311;kodepos_dev:4468,2026-08-11,all_three_different,DIST-32F1280A9697,9,TRIP-4814AD3632C7,9,high
32.15.03.2001,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.03,TELUKJAMBE TIMUR,TELUKJAMBE,,,,,41331,41361,41360,41331;41360;41361,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.15.03.2001;open_data_jabar:32.15.03.2001;kodepos_dev:32.15.03.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4719;open_data_jabar:22590;kodepos_dev:4719,2026-08-11,all_three_different,DIST-8E4D96D8AC70,9,TRIP-1EEB579C3602,1,high
32.15.03.2004,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.03,TELUKJAMBE TIMUR,PUSEURJAYA,,,,,41334,41361,41360,41334;41360;41361,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.15.03.2004;open_data_jabar:32.15.03.2004;kodepos_dev:32.15.03.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4722;open_data_jabar:22594;kodepos_dev:4722,2026-08-11,all_three_different,DIST-8E4D96D8AC70,9,TRIP-20D90514E0A8,1,high
32.15.03.2011,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.03,TELUKJAMBE TIMUR,PURWADANA,,,,,41338,41361,41360,41338;41360;41361,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.15.03.2011;open_data_jabar:32.15.03.2011;kodepos_dev:32.15.03.2011,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4725;open_data_jabar:22597;kodepos_dev:4725,2026-08-11,all_three_different,DIST-8E4D96D8AC70,9,TRIP-4598A2C31BD9,1,high
32.15.03.2003,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.03,TELUKJAMBE TIMUR,SIRNABAYA,,,,,41333,41361,41360,41333;41360;41361,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.15.03.2003;open_data_jabar:32.15.03.2003;kodepos_dev:32.15.03.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4721;open_data_jabar:22592;kodepos_dev:4721,2026-08-11,all_three_different,DIST-8E4D96D8AC70,9,TRIP-7980602C8D52,1,high
32.15.03.2006,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.03,TELUKJAMBE TIMUR,WADAS,,,,,41337,41361,41360,41337;41360;41361,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.15.03.2006;open_data_jabar:32.15.03.2006;kodepos_dev:32.15.03.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4724;open_data_jabar:22596;kodepos_dev:4724,2026-08-11,all_three_different,DIST-8E4D96D8AC70,9,TRIP-80DE470FAA12,1,high
32.15.03.2012,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.03,TELUKJAMBE TIMUR,SUKAMAKMUR,,,,,41339,41361,41360,41339;41360;41361,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.15.03.2012;open_data_jabar:32.15.03.2012;kodepos_dev:32.15.03.2012,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4726;open_data_jabar:22598;kodepos_dev:4726,2026-08-11,all_three_different,DIST-8E4D96D8AC70,9,TRIP-85D380FE36FF,1,high
32.15.03.2002,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.03,TELUKJAMBE TIMUR,SUKAHARJA,,,,,41336,41361,41360,41336;41360;41361,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.15.03.2002;open_data_jabar:32.15.03.2002;kodepos_dev:32.15.03.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4720;open_data_jabar:22591;kodepos_dev:4720,2026-08-11,all_three_different,DIST-8E4D96D8AC70,9,TRIP-9412E6C98AE2,1,high
32.15.03.2019,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.03,TELUKJAMBE TIMUR,PINAYUNGAN,,,,,41332,41361,41360,41332;41360;41361,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.15.03.2019;open_data_jabar:32.15.03.2019;kodepos_dev:32.15.03.2019,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4727;open_data_jabar:22599;kodepos_dev:4727,2026-08-11,all_three_different,DIST-8E4D96D8AC70,9,TRIP-CE93B76ED42C,1,high
32.15.03.2005,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.03,TELUKJAMBE TIMUR,SUKALUYU,,,,,41335,41361,41360,41335;41360;41361,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.15.03.2005;open_data_jabar:32.15.03.2005;kodepos_dev:32.15.03.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4723;open_data_jabar:22595;kodepos_dev:4723,2026-08-11,all_three_different,DIST-8E4D96D8AC70,9,TRIP-D05C4BC3A652,1,high
32.15.25.2001,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.25,KOTA BARU,WANCIMEKAR,,,,,41377,41374,41376,41374;41376;41377,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.15.25.2001;open_data_jabar:32.15.25.2001;kodepos_dev:32.15.25.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4958;open_data_jabar:22855;kodepos_dev:4958,2026-08-11,all_three_different,DIST-E3E4E12D73E6,9,TRIP-849C5EB973DB,9,high
32.15.25.2002,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.25,KOTA BARU,PANGULAH SELATAN,,,,,41377,41374,41376,41374;41376;41377,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.15.25.2002;open_data_jabar:32.15.25.2002;kodepos_dev:32.15.25.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4959;open_data_jabar:22856;kodepos_dev:4959,2026-08-11,all_three_different,DIST-E3E4E12D73E6,9,TRIP-849C5EB973DB,9,high
32.15.25.2003,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.25,KOTA BARU,PANGULAH UTARA,,,,,41377,41374,41376,41374;41376;41377,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.15.25.2003;open_data_jabar:32.15.25.2003;kodepos_dev:32.15.25.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4960;open_data_jabar:22857;kodepos_dev:4960,2026-08-11,all_three_different,DIST-E3E4E12D73E6,9,TRIP-849C5EB973DB,9,high
32.15.25.2004,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.25,KOTA BARU,PANGULAH BARU,,,,,41377,41374,41376,41374;41376;41377,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.15.25.2004;open_data_jabar:32.15.25.2004;kodepos_dev:32.15.25.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4961;open_data_jabar:22858;kodepos_dev:4961,2026-08-11,all_three_different,DIST-E3E4E12D73E6,9,TRIP-849C5EB973DB,9,high
32.15.25.2005,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.25,KOTA BARU,PUCUNG,,,,,41377,41374,41376,41374;41376;41377,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.15.25.2005;open_data_jabar:32.15.25.2005;kodepos_dev:32.15.25.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4962;open_data_jabar:22860;kodepos_dev:4962,2026-08-11,all_three_different,DIST-E3E4E12D73E6,9,TRIP-849C5EB973DB,9,high
32.15.25.2006,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.25,KOTA BARU,JOMIN TIMUR,,,,,41377,41374,41376,41374;41376;41377,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.15.25.2006;open_data_jabar:32.15.25.2006;kodepos_dev:32.15.25.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4963;open_data_jabar:22861;kodepos_dev:4963,2026-08-11,all_three_different,DIST-E3E4E12D73E6,9,TRIP-849C5EB973DB,9,high
32.15.25.2007,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.25,KOTA BARU,JOMIN BARAT,,,,,41377,41374,41376,41374;41376;41377,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.15.25.2007;open_data_jabar:32.15.25.2007;kodepos_dev:32.15.25.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4964;open_data_jabar:22862;kodepos_dev:4964,2026-08-11,all_three_different,DIST-E3E4E12D73E6,9,TRIP-849C5EB973DB,9,high
32.15.25.2008,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.25,KOTA BARU,SARIMULYA,,,,,41377,41374,41376,41374;41376;41377,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.15.25.2008;open_data_jabar:32.15.25.2008;kodepos_dev:32.15.25.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4965;open_data_jabar:22863;kodepos_dev:4965,2026-08-11,all_three_different,DIST-E3E4E12D73E6,9,TRIP-849C5EB973DB,9,high
32.15.25.2009,32,JAWA BARAT,32.15,KAB. KARAWANG,32.15.25,KOTA BARU,CILKAMPEK UTARA,,,,,41377,41374,41376,41374;41376;41377,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.15.25.2009;open_data_jabar:32.15.25.2009;kodepos_dev:32.15.25.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4966;open_data_jabar:22864;kodepos_dev:4966,2026-08-11,all_three_different,DIST-E3E4E12D73E6,9,TRIP-849C5EB973DB,9,high
32.01.36.2008,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.36,TANJUNGSARI,SIRNASARI,,,,,16852,16266,16841,16266;16841;16852,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.36.2008;open_data_jabar:32.01.36.2008;kodepos_dev:32.01.36.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:403;open_data_jabar:17795;kodepos_dev:403,2026-08-11,all_three_different,DIST-0F2B51876381,8,TRIP-1D9411B9421B,2,high
32.01.36.2010,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.36,TANJUNGSARI,SIRNARASA,,,,,16852,16266,16841,16266;16841;16852,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.36.2010;open_data_jabar:32.01.36.2010;kodepos_dev:32.01.36.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:405;open_data_jabar:17797;kodepos_dev:405,2026-08-11,all_three_different,DIST-0F2B51876381,8,TRIP-1D9411B9421B,2,high
32.01.36.2004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.36,TANJUNGSARI,ANTAJAYA,,,,,16854,16840,16841,16840;16841;16854,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.36.2004;open_data_jabar:32.01.36.2004;kodepos_dev:32.01.36.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:399;open_data_jabar:17790;kodepos_dev:399,2026-08-11,all_three_different,DIST-0F2B51876381,8,TRIP-0D9C18225590,1,high
32.01.36.2002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.36,TANJUNGSARI,SELAWANGI,,,,,16858,16840,16841,16840;16841;16858,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.36.2002;open_data_jabar:32.01.36.2002;kodepos_dev:32.01.36.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:397;open_data_jabar:17788;kodepos_dev:397,2026-08-11,all_three_different,DIST-0F2B51876381,8,TRIP-5DA6B9C10A7F,1,high
32.01.36.2006,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.36,TANJUNGSARI,CIBADAK,,,,,16857,16840,16841,16840;16841;16857,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.36.2006;open_data_jabar:32.01.36.2006;kodepos_dev:32.01.36.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:401;open_data_jabar:17792;kodepos_dev:401,2026-08-11,all_three_different,DIST-0F2B51876381,8,TRIP-67C0086FB929,1,high
32.01.36.2005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.36,TANJUNGSARI,PASIR TANJUNG,,,,,16855,16840,16841,16840;16841;16855,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.36.2005;open_data_jabar:32.01.36.2005;kodepos_dev:32.01.36.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:400;open_data_jabar:17791;kodepos_dev:400,2026-08-11,all_three_different,DIST-0F2B51876381,8,TRIP-716083294C4F,1,high
32.01.36.2007,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.36,TANJUNGSARI,SUKARASA,,,,,16859,16840,16841,16840;16841;16859,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.36.2007;open_data_jabar:32.01.36.2007;kodepos_dev:32.01.36.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:402;open_data_jabar:17794;kodepos_dev:402,2026-08-11,all_three_different,DIST-0F2B51876381,8,TRIP-AE07D8CB4FDC,1,high
32.01.36.2009,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.36,TANJUNGSARI,BUANAJAYA,,,,,16853,16840,16841,16840;16841;16853,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.36.2009;open_data_jabar:32.01.36.2009;kodepos_dev:32.01.36.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:404;open_data_jabar:17796;kodepos_dev:404,2026-08-11,all_three_different,DIST-0F2B51876381,8,TRIP-F368CC37DF6A,1,high
32.06.39.2001,32,JAWA BARAT,32.06,KAB. TASIKMALAYA,32.06.39,SUKARESIK,CIPONDOK,,,,,46459,46418,46419,46418;46419;46459,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.06.39.2001;open_data_jabar:32.06.39.2001;kodepos_dev:32.06.39.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2248;open_data_jabar:19843;kodepos_dev:2248,2026-08-11,all_three_different,DIST-3E8E7D7547F3,8,TRIP-DBDA30B3128D,8,high
32.06.39.2002,32,JAWA BARAT,32.06,KAB. TASIKMALAYA,32.06.39,SUKARESIK,SUKAMENAK,,,,,46459,46418,46419,46418;46419;46459,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.06.39.2002;open_data_jabar:32.06.39.2002;kodepos_dev:32.06.39.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2249;open_data_jabar:19844;kodepos_dev:2249,2026-08-11,all_three_different,DIST-3E8E7D7547F3,8,TRIP-DBDA30B3128D,8,high
32.06.39.2003,32,JAWA BARAT,32.06,KAB. TASIKMALAYA,32.06.39,SUKARESIK,SUKARATU,,,,,46459,46418,46419,46418;46419;46459,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.06.39.2003;open_data_jabar:32.06.39.2003;kodepos_dev:32.06.39.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2250;open_data_jabar:19845;kodepos_dev:2250,2026-08-11,all_three_different,DIST-3E8E7D7547F3,8,TRIP-DBDA30B3128D,8,high
32.06.39.2004,32,JAWA BARAT,32.06,KAB. TASIKMALAYA,32.06.39,SUKARESIK,BANJARSARI,,,,,46459,46418,46419,46418;46419;46459,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.06.39.2004;open_data_jabar:32.06.39.2004;kodepos_dev:32.06.39.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2251;open_data_jabar:19846;kodepos_dev:2251,2026-08-11,all_three_different,DIST-3E8E7D7547F3,8,TRIP-DBDA30B3128D,8,high
32.06.39.2005,32,JAWA BARAT,32.06,KAB. TASIKMALAYA,32.06.39,SUKARESIK,TANJUNGSARI,,,,,46459,46418,46419,46418;46419;46459,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.06.39.2005;open_data_jabar:32.06.39.2005;kodepos_dev:32.06.39.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2252;open_data_jabar:19848;kodepos_dev:2252,2026-08-11,all_three_different,DIST-3E8E7D7547F3,8,TRIP-DBDA30B3128D,8,high
32.06.39.2006,32,JAWA BARAT,32.06,KAB. TASIKMALAYA,32.06.39,SUKARESIK,SUKAPANCAR,,,,,46459,46418,46419,46418;46419;46459,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.06.39.2006;open_data_jabar:32.06.39.2006;kodepos_dev:32.06.39.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2253;open_data_jabar:19849;kodepos_dev:2253,2026-08-11,all_three_different,DIST-3E8E7D7547F3,8,TRIP-DBDA30B3128D,8,high
32.06.39.2007,32,JAWA BARAT,32.06,KAB. TASIKMALAYA,32.06.39,SUKARESIK,SUKARESIK,,,,,46459,46418,46419,46418;46419;46459,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.06.39.2007;open_data_jabar:32.06.39.2007;kodepos_dev:32.06.39.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2254;open_data_jabar:19850;kodepos_dev:2254,2026-08-11,all_three_different,DIST-3E8E7D7547F3,8,TRIP-DBDA30B3128D,8,high
32.06.39.2008,32,JAWA BARAT,32.06,KAB. TASIKMALAYA,32.06.39,SUKARESIK,MARGAMULYA,,,,,46459,46418,46419,46418;46419;46459,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.06.39.2008;open_data_jabar:32.06.39.2008;kodepos_dev:32.06.39.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2255;open_data_jabar:19851;kodepos_dev:2255,2026-08-11,all_three_different,DIST-3E8E7D7547F3,8,TRIP-DBDA30B3128D,8,high
32.12.19.2001,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.19,ARAHAN,ARAHAN KIDUL,,,,,45259,45365,45267,45259;45267;45365,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.12.19.2001;open_data_jabar:32.12.19.2001;kodepos_dev:32.12.19.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4139;open_data_jabar:21944;kodepos_dev:4139,2026-08-11,all_three_different,DIST-C878B7F58E7E,8,TRIP-34635F6F6FA5,8,high
32.12.19.2002,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.19,ARAHAN,ARAHAN LOR,,,,,45259,45365,45267,45259;45267;45365,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.12.19.2002;open_data_jabar:32.12.19.2002;kodepos_dev:32.12.19.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4140;open_data_jabar:21945;kodepos_dev:4140,2026-08-11,all_three_different,DIST-C878B7F58E7E,8,TRIP-34635F6F6FA5,8,high
32.12.19.2003,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.19,ARAHAN,LINGGAJATI,,,,,45259,45365,45267,45259;45267;45365,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.12.19.2003;open_data_jabar:32.12.19.2003;kodepos_dev:32.12.19.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4141;open_data_jabar:21946;kodepos_dev:4141,2026-08-11,all_three_different,DIST-C878B7F58E7E,8,TRIP-34635F6F6FA5,8,high
32.12.19.2004,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.19,ARAHAN,CIDEMPET,,,,,45259,45365,45267,45259;45267;45365,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.12.19.2004;open_data_jabar:32.12.19.2004;kodepos_dev:32.12.19.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4142;open_data_jabar:21948;kodepos_dev:4142,2026-08-11,all_three_different,DIST-C878B7F58E7E,8,TRIP-34635F6F6FA5,8,high
32.12.19.2005,32,JAWA BARAT,32.12,KAB. INDRAMAYU,32.12.19,ARAHAN,SUKADADI,,,,,45259,45365,45267,45259;45267;45365,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.12.19.2005;open_data_jabar:32.12.19.2005;kodepos_dev:32.12.19.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:4143;open_data_jabar:21949;kodepos_dev:4143,2026-08-11,all_three_different,DIST-C878B7F58E7E,8,TRIP-34635F6F6FA5,8,high
