village_code,province_code,province_name,city_code,city_name,district_code,district_name,village_name,postal_code,postal_code_candidate,candidate_status,candidate_sources,postal_code_diskominfo,postal_code_open_data_jabar,postal_code_kodepos_dev,postal_candidates,verification_status,confidence,review_required,selected_reason,administrative_resolution_applied,former_village_code,source_village_codes,source_ids,source_rows,snapshot,unresolved_pattern,district_cluster_id,district_cluster_size,triplet_cluster_id,triplet_cluster_size,review_priority
32.17.11.2001,32,JAWA BARAT,32.17,KAB. BANDUNG BARAT,32.17.11,CILILIN,CILILIN,,,,,40762,40562,40567,40562;40567;40762,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.17.11.2001;open_data_jabar:32.17.11.2001;kodepos_dev:32.17.11.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5305;open_data_jabar:23241;kodepos_dev:5305,2026-08-11,all_three_different,DIST-BF2A178CAD8D,11,TRIP-7F462FC25FB9,11,high
32.17.11.2002,32,JAWA BARAT,32.17,KAB. BANDUNG BARAT,32.17.11,CILILIN,BUDIHARJA,,,,,40762,40562,40567,40562;40567;40762,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.17.11.2002;open_data_jabar:32.17.11.2002;kodepos_dev:32.17.11.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5306;open_data_jabar:23242;kodepos_dev:5306,2026-08-11,all_three_different,DIST-BF2A178CAD8D,11,TRIP-7F462FC25FB9,11,high
32.17.11.2003,32,JAWA BARAT,32.17,KAB. BANDUNG BARAT,32.17.11,CILILIN,BATULAYANG,,,,,40762,40562,40567,40562;40567;40762,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.17.11.2003;open_data_jabar:32.17.11.2003;kodepos_dev:32.17.11.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5307;open_data_jabar:23243;kodepos_dev:5307,2026-08-11,all_three_different,DIST-BF2A178CAD8D,11,TRIP-7F462FC25FB9,11,high
32.17.11.2004,32,JAWA BARAT,32.17,KAB. BANDUNG BARAT,32.17.11,CILILIN,BONGAS,,,,,40762,40562,40567,40562;40567;40762,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.17.11.2004;open_data_jabar:32.17.11.2004;kodepos_dev:32.17.11.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5308;open_data_jabar:23244;kodepos_dev:5308,2026-08-11,all_three_different,DIST-BF2A178CAD8D,11,TRIP-7F462FC25FB9,11,high
32.17.11.2005,32,JAWA BARAT,32.17,KAB. BANDUNG BARAT,32.17.11,CILILIN,KARANGANYAR,,,,,40762,40562,40567,40562;40567;40762,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.17.11.2005;open_data_jabar:32.17.11.2005;kodepos_dev:32.17.11.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5309;open_data_jabar:23245;kodepos_dev:5309,2026-08-11,all_three_different,DIST-BF2A178CAD8D,11,TRIP-7F462FC25FB9,11,high
32.17.11.2006,32,JAWA BARAT,32.17,KAB. BANDUNG BARAT,32.17.11,CILILIN,KARANGTANJUNG,,,,,40762,40562,40567,40562;40567;40762,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.17.11.2006;open_data_jabar:32.17.11.2006;kodepos_dev:32.17.11.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5310;open_data_jabar:23246;kodepos_dev:5310,2026-08-11,all_three_different,DIST-BF2A178CAD8D,11,TRIP-7F462FC25FB9,11,high
32.17.11.2007,32,JAWA BARAT,32.17,KAB. BANDUNG BARAT,32.17.11,CILILIN,KARYAMUKTI,,,,,40762,40562,40567,40562;40567;40762,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.17.11.2007;open_data_jabar:32.17.11.2007;kodepos_dev:32.17.11.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5311;open_data_jabar:23247;kodepos_dev:5311,2026-08-11,all_three_different,DIST-BF2A178CAD8D,11,TRIP-7F462FC25FB9,11,high
32.17.11.2008,32,JAWA BARAT,32.17,KAB. BANDUNG BARAT,32.17.11,CILILIN,KIDANGPANANJUNG,,,,,40762,40562,40567,40562;40567;40762,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.17.11.2008;open_data_jabar:32.17.11.2008;kodepos_dev:32.17.11.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5312;open_data_jabar:23249;kodepos_dev:5312,2026-08-11,all_three_different,DIST-BF2A178CAD8D,11,TRIP-7F462FC25FB9,11,high
32.17.11.2009,32,JAWA BARAT,32.17,KAB. BANDUNG BARAT,32.17.11,CILILIN,MUKAPAYUNG,,,,,40762,40562,40567,40562;40567;40762,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.17.11.2009;open_data_jabar:32.17.11.2009;kodepos_dev:32.17.11.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5313;open_data_jabar:23250;kodepos_dev:5313,2026-08-11,all_three_different,DIST-BF2A178CAD8D,11,TRIP-7F462FC25FB9,11,high
32.17.11.2010,32,JAWA BARAT,32.17,KAB. BANDUNG BARAT,32.17.11,CILILIN,NANGGERANG,,,,,40762,40562,40567,40562;40567;40762,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.17.11.2010;open_data_jabar:32.17.11.2010;kodepos_dev:32.17.11.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5314;open_data_jabar:23251;kodepos_dev:5314,2026-08-11,all_three_different,DIST-BF2A178CAD8D,11,TRIP-7F462FC25FB9,11,high
32.17.11.2011,32,JAWA BARAT,32.17,KAB. BANDUNG BARAT,32.17.11,CILILIN,RANCAPANGGUNG,,,,,40762,40562,40567,40562;40567;40762,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.17.11.2011;open_data_jabar:32.17.11.2011;kodepos_dev:32.17.11.2011,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5315;open_data_jabar:23252;kodepos_dev:5315,2026-08-11,all_three_different,DIST-BF2A178CAD8D,11,TRIP-7F462FC25FB9,11,high
32.01.09.2001,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.09,SUKAMAKMUR,WARGAJAYA,,,,,16883,16830,16831,16830;16831;16883,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.09.2001;open_data_jabar:32.01.09.2001;kodepos_dev:32.01.09.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:97;open_data_jabar:17454;kodepos_dev:97,2026-08-11,all_three_different,DIST-CDECEF2B458C,10,TRIP-3CBA8366D19B,2,high
32.01.09.2009,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.09,SUKAMAKMUR,SIRNAJAYA,,,,,16883,16830,16831,16830;16831;16883,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.09.2009;open_data_jabar:32.01.09.2009;kodepos_dev:32.01.09.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:105;open_data_jabar:17463;kodepos_dev:105,2026-08-11,all_three_different,DIST-CDECEF2B458C,10,TRIP-3CBA8366D19B,2,high
32.01.09.2006,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.09,SUKAMAKMUR,SUKARESMI,,,,,16887,16830,16831,16830;16831;16887,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.09.2006;open_data_jabar:32.01.09.2006;kodepos_dev:32.01.09.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:102;open_data_jabar:17460;kodepos_dev:102,2026-08-11,all_three_different,DIST-CDECEF2B458C,10,TRIP-0FE8DED266CB,1,high
32.01.09.2010,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.09,SUKAMAKMUR,SUKAMAKMUR,,,,,16881,16830,16831,16830;16831;16881,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.09.2010;open_data_jabar:32.01.09.2010;kodepos_dev:32.01.09.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:106;open_data_jabar:17464;kodepos_dev:106,2026-08-11,all_three_different,DIST-CDECEF2B458C,10,TRIP-22840E8E3AF6,1,high
32.01.09.2005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.09,SUKAMAKMUR,CIBADAK,,,,,16882,16830,16831,16830;16831;16882,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.09.2005;open_data_jabar:32.01.09.2005;kodepos_dev:32.01.09.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:101;open_data_jabar:17458;kodepos_dev:101,2026-08-11,all_three_different,DIST-CDECEF2B458C,10,TRIP-69DDD7A9F05D,1,high
32.01.09.2004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.09,SUKAMAKMUR,SUKAWANGI,,,,,16884,16830,16831,16830;16831;16884,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.09.2004;open_data_jabar:32.01.09.2004;kodepos_dev:32.01.09.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:100;open_data_jabar:17457;kodepos_dev:100,2026-08-11,all_three_different,DIST-CDECEF2B458C,10,TRIP-97ECC8306E43,1,high
32.01.09.2003,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.09,SUKAMAKMUR,SUKADAMAI,,,,,16886,16830,16831,16830;16831;16886,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.09.2003;open_data_jabar:32.01.09.2003;kodepos_dev:32.01.09.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:99;open_data_jabar:17456;kodepos_dev:99,2026-08-11,all_three_different,DIST-CDECEF2B458C,10,TRIP-AB9C747E005F,1,high
32.01.09.2008,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.09,SUKAMAKMUR,SUKAHARJA,,,,,16885,16830,16831,16830;16831;16885,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.09.2008;open_data_jabar:32.01.09.2008;kodepos_dev:32.01.09.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:104;open_data_jabar:17462;kodepos_dev:104,2026-08-11,all_three_different,DIST-CDECEF2B458C,10,TRIP-ABC22EBBC3D6,1,high
32.01.09.2002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.09,SUKAMAKMUR,PABUARAN,,,,,16888,16830,16831,16830;16831;16888,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.09.2002;open_data_jabar:32.01.09.2002;kodepos_dev:32.01.09.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:98;open_data_jabar:17455;kodepos_dev:98,2026-08-11,all_three_different,DIST-CDECEF2B458C,10,TRIP-DC93B4AC757E,1,high
32.01.09.2007,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.09,SUKAMAKMUR,SUKAMULYA,,,,,16889,16830,16831,16830;16831;16889,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.09.2007;open_data_jabar:32.01.09.2007;kodepos_dev:32.01.09.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:103;open_data_jabar:17461;kodepos_dev:103,2026-08-11,all_three_different,DIST-CDECEF2B458C,10,TRIP-F2E942F7A4F5,1,high
32.03.26.2001,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.26,CIKADU,KALAPANUNGGAL,,,,,43276,43284,43286,43276;43284;43286,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.03.26.2001;open_data_jabar:32.03.26.2001;kodepos_dev:32.03.26.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1119;open_data_jabar:18589;kodepos_dev:1119,2026-08-11,all_three_different,DIST-74661E876607,10,TRIP-9A082A033509,10,high
32.03.26.2002,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.26,CIKADU,CIKADU,,,,,43276,43284,43286,43276;43284;43286,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.03.26.2002;open_data_jabar:32.03.26.2002;kodepos_dev:32.03.26.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1120;open_data_jabar:18590;kodepos_dev:1120,2026-08-11,all_three_different,DIST-74661E876607,10,TRIP-9A082A033509,10,high
32.03.26.2003,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.26,CIKADU,MEKARWANGI,,,,,43276,43284,43286,43276;43284;43286,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.03.26.2003;open_data_jabar:32.03.26.2003;kodepos_dev:32.03.26.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1121;open_data_jabar:18591;kodepos_dev:1121,2026-08-11,all_three_different,DIST-74661E876607,10,TRIP-9A082A033509,10,high
32.03.26.2004,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.26,CIKADU,PADALUYU,,,,,43276,43284,43286,43276;43284;43286,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.03.26.2004;open_data_jabar:32.03.26.2004;kodepos_dev:32.03.26.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1122;open_data_jabar:18593;kodepos_dev:1122,2026-08-11,all_three_different,DIST-74661E876607,10,TRIP-9A082A033509,10,high
32.03.26.2005,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.26,CIKADU,SUKAMULYA,,,,,43276,43284,43286,43276;43284;43286,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.03.26.2005;open_data_jabar:32.03.26.2005;kodepos_dev:32.03.26.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1123;open_data_jabar:18594;kodepos_dev:1123,2026-08-11,all_three_different,DIST-74661E876607,10,TRIP-9A082A033509,10,high
32.03.26.2006,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.26,CIKADU,CISARANTEN,,,,,43276,43284,43286,43276;43284;43286,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.03.26.2006;open_data_jabar:32.03.26.2006;kodepos_dev:32.03.26.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1124;open_data_jabar:18595;kodepos_dev:1124,2026-08-11,all_three_different,DIST-74661E876607,10,TRIP-9A082A033509,10,high
32.03.26.2007,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.26,CIKADU,MEKARLAKSANA,,,,,43276,43284,43286,43276;43284;43286,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.03.26.2007;open_data_jabar:32.03.26.2007;kodepos_dev:32.03.26.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1125;open_data_jabar:18596;kodepos_dev:1125,2026-08-11,all_three_different,DIST-74661E876607,10,TRIP-9A082A033509,10,high
32.03.26.2008,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.26,CIKADU,SUKALUYU,,,,,43276,43284,43286,43276;43284;43286,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.03.26.2008;open_data_jabar:32.03.26.2008;kodepos_dev:32.03.26.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1126;open_data_jabar:18597;kodepos_dev:1126,2026-08-11,all_three_different,DIST-74661E876607,10,TRIP-9A082A033509,10,high
32.03.26.2009,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.26,CIKADU,MEKARJAYA,,,,,43276,43284,43286,43276;43284;43286,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.03.26.2009;open_data_jabar:32.03.26.2009;kodepos_dev:32.03.26.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1127;open_data_jabar:18598;kodepos_dev:1127,2026-08-11,all_three_different,DIST-74661E876607,10,TRIP-9A082A033509,10,high
32.03.26.2010,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.26,CIKADU,SUKAMANAH,,,,,43276,43284,43286,43276;43284;43286,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.03.26.2010;open_data_jabar:32.03.26.2010;kodepos_dev:32.03.26.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1128;open_data_jabar:18599;kodepos_dev:1128,2026-08-11,all_three_different,DIST-74661E876607,10,TRIP-9A082A033509,10,high
32.06.19.2001,32,JAWA BARAT,32.06,KAB. TASIKMALAYA,32.06.19,JATIWARAS,KAPUTIHAN,,,,,46491,46185,46180,46180;46185;46491,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.06.19.2001;open_data_jabar:32.06.19.2001;kodepos_dev:32.06.19.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2075;open_data_jabar:19651;kodepos_dev:2075,2026-08-11,all_three_different,DIST-43B36823F8B0,10,TRIP-3570F4B33489,10,high
32.06.19.2002,32,JAWA BARAT,32.06,KAB. TASIKMALAYA,32.06.19,JATIWARAS,SETIAWANGI,,,,,46491,46185,46180,46180;46185;46491,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.06.19.2002;open_data_jabar:32.06.19.2002;kodepos_dev:32.06.19.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2076;open_data_jabar:19652;kodepos_dev:2076,2026-08-11,all_three_different,DIST-43B36823F8B0,10,TRIP-3570F4B33489,10,high
32.06.19.2003,32,JAWA BARAT,32.06,KAB. TASIKMALAYA,32.06.19,JATIWARAS,SUKAKERTA,,,,,46491,46185,46180,46180;46185;46491,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.06.19.2003;open_data_jabar:32.06.19.2003;kodepos_dev:32.06.19.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2077;open_data_jabar:19653;kodepos_dev:2077,2026-08-11,all_three_different,DIST-43B36823F8B0,10,TRIP-3570F4B33489,10,high
32.06.19.2004,32,JAWA BARAT,32.06,KAB. TASIKMALAYA,32.06.19,JATIWARAS,NEGLASARI,,,,,46491,46185,46180,46180;46185;46491,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.06.19.2004;open_data_jabar:32.06.19.2004;kodepos_dev:32.06.19.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2078;open_data_jabar:19654;kodepos_dev:2078,2026-08-11,all_three_different,DIST-43B36823F8B0,10,TRIP-3570F4B33489,10,high
32.06.19.2005,32,JAWA BARAT,32.06,KAB. TASIKMALAYA,32.06.19,JATIWARAS,JATIWARAS,,,,,46491,46185,46180,46180;46185;46491,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.06.19.2005;open_data_jabar:32.06.19.2005;kodepos_dev:32.06.19.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2079;open_data_jabar:19655;kodepos_dev:2079,2026-08-11,all_three_different,DIST-43B36823F8B0,10,TRIP-3570F4B33489,10,high
32.06.19.2006,32,JAWA BARAT,32.06,KAB. TASIKMALAYA,32.06.19,JATIWARAS,PAPAYAN,,,,,46491,46185,46180,46180;46185;46491,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.06.19.2006;open_data_jabar:32.06.19.2006;kodepos_dev:32.06.19.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2080;open_data_jabar:19656;kodepos_dev:2080,2026-08-11,all_three_different,DIST-43B36823F8B0,10,TRIP-3570F4B33489,10,high
32.06.19.2007,32,JAWA BARAT,32.06,KAB. TASIKMALAYA,32.06.19,JATIWARAS,CIWARAK,,,,,46491,46185,46180,46180;46185;46491,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.06.19.2007;open_data_jabar:32.06.19.2007;kodepos_dev:32.06.19.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2081;open_data_jabar:19657;kodepos_dev:2081,2026-08-11,all_three_different,DIST-43B36823F8B0,10,TRIP-3570F4B33489,10,high
32.06.19.2008,32,JAWA BARAT,32.06,KAB. TASIKMALAYA,32.06.19,JATIWARAS,KERSAGALIH,,,,,46491,46185,46180,46180;46185;46491,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.06.19.2008;open_data_jabar:32.06.19.2008;kodepos_dev:32.06.19.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2082;open_data_jabar:19659;kodepos_dev:2082,2026-08-11,all_three_different,DIST-43B36823F8B0,10,TRIP-3570F4B33489,10,high
32.06.19.2009,32,JAWA BARAT,32.06,KAB. TASIKMALAYA,32.06.19,JATIWARAS,MANDALAMEKAR,,,,,46491,46185,46180,46180;46185;46491,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.06.19.2009;open_data_jabar:32.06.19.2009;kodepos_dev:32.06.19.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2083;open_data_jabar:19660;kodepos_dev:2083,2026-08-11,all_three_different,DIST-43B36823F8B0,10,TRIP-3570F4B33489,10,high
32.06.19.2010,32,JAWA BARAT,32.06,KAB. TASIKMALAYA,32.06.19,JATIWARAS,KERTARAHAYU,,,,,46491,46185,46180,46180;46185;46491,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.06.19.2010;open_data_jabar:32.06.19.2010;kodepos_dev:32.06.19.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2084;open_data_jabar:19661;kodepos_dev:2084,2026-08-11,all_three_different,DIST-43B36823F8B0,10,TRIP-3570F4B33489,10,high
32.07.37.2001,32,JAWA BARAT,32.07,KAB. CIAMIS,32.07.37,BANJARANYAR,PASAWAHAN,,,,,46283,,46384,46283;46384,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.07.37.2001;open_data_jabar:32.07.37.2001;kodepos_dev:32.07.37.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2511;open_data_jabar:20136;kodepos_dev:2511,2026-08-11,open_data_jabar_missing_api_diskominfo_different,DIST-8A10DCEBAD2D,10,TRIP-A2DD5BB38B5B,10,highest
32.07.37.2002,32,JAWA BARAT,32.07,KAB. CIAMIS,32.07.37,BANJARANYAR,BANJARANYAR,,,,,46283,,46384,46283;46384,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.07.37.2002;open_data_jabar:32.07.37.2002;kodepos_dev:32.07.37.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2512;open_data_jabar:20138;kodepos_dev:2512,2026-08-11,open_data_jabar_missing_api_diskominfo_different,DIST-8A10DCEBAD2D,10,TRIP-A2DD5BB38B5B,10,highest
32.07.37.2003,32,JAWA BARAT,32.07,KAB. CIAMIS,32.07.37,BANJARANYAR,CIGAYAM,,,,,46283,,46384,46283;46384,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.07.37.2003;open_data_jabar:32.07.37.2003;kodepos_dev:32.07.37.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2513;open_data_jabar:20139;kodepos_dev:2513,2026-08-11,open_data_jabar_missing_api_diskominfo_different,DIST-8A10DCEBAD2D,10,TRIP-A2DD5BB38B5B,10,highest
32.07.37.2004,32,JAWA BARAT,32.07,KAB. CIAMIS,32.07.37,BANJARANYAR,LANGKAPSARI,,,,,46283,,46384,46283;46384,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.07.37.2004;open_data_jabar:32.07.37.2004;kodepos_dev:32.07.37.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2514;open_data_jabar:20140;kodepos_dev:2514,2026-08-11,open_data_jabar_missing_api_diskominfo_different,DIST-8A10DCEBAD2D,10,TRIP-A2DD5BB38B5B,10,highest
