record_id,province_code,province_name,province_aliases,city_code,city_name,city_aliases,district_code,district_name,district_aliases,village_code,village_name,village_aliases,former_village_code,bps_province_codes,bps_city_codes,bps_district_codes,bps_village_codes,postal_code,postal_code_candidate,postal_verification_status,postal_confidence,operational_status,review_required,postal_candidates,postal_code_diskominfo,postal_code_open_data_jabar,postal_code_kodepos_dev,postal_code_pos_indonesia_observed,pos_indonesia_match,pos_indonesia_checked_at,pos_indonesia_evidence_url,pos_indonesia_note,administrative_resolution_applied,source_ids,source_village_codes,source_rows,snapshot,use_policy
ID-3201011001,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.01,CIBINONG,,32.01.01.1001,PONDOK RAJEG,,,32,3201,3201210,3201210008,16913,16914,verified_adjudicated,high,usable_verified,no,16913;16914,16913,16914,16914,16913,diskominfo,2026-08-11,https://kodepos.posindonesia.co.id/CariKodepos,"Exact village, district, city, and province match on Pos Indonesia.",no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023;pos_indonesia_postcode_search,diskominfo:32.01.01.1001;open_data_jabar:32.01.01.1001;kodepos_dev:32.01.01.1001,diskominfo:2;open_data_jabar:17349;kodepos_dev:2,2026-08-11,Use for exact postal validation.
ID-3201011002,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.01,CIBINONG,,32.01.01.1002,KARADENAN,,,32,3201,3201210,3201210001,16913,,verified_consensus,high,usable_verified,no,16913,16913,16913,16913,,,,,,no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023,diskominfo:32.01.01.1002;open_data_jabar:32.01.01.1002;kodepos_dev:32.01.01.1002,diskominfo:3;open_data_jabar:17350;kodepos_dev:3,2026-08-11,Use for exact postal validation.
ID-3201011003,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.01,CIBINONG,,32.01.01.1003,HARAPANJAYA,HARAPAN JAYA,,32,3201,3201210,3201210009,16914,,verified_consensus,high,usable_verified,no,16914,16914,16914,16914,,,,,,no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023,diskominfo:32.01.01.1003;open_data_jabar:32.01.01.1003;kodepos_dev:32.01.01.1003,diskominfo:4;open_data_jabar:17351;kodepos_dev:4,2026-08-11,Use for exact postal validation.
ID-3201011004,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.01,CIBINONG,,32.01.01.1004,NANGGEWER,,,32,3201,3201210,3201210002,16912,,verified_consensus,high,usable_verified,no,16912,16912,16912,16912,,,,,,no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023,diskominfo:32.01.01.1004;open_data_jabar:32.01.01.1004;kodepos_dev:32.01.01.1004,diskominfo:5;open_data_jabar:17352;kodepos_dev:5,2026-08-11,Use for exact postal validation.
ID-3201011005,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.01,CIBINONG,,32.01.01.1005,NANGGEWER MEKAR,,,32,3201,3201210,3201210003,16912,,verified_consensus,high,usable_verified,no,16912,16912,16912,16912,,,,,,no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023,diskominfo:32.01.01.1005;open_data_jabar:32.01.01.1005;kodepos_dev:32.01.01.1005,diskominfo:6;open_data_jabar:17353;kodepos_dev:6,2026-08-11,Use for exact postal validation.
ID-3201011006,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.01,CIBINONG,,32.01.01.1006,CIBINONG,,,32,3201,3201210,3201210004,16911,,verified_consensus,high,usable_verified,no,16911,16911,16911,16911,,,,,,no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023,diskominfo:32.01.01.1006;open_data_jabar:32.01.01.1006;kodepos_dev:32.01.01.1006,diskominfo:7;open_data_jabar:17354;kodepos_dev:7,2026-08-11,Use for exact postal validation.
ID-3201011007,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.01,CIBINONG,,32.01.01.1007,PAKANSARI,,,32,3201,3201210,3201210005,16915,,verified_consensus,high,usable_verified,no,16915,16915,16915,16915,,,,,,no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023,diskominfo:32.01.01.1007;open_data_jabar:32.01.01.1007;kodepos_dev:32.01.01.1007,diskominfo:8;open_data_jabar:17355;kodepos_dev:8,2026-08-11,Use for exact postal validation.
ID-3201011008,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.01,CIBINONG,,32.01.01.1008,TENGAH,,,32,3201,3201210,3201210007,16914,,verified_consensus,high,usable_verified,no,16914,16914,16914,16914,,,,,,no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023,diskominfo:32.01.01.1008;open_data_jabar:32.01.01.1008;kodepos_dev:32.01.01.1008,diskominfo:9;open_data_jabar:17356;kodepos_dev:9,2026-08-11,Use for exact postal validation.
ID-3201011009,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.01,CIBINONG,,32.01.01.1009,SUKAHATI,,,32,3201,3201210,3201210006,16913,,verified_consensus,high,usable_verified,no,16913,16913,16913,16913,,,,,,no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023,diskominfo:32.01.01.1009;open_data_jabar:32.01.01.1009;kodepos_dev:32.01.01.1009,diskominfo:10;open_data_jabar:17357;kodepos_dev:10,2026-08-11,Use for exact postal validation.
ID-3201011010,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.01,CIBINONG,,32.01.01.1010,CIRIUNG,,,32,3201,3201210,3201210012,16919,16918,verified_adjudicated,high,usable_verified,no,16918;16919,16919,16918,16918,16919,diskominfo,2026-08-11,https://kodepos.posindonesia.co.id/CariKodepos,"Exact village, district, city, and province match on Pos Indonesia.",no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023;pos_indonesia_postcode_search,diskominfo:32.01.01.1010;open_data_jabar:32.01.01.1010;kodepos_dev:32.01.01.1010,diskominfo:11;open_data_jabar:17358;kodepos_dev:11,2026-08-11,Use for exact postal validation.
ID-3201011011,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.01,CIBINONG,,32.01.01.1011,CIRIMEKAR,,,32,3201,3201210,3201210011,16917,,verified_consensus,high,usable_verified,no,16917,16917,16917,16917,,,,,,no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023,diskominfo:32.01.01.1011;open_data_jabar:32.01.01.1011;kodepos_dev:32.01.01.1011,diskominfo:12;open_data_jabar:17360;kodepos_dev:12,2026-08-11,Use for exact postal validation.
ID-3201011012,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.01,CIBINONG,,32.01.01.1012,PABUARAN,,,32,3201,3201210,3201210010,16916,,verified_consensus,high,usable_verified,no,16916,16916,16916,16916,,,,,,no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023,diskominfo:32.01.01.1012;open_data_jabar:32.01.01.1012;kodepos_dev:32.01.01.1012,diskominfo:13;open_data_jabar:17361;kodepos_dev:13,2026-08-11,Use for exact postal validation.
ID-3201011013,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.01,CIBINONG,,32.01.01.1013,PABUARAN MEKAR,,,32,3201,3201210,3201210013,16916,16916,verified_adjudicated,high,usable_verified,no,16916,16916,,16916,16916,diskominfo;kodepos_dev,2026-08-11,https://kodepos.posindonesia.co.id/CariKodepos,"Exact village, district, city, and province match on Pos Indonesia.",no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023;pos_indonesia_postcode_search,diskominfo:32.01.01.1013;open_data_jabar:32.01.01.1013;kodepos_dev:32.01.01.1013,diskominfo:14;open_data_jabar:17362;kodepos_dev:14,2026-08-11,Use for exact postal validation.
ID-3201022001,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.02,GUNUNG PUTRI,,32.01.02.2001,WANAHERANG,,,32,3201,3201190,3201190006,16965,,verified_consensus,high,usable_verified,no,16965,16965,16965,16965,,,,,,no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023,diskominfo:32.01.02.2001;open_data_jabar:32.01.02.2001;kodepos_dev:32.01.02.2001,diskominfo:15;open_data_jabar:17363;kodepos_dev:15,2026-08-11,Use for exact postal validation.
ID-3201022002,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.02,GUNUNG PUTRI,,32.01.02.2002,BOJONG KULUR,,,32,3201,3201190,3201190010,16969,,verified_consensus,high,usable_verified,no,16969,16969,16969,16969,,,,,,no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023,diskominfo:32.01.02.2002;open_data_jabar:32.01.02.2002;kodepos_dev:32.01.02.2002,diskominfo:16;open_data_jabar:17364;kodepos_dev:16,2026-08-11,Use for exact postal validation.
ID-3201022003,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.02,GUNUNG PUTRI,,32.01.02.2003,CIANGSANA,,,32,3201,3201190,3201190009,16968,,verified_consensus,high,usable_verified,no,16968,16968,16968,16968,,,,,,no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023,diskominfo:32.01.02.2003;open_data_jabar:32.01.02.2003;kodepos_dev:32.01.02.2003,diskominfo:17;open_data_jabar:17365;kodepos_dev:17,2026-08-11,Use for exact postal validation.
ID-3201022004,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.02,GUNUNG PUTRI,,32.01.02.2004,GUNUNG PUTRI,,,32,3201,3201190,3201190002,16961,,verified_consensus,high,usable_verified,no,16961,16961,16961,16961,,,,,,no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023,diskominfo:32.01.02.2004;open_data_jabar:32.01.02.2004;kodepos_dev:32.01.02.2004,diskominfo:18;open_data_jabar:17366;kodepos_dev:18,2026-08-11,Use for exact postal validation.
ID-3201022005,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.02,GUNUNG PUTRI,,32.01.02.2005,BOJONG NANGKA,,,32,3201,3201190,3201190004,16963,,verified_consensus,high,usable_verified,no,16963,16963,16963,16963,,,,,,no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023,diskominfo:32.01.02.2005;open_data_jabar:32.01.02.2005;kodepos_dev:32.01.02.2005,diskominfo:19;open_data_jabar:17367;kodepos_dev:19,2026-08-11,Use for exact postal validation.
ID-3201022006,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.02,GUNUNG PUTRI,,32.01.02.2006,TLAJUNG UDIK,,,32,3201,3201190,3201190003,16962,,verified_consensus,high,usable_verified,no,16962,16962,16962,16962,,,,,,no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023,diskominfo:32.01.02.2006;open_data_jabar:32.01.02.2006;kodepos_dev:32.01.02.2006,diskominfo:20;open_data_jabar:17368;kodepos_dev:20,2026-08-11,Use for exact postal validation.
ID-3201022007,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.02,GUNUNG PUTRI,,32.01.02.2007,CICADAS,,,32,3201,3201190,3201190005,16964,,verified_consensus,high,usable_verified,no,16964,16964,16964,16964,,,,,,no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023,diskominfo:32.01.02.2007;open_data_jabar:32.01.02.2007;kodepos_dev:32.01.02.2007,diskominfo:21;open_data_jabar:17369;kodepos_dev:21,2026-08-11,Use for exact postal validation.
ID-3201022008,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.02,GUNUNG PUTRI,,32.01.02.2008,CIKEAS UDIK,,,32,3201,3201190,3201190007,16966,,verified_consensus,high,usable_verified,no,16966,16966,16966,16966,,,,,,no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023,diskominfo:32.01.02.2008;open_data_jabar:32.01.02.2008;kodepos_dev:32.01.02.2008,diskominfo:22;open_data_jabar:17371;kodepos_dev:22,2026-08-11,Use for exact postal validation.
ID-3201022009,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.02,GUNUNG PUTRI,,32.01.02.2009,NAGRAK,,,32,3201,3201190,3201190008,16967,,verified_consensus,high,usable_verified,no,16967,16967,16967,16967,,,,,,no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023,diskominfo:32.01.02.2009;open_data_jabar:32.01.02.2009;kodepos_dev:32.01.02.2009,diskominfo:23;open_data_jabar:17372;kodepos_dev:23,2026-08-11,Use for exact postal validation.
ID-3201022010,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.02,GUNUNG PUTRI,,32.01.02.2010,KARANGGAN,,,32,3201,3201190,3201190001,16961,16960,verified_adjudicated,high,usable_verified,no,16960;16961,16961,16960,16960,16961,diskominfo,2026-08-11,https://kodepos.posindonesia.co.id/CariKodepos,"Exact village, district, city, and province match on Pos Indonesia.",no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023;pos_indonesia_postcode_search,diskominfo:32.01.02.2010;open_data_jabar:32.01.02.2010;kodepos_dev:32.01.02.2010,diskominfo:24;open_data_jabar:17373;kodepos_dev:24,2026-08-11,Use for exact postal validation.
ID-3201031006,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.03,CITEUREUP,,32.01.03.1006,PUSPANEGARA,,,32,3201,3201200,3201200013,16811,16811,verified_adjudicated,high,usable_verified,no,16810;16811,16811,16810,16811,16811,diskominfo;kodepos_dev,2026-08-11,https://kodepos.posindonesia.co.id/CariKodepos,"Exact village, district, city, and province match on Pos Indonesia.",no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023;pos_indonesia_postcode_search,diskominfo:32.01.03.1006;open_data_jabar:32.01.03.1006;kodepos_dev:32.01.03.1006,diskominfo:30;open_data_jabar:17374;kodepos_dev:25,2026-08-11,Use for exact postal validation.
ID-3201031007,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.03,CITEUREUP,,32.01.03.1007,KARANG ASEM BARAT,,,32,3201,3201200,3201200008,16812,,verified_adjudicated,high,usable_verified,no,16810;16811;16812,16812,16810,16811,16812,diskominfo,2026-08-12,https://kodepos.posindonesia.co.id/CariKodepos,"Exact village, district, city, and province match on Pos Indonesia.",no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023;pos_indonesia_postcode_search,diskominfo:32.01.03.1007;open_data_jabar:32.01.03.1007;kodepos_dev:32.01.03.1007,diskominfo:31;open_data_jabar:17375;kodepos_dev:26,2026-08-11,Use for exact postal validation.
ID-3201032001,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.03,CITEUREUP,,32.01.03.2001,PUSPASARI,,,32,3201,3201200,3201200014,16811,16811,verified_adjudicated,high,usable_verified,no,16810;16811,16811,16810,16811,16811,diskominfo;kodepos_dev,2026-08-11,https://kodepos.posindonesia.co.id/CariKodepos,"Exact village, district, city, and province match on Pos Indonesia.",no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023;pos_indonesia_postcode_search,diskominfo:32.01.03.2001;open_data_jabar:32.01.03.2001;kodepos_dev:32.01.03.2001,diskominfo:25;open_data_jabar:17376;kodepos_dev:27,2026-08-11,Use for exact postal validation.
ID-3201032002,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.03,CITEUREUP,,32.01.03.2002,CITEUREUP,,,32,3201,3201200,3201200012,16811,16811,verified_adjudicated,high,usable_verified,no,16810;16811,16811,16810,16811,16811,diskominfo;kodepos_dev,2026-08-11,https://kodepos.posindonesia.co.id/CariKodepos,"Exact village, district, city, and province match on Pos Indonesia.",no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023;pos_indonesia_postcode_search,diskominfo:32.01.03.2002;open_data_jabar:32.01.03.2002;kodepos_dev:32.01.03.2002,diskominfo:26;open_data_jabar:17377;kodepos_dev:28,2026-08-11,Use for exact postal validation.
ID-3201032003,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.03,CITEUREUP,,32.01.03.2003,LEUWINUTUG,,,32,3201,3201200,3201200006,16813,,verified_adjudicated,high,usable_verified,no,16810;16811;16813,16813,16810,16811,16813,diskominfo,2026-08-12,https://kodepos.posindonesia.co.id/CariKodepos,"Exact village, district, city, and province match on Pos Indonesia.",no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023;pos_indonesia_postcode_search,diskominfo:32.01.03.2003;open_data_jabar:32.01.03.2003;kodepos_dev:32.01.03.2003,diskominfo:27;open_data_jabar:17378;kodepos_dev:29,2026-08-11,Use for exact postal validation.
ID-3201032004,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.03,CITEUREUP,,32.01.03.2004,TAJUR,,,32,3201,3201200,3201200003,16817,,verified_adjudicated,high,usable_verified,no,16810;16811;16817,16817,16810,16811,16817,diskominfo,2026-08-12,https://kodepos.posindonesia.co.id/CariKodepos,"Exact village, district, city, and province match on Pos Indonesia.",no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023;pos_indonesia_postcode_search,diskominfo:32.01.03.2004;open_data_jabar:32.01.03.2004;kodepos_dev:32.01.03.2004,diskominfo:28;open_data_jabar:17379;kodepos_dev:30,2026-08-11,Use for exact postal validation.
ID-3201032005,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.03,CITEUREUP,,32.01.03.2005,SANJA,,,32,3201,3201200,3201200007,16814,,verified_adjudicated,high,usable_verified,no,16810;16811;16814,16814,16810,16811,16814,diskominfo,2026-08-12,https://kodepos.posindonesia.co.id/CariKodepos,"Exact village, district, city, and province match on Pos Indonesia.",no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023;pos_indonesia_postcode_search,diskominfo:32.01.03.2005;open_data_jabar:32.01.03.2005;kodepos_dev:32.01.03.2005,diskominfo:29;open_data_jabar:17380;kodepos_dev:31,2026-08-11,Use for exact postal validation.
ID-3201032008,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.03,CITEUREUP,,32.01.03.2008,KARANG ASEM TIMUR,,,32,3201,3201200,3201200009,16812,,verified_adjudicated,high,usable_verified,no,16810;16811;16812,16812,16810,16811,16812,diskominfo,2026-08-12,https://kodepos.posindonesia.co.id/CariKodepos,"Exact village, district, city, and province match on Pos Indonesia.",no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023;pos_indonesia_postcode_search,diskominfo:32.01.03.2008;open_data_jabar:32.01.03.2008;kodepos_dev:32.01.03.2008,diskominfo:32;open_data_jabar:17382;kodepos_dev:32,2026-08-11,Use for exact postal validation.
ID-3201032009,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.03,CITEUREUP,,32.01.03.2009,TARIKOLOT,,,32,3201,3201200,3201200010,16819,,verified_adjudicated,high,usable_verified,no,16810;16811;16819,16819,16810,16811,16819,diskominfo,2026-08-12,https://kodepos.posindonesia.co.id/CariKodepos,"Exact village, district, city, and province match on Pos Indonesia.",no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023;pos_indonesia_postcode_search,diskominfo:32.01.03.2009;open_data_jabar:32.01.03.2009;kodepos_dev:32.01.03.2009,diskominfo:33;open_data_jabar:17383;kodepos_dev:33,2026-08-11,Use for exact postal validation.
ID-3201032010,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.03,CITEUREUP,,32.01.03.2010,GUNUNGSARI,GUNUNG SARI,,32,3201,3201200,3201200011,16819,,verified_adjudicated,high,usable_verified,no,16810;16811;16819,16819,16810,16811,16819,diskominfo,2026-08-12,https://kodepos.posindonesia.co.id/CariKodepos,"Exact village, district, city, and province match on Pos Indonesia.",no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023;pos_indonesia_postcode_search,diskominfo:32.01.03.2010;open_data_jabar:32.01.03.2010;kodepos_dev:32.01.03.2010,diskominfo:34;open_data_jabar:17384;kodepos_dev:34,2026-08-11,Use for exact postal validation.
ID-3201032011,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.03,CITEUREUP,,32.01.03.2011,TANGKIL,,,32,3201,3201200,3201200001,16815,,verified_adjudicated,high,usable_verified,no,16810;16811;16815,16815,16810,16811,16815,diskominfo,2026-08-12,https://kodepos.posindonesia.co.id/CariKodepos,"Exact village, district, city, and province match on Pos Indonesia.",no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023;pos_indonesia_postcode_search,diskominfo:32.01.03.2011;open_data_jabar:32.01.03.2011;kodepos_dev:32.01.03.2011,diskominfo:35;open_data_jabar:17385;kodepos_dev:35,2026-08-11,Use for exact postal validation.
ID-3201032012,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.03,CITEUREUP,,32.01.03.2012,SUKAHATI,,,32,3201,3201200,3201200005,16814,,verified_adjudicated,high,usable_verified,no,16810;16811;16814,16814,16810,16811,16814,diskominfo,2026-08-12,https://kodepos.posindonesia.co.id/CariKodepos,"Exact village, district, city, and province match on Pos Indonesia.",no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023;pos_indonesia_postcode_search,diskominfo:32.01.03.2012;open_data_jabar:32.01.03.2012;kodepos_dev:32.01.03.2012,diskominfo:36;open_data_jabar:17386;kodepos_dev:36,2026-08-11,Use for exact postal validation.
ID-3201032013,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.03,CITEUREUP,,32.01.03.2013,HAMBALANG,,,32,3201,3201200,3201200002,16816,,verified_adjudicated,high,usable_verified,no,16810;16811;16816,16816,16810,16811,16816,diskominfo,2026-08-12,https://kodepos.posindonesia.co.id/CariKodepos,"Exact village, district, city, and province match on Pos Indonesia.",no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023;pos_indonesia_postcode_search,diskominfo:32.01.03.2013;open_data_jabar:32.01.03.2013;kodepos_dev:32.01.03.2013,diskominfo:37;open_data_jabar:17387;kodepos_dev:37,2026-08-11,Use for exact postal validation.
ID-3201032014,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.03,CITEUREUP,,32.01.03.2014,PASIRMUKTI,PASIR MUKTI,,32,3201,3201200,3201200004,16818,,verified_adjudicated,high,usable_verified,no,16810;16811;16818,16818,16810,16811,16818,diskominfo,2026-08-12,https://kodepos.posindonesia.co.id/CariKodepos,"Exact village, district, city, and province match on Pos Indonesia.",no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023;pos_indonesia_postcode_search,diskominfo:32.01.03.2014;open_data_jabar:32.01.03.2014;kodepos_dev:32.01.03.2014,diskominfo:38;open_data_jabar:17388;kodepos_dev:38,2026-08-11,Use for exact postal validation.
ID-3201042001,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.04,SUKARAJA,,32.01.04.2001,GUNUNGGEULIS,GUNUNG GEULIS,,32,3201,3201130,3201130002,16713,,verified_adjudicated,high,usable_verified,no,16710;16711;16713,16713,16710,16711,16713,diskominfo,2026-08-12,https://kodepos.posindonesia.co.id/CariKodepos,"Exact village, district, city, and province match on Pos Indonesia.",no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023;pos_indonesia_postcode_search,diskominfo:32.01.04.2001;open_data_jabar:32.01.04.2001;kodepos_dev:32.01.04.2001,diskominfo:39;open_data_jabar:17389;kodepos_dev:39,2026-08-11,Use for exact postal validation.
ID-3201042002,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.04,SUKARAJA,,32.01.04.2002,CILEBUT TIMUR,,,32,3201,3201130,3201130012,16718,,verified_adjudicated,high,usable_verified,no,16710;16711;16718,16718,16710,16711,16718,diskominfo,2026-08-12,https://kodepos.posindonesia.co.id/CariKodepos,"Exact village, district, city, and province match on Pos Indonesia.",no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023;pos_indonesia_postcode_search,diskominfo:32.01.04.2002;open_data_jabar:32.01.04.2002;kodepos_dev:32.01.04.2002,diskominfo:40;open_data_jabar:17390;kodepos_dev:40,2026-08-11,Use for exact postal validation.
ID-3201042003,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.04,SUKARAJA,,32.01.04.2003,CILEBUT BARAT,,,32,3201,3201130,3201130013,16718,,verified_adjudicated,high,usable_verified,no,16710;16711;16718,16718,16710,16711,16718,diskominfo,2026-08-12,https://kodepos.posindonesia.co.id/CariKodepos,"Exact village, district, city, and province match on Pos Indonesia.",no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023;pos_indonesia_postcode_search,diskominfo:32.01.04.2003;open_data_jabar:32.01.04.2003;kodepos_dev:32.01.04.2003,diskominfo:41;open_data_jabar:17391;kodepos_dev:41,2026-08-11,Use for exact postal validation.
ID-3201042004,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.04,SUKARAJA,,32.01.04.2004,CIBANON,,,32,3201,3201130,3201130001,16712,,verified_adjudicated,high,usable_verified,no,16710;16711;16712,16712,16710,16711,16712,diskominfo,2026-08-12,https://kodepos.posindonesia.co.id/CariKodepos,"Exact village, district, city, and province match on Pos Indonesia.",no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023;pos_indonesia_postcode_search,diskominfo:32.01.04.2004;open_data_jabar:32.01.04.2004;kodepos_dev:32.01.04.2004,diskominfo:42;open_data_jabar:17393;kodepos_dev:42,2026-08-11,Use for exact postal validation.
ID-3201042005,32,JAWA BARAT,,32.01,KAB. BOGOR,KABUPATEN BOGOR,32.01.04,SUKARAJA,,32.01.04.2005,NAGRAK,,,32,3201,3201130,3201130003,16714,,verified_adjudicated,high,usable_verified,no,16710;16711;16714,16714,16710,16711,16714,diskominfo,2026-08-12,https://kodepos.posindonesia.co.id/CariKodepos,"Exact village, district, city, and province match on Pos Indonesia.",no,diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api;open_data_jabar_postal_2023;pos_indonesia_postcode_search,diskominfo:32.01.04.2005;open_data_jabar:32.01.04.2005;kodepos_dev:32.01.04.2005,diskominfo:43;open_data_jabar:17394;kodepos_dev:43,2026-08-11,Use for exact postal validation.
