exception_id,village_code,village_name,district_name,city_name,exception_type,verification_status,postal_code_candidate,postal_candidates,pos_indonesia_observed,review_required,reason
POSTAL-3202252006,32.02.25.2006,BANYUWANGI,CIBITUNG,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43172,43172;43372,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202262001,32.02.26.2001,CIRACAP,CIRACAP,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43176,43176;43376,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202262002,32.02.26.2002,CIKANGKUNG,CIRACAP,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43176,43176;43376,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202262003,32.02.26.2003,GUNUNGBATU,CIRACAP,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43176,43176;43376,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202262004,32.02.26.2004,PURWASEDAR,CIRACAP,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43176,43176;43376,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202262005,32.02.26.2005,PASIRPANJANG,CIRACAP,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43176,43176;43376,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202262006,32.02.26.2006,MEKARSARI,CIRACAP,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43176,43176;43396,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202262007,32.02.26.2007,UJUNG GENTENG,CIRACAP,KAB. SUKABUMI,unresolved_do_not_guess,review_required,,43176;43376,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3202262008,32.02.26.2008,PANGUMBAHAN,CIRACAP,KAB. SUKABUMI,unresolved_do_not_guess,review_required,,43176;43376,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3202272001,32.02.27.2001,CIKUJANG,GUNUNGGURUH,KAB. SUKABUMI,unresolved_do_not_guess,review_required,,43156;43346,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3202272002,32.02.27.2002,GUNUNGGURUH,GUNUNGGURUH,KAB. SUKABUMI,unresolved_do_not_guess,review_required,,43156;43346,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3202272003,32.02.27.2003,CIBENTANG,GUNUNGGURUH,KAB. SUKABUMI,unresolved_do_not_guess,review_required,,43156;43346,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3202272004,32.02.27.2004,SIRNARESMI,GUNUNGGURUH,KAB. SUKABUMI,unresolved_do_not_guess,review_required,,43156;43346,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3202272005,32.02.27.2005,KEBONMANGGU,GUNUNGGURUH,KAB. SUKABUMI,unresolved_do_not_guess,review_required,,43156;43346,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3202272006,32.02.27.2006,CIBOLANG,GUNUNGGURUH,KAB. SUKABUMI,unresolved_do_not_guess,review_required,,43156;43346,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3202272007,32.02.27.2007,MANGKALAYA,GUNUNGGURUH,KAB. SUKABUMI,unresolved_do_not_guess,review_required,,43156;43346,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3202282001,32.02.28.2001,CICANTAYAN,CICANTAYAN,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43155,43155;43345,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202282002,32.02.28.2002,LEMBURSAWAH,CICANTAYAN,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43155,43155;43345,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202282003,32.02.28.2003,CIJALINGAN,CICANTAYAN,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43155,43155;43345,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202282004,32.02.28.2004,CISANDE,CICANTAYAN,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43155,43155;43345,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202282005,32.02.28.2005,CIMAHI,CICANTAYAN,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43155,43155;43345,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202282006,32.02.28.2006,HEGARMANAH,CICANTAYAN,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43155,43155;43381,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202282007,32.02.28.2007,SIKADAMAI,CICANTAYAN,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43155,43155;43345,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202282008,32.02.28.2008,CIMANGGIS,CICANTAYAN,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43155,43155;43345,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202292001,32.02.29.2001,GUNUNGJAYA,CISAAT,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43152,43152;43342,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202292002,32.02.29.2002,SUKASARI,CISAAT,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43134,43134;43342,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202292003,32.02.29.2003,SUKAMANAH,CISAAT,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43152,43152;43342,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202292004,32.02.29.2004,CISAAT,CISAAT,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43152,43152;43342,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202292005,32.02.29.2005,NAGRAK,CISAAT,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43132,43132;43342,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202292006,32.02.29.2006,BABAKAN,CISAAT,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43152,43152;43342,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202292007,32.02.29.2007,SUKAMANTRI,CISAAT,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43152,43152;43342,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202292008,32.02.29.2008,CIBATU,CISAAT,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43152,43152;43342,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202292009,32.02.29.2009,SELAJAMBE,CISAAT,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43152,43152;43342,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202292010,32.02.29.2010,PADAASIH,CISAAT,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43152,43152;43342,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202292011,32.02.29.2011,CIBOLANG KALER,CISAAT,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43152,43152;43342,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202292012,32.02.29.2012,KUTASIRNA,CISAAT,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43152,43152;43342,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202292013,32.02.29.2013,SUKARESMI,CISAAT,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43152,43152;43342,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202302001,32.02.30.2001,KADUDAMPIT,KADUDAMPIT,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43153,43153;43343,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202302002,32.02.30.2002,CITAMIANG,KADUDAMPIT,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43153,43153;43343,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202302003,32.02.30.2003,MUARADUA,KADUDAMPIT,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43153,43153;43343,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202302004,32.02.30.2004,GEDEPANGRANGO,KADUDAMPIT,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43153,43153;43343,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202302005,32.02.30.2005,SUKAMANIS,KADUDAMPIT,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43153,43153;43343,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202302006,32.02.30.2006,UNDRUSBINANGUN,KADUDAMPIT,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43153,43153;43343,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202302007,32.02.30.2007,CIPETIR,KADUDAMPIT,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43153,43153;43343,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202302008,32.02.30.2008,SUKAMAJU,KADUDAMPIT,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43153,43153;43343,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202302009,32.02.30.2009,CIKAHURIPAN,KADUDAMPIT,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43153,43153;43366,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202312001,32.02.31.2001,CARINGIN WETAN,CARINGIN,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43154,43154;43397,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202312002,32.02.31.2002,SUKAMULYA,CARINGIN,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43154,43154;43347,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202312003,32.02.31.2003,CARINGIN KULON,CARINGIN,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43154,43154;43397,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202312004,32.02.31.2004,SEUSEUPAN,CARINGIN,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43154,43154;43397,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202312005,32.02.31.2005,CIJENGKOL,CARINGIN,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43154,43154;43397,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202312006,32.02.31.2006,MEKARJAYA,CARINGIN,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43154,43154;43378,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202312007,32.02.31.2007,TALAGA,CARINGIN,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43154,43154;43344,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202312008,32.02.31.2008,CIKEMBANG,CARINGIN,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43154,43154;43397,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202312009,32.02.31.2009,PASIR DATAR INDAH,CARINGIN,KAB. SUKABUMI,unresolved_do_not_guess,review_required,,43154;43344;43397,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3202322001,32.02.32.2001,PARUNGSEAH,SUKABUMI,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43151,43151;43341,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202322002,32.02.32.2002,SUNDAJAYAGIRANG,SUKABUMI,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43151,43151;43341,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202322003,32.02.32.2003,KARAWANG,SUKABUMI,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43151,43151;43341,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202322004,32.02.32.2004,WARNASARI,SUKABUMI,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43151,43151;43341,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202322005,32.02.32.2005,SUKAJAYA,SUKABUMI,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43151,43151;43341,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202322006,32.02.32.2006,PERBAWATI,SUKABUMI,KAB. SUKABUMI,unresolved_do_not_guess,review_required,,43151;43341,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3202332001,32.02.33.2001,PASIRHALANG,SUKARAJA,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43192,43192;43392,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202332004,32.02.33.2004,SUKARAJA,SUKARAJA,KAB. SUKABUMI,unresolved_do_not_guess,review_required,,38877;43192;43392,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3202332005,32.02.33.2005,LIMBANGAN,SUKARAJA,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43192,43192;43392,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202332006,32.02.33.2006,CISARUA,SUKARAJA,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43192,43192;43392,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202332007,32.02.33.2007,SUKAMEKAR,SUKARAJA,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43192,43192;43392,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202332008,32.02.33.2008,SELAWANGI,SUKARAJA,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43192,43192;43392,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202332009,32.02.33.2009,MARGALUYU,SUKARAJA,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43192,43192;43392,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202342001,32.02.34.2001,KEBONPEDES,KEBONPEDES,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43194,43194;43394,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202342002,32.02.34.2002,CIKARET,KEBONPEDES,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43194,43194;43394,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202342003,32.02.34.2003,BOJONGSAWAH,KEBONPEDES,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43194,43194;43394,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202342004,32.02.34.2004,SASAGARAN,KEBONPEDES,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43194,43194;43394,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202342005,32.02.34.2005,JAMBENENGGANG,KEBONPEDES,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43194,43194;43394,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202352001,32.02.35.2001,CIREUNGHAS,CIREUNGHAS,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43193,43193;43393,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202352002,32.02.35.2002,CIPURUT,CIREUNGHAS,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43193,43193;43393,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202352003,32.02.35.2003,BENCOY,CIREUNGHAS,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43193,43193;43393,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202352004,32.02.35.2004,CIKURUTUG,CIREUNGHAS,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43193,43193;43393,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202352005,32.02.35.2005,TEGALPANJANG,CIREUNGHAS,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43193,43193;43393,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202362001,32.02.36.2001,SUKALARANG,SUKALARANG,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43191,43191;43391,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202362002,32.02.36.2002,SUKAMAJU,SUKALARANG,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43191,43191;43391,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202362003,32.02.36.2003,CIMANGKOK,SUKALARANG,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43191,43191;43391,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202362004,32.02.36.2004,TITISAN,SUKALARANG,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43191,43191;43391,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202362005,32.02.36.2005,SEMPLAK,SUKALARANG,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43191,43191;43391,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202362006,32.02.36.2006,PRIANGANJAYA,SUKALARANG,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43191,43191;43391,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202372001,32.02.37.2001,PABUARAN,PABUARAN,KAB. SUKABUMI,unresolved_do_not_guess,review_required,,42163;43173;43373,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3202372002,32.02.37.2002,CIWALAT,PABUARAN,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43173,43173;43373,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202372003,32.02.37.2003,SIRNASARI,PABUARAN,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43173,43173;43373,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202372004,32.02.37.2004,BANTARSARI,PABUARAN,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43173,43173;43373,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202372005,32.02.37.2005,SUKAJAYA,PABUARAN,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43173,43173;43341,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202372006,32.02.37.2006,CIBADAK,PABUARAN,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43173,43173;43373,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202372007,32.02.37.2007,LEMBUR SAWAH,PABUARAN,KAB. SUKABUMI,unresolved_do_not_guess,review_required,,43173;43345;43373,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3202382001,32.02.38.2001,PURABAYA,PURABAYA,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43187,43187;43387,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202382002,32.02.38.2002,NEGLASARI,PURABAYA,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43187,43187;43387,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202382003,32.02.38.2003,PAGELARAN,PURABAYA,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43187,43187;43387,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202382004,32.02.38.2004,CIMERANG,PURABAYA,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43187,43187;43387,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202382005,32.02.38.2005,CITAMIANG,PURABAYA,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43187,43144;43187,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202382006,32.02.38.2006,MARGALUYU,PURABAYA,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43187,43187;43392,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202382007,32.02.38.2007,CICUKANG,PURABAYA,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43187,43187;43371,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202392001,32.02.39.2001,NYALINDUNG,NYALINDUNG,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43196,43196;43396,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202392002,32.02.39.2002,NEGLASARI,NYALINDUNG,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43196,43196;43396,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202392003,32.02.39.2003,SUKAMAJU,NYALINDUNG,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43196,43196;43396,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202392004,32.02.39.2004,BOJONGKALONG,NYALINDUNG,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43196,43196;43396,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202392005,32.02.39.2005,CIJANGKAR,NYALINDUNG,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43196,43196;43396,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202392006,32.02.39.2006,MEKARSARI,NYALINDUNG,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43196,43196;43396,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202392007,32.02.39.2007,WANGUNREJA,NYALINDUNG,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43196,43196;43396,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202392008,32.02.39.2008,CISITU,NYALINDUNG,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43196,43196;43396,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202392009,32.02.39.2009,BOJONGSARI,NYALINDUNG,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43196,43196;43378,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202392010,32.02.39.2010,KERTAANGSANA,NYALINDUNG,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43196,43196;43396,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202402001,32.02.40.2001,GEGERBITUNG,GEGERBITUNG,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43197,43197;43397,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202402002,32.02.40.2002,CIJUREY,GEGERBITUNG,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43197,43197;43397,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202402003,32.02.40.2003,CIENGANG,GEGERBITUNG,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43197,43197;43397,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202402004,32.02.40.2004,KARANGJAYA,GEGERBITUNG,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43197,43197;43397,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202402005,32.02.40.2005,CARINGIN,GEGERBITUNG,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43154,43154;43397,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202402006,32.02.40.2006,SUKAMANAH,GEGERBITUNG,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43197,43197;43397,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202402007,32.02.40.2007,BUNIWANGI,GEGERBITUNG,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43197,43197;43397,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202412001,32.02.41.2001,SAGARANTEN,SAGARANTEN,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43181,43181;43381,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202412002,32.02.41.2002,CURUGLUHUR,SAGARANTEN,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43181,43181;43381,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202412003,32.02.41.2003,CIBAREGBEG,SAGARANTEN,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43181,43181;43381,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202412004,32.02.41.2004,PASANGGRAHAN,SAGARANTEN,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43181,43181;43381,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202412005,32.02.41.2005,DATARNANGKA,SAGARANTEN,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43181,43181;43381,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202412006,32.02.41.2006,PUNCAKMANGGIS,SAGARANTEN,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43181,43181;43381,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202412007,32.02.41.2007,HEGARMANAH,SAGARANTEN,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43181,43181;43381,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202412008,32.02.41.2008,GUNUNGBENTANG,SAGARANTEN,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43181,43181;43381,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202412009,32.02.41.2009,SINARBENTANG,SAGARANTEN,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43181,43181;43381,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3202412010,32.02.41.2010,CIBITUNG,SAGARANTEN,KAB. SUKABUMI,candidate_review_only,corroborated_candidate,43181,43181;43381,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
