id,kode_bps_provinsi,nama_bps_provinsi,kode_kemendagri_provinsi,nama_kemendagri_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,bps_kode_desa_kelurahan,bps_nama_desa_kelurahan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,kode_pos,tahun
1,11,ACEH,11,ACEH,1103,KABUPATEN ACEH SELATAN,1103020,BAKONGAN,01-11-01,BAKONGAN,1103020002,KEUDE BAKONGAN,11.01.01.2001,KEUDE BAKONGAN,23773,2023
10,11,ACEH,11,ACEH,1103,KABUPATEN ACEH SELATAN,1103040,KLUET UTARA,01-11-02,KLUET UTARA,1103040014,PASI KUALA ASAHAN,11.01.02.2003,PASI KUALA ASAHAN,23771,2023
100,11,ACEH,11,ACEH,1103,KABUPATEN ACEH SELATAN,1103060,SAMA DUA,01-11-06,SAMADUA,1103060005,LUAR,11.01.06.2016,LUAR,23752,2023
1000,11,ACEH,11,ACEH,1105,KABUPATEN ACEH TIMUR,1105133,IDI TUNONG,03-11-14,IDI TUNONG,1105133004,PAYA AWE,11.03.14.2009,PAYA AWEE,24483,2023
10000,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214081,HILIMEGAI,14-12-11,HILIMEGAI,1214081007,HILITOESE,12.14.11.2007,HILITOESE,22864,2023
10001,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214081,HILIMEGAI,14-12-11,HILIMEGAI,1214081005,DAO-DAO SOWO,12.14.11.2008,DAO-DAO SOWO,22864,2023
10002,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214081,HILIMEGAI,14-12-11,HILIMEGAI,1214081008,HILIADULO,12.14.11.2009,HILIADULO,22864,2023
10003,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214081,HILIMEGAI,14-12-11,HILIMEGAI,1214081010,SOLEDUA I,12.14.11.2010,SOLEDUA I,22831,2023
10004,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214081,HILIMEGAI,14-12-11,HILIMEGAI,1214081011,SOLEDUA II,12.14.11.2011,SOLEDUA II,22831,2023
10005,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214032,TOMA,14-12-12,TOMA,1214032002,HILISATARO,12.14.12.2001,HILISATARO,22865,2023
10006,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214032,TOMA,14-12-12,TOMA,1214032003,HILINAMONIHA,12.14.12.2002,HILINAMONIHA,22865,2023
10007,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214032,TOMA,14-12-12,TOMA,1214032001,HILIAMAETALUO,12.14.12.2003,HILIAMAETALUO,22865,2023
10008,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214032,TOMA,14-12-12,TOMA,1214032004,BAWOGANOWO,12.14.12.2004,BAWOGANOWO,22865,2023
10009,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214032,TOMA,14-12-12,TOMA,1214032005,HILIALAWA,12.14.12.2005,HILI'ALAWA,22865,2023
1001,11,ACEH,11,ACEH,1105,KABUPATEN ACEH TIMUR,1105133,IDI TUNONG,03-11-14,IDI TUNONG,1105133005,PAYA GABOH,11.03.14.2010,PAYA GABOH,24454,2023
10010,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214032,TOMA,14-12-12,TOMA,1214032006,HILINDRASONIHA,12.14.12.2006,HILINDRASONIHA,22865,2023
10011,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214032,TOMA,14-12-12,TOMA,1214032010,HILIMAGARI,12.14.12.2007,HILIMAGARI,22865,2023
10012,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214032,TOMA,14-12-12,TOMA,1214032007,HILISATARO RAYA,12.14.12.2008,HILISATARO RAYA,22865,2023
10013,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214032,TOMA,14-12-12,TOMA,1214032008,HILISATARO GEWA,12.14.12.2009,HILISATARO GEWA,22865,2023
10014,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214032,TOMA,14-12-12,TOMA,1214032011,HILISOROMI,12.14.12.2010,HILISOROMI,22865,2023
10015,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214032,TOMA,14-12-12,TOMA,1214032009,HILIASI,12.14.12.2011,HILIASI,22865,2023
10016,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214032,TOMA,14-12-12,TOMA,1214032014,HILINDRASO RAYA,12.14.12.2012,HILINDRASO RAYA,22865,2023
10017,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214032,TOMA,14-12-12,TOMA,1214032012,HILISATARO NANDISA,12.14.12.2013,HILISATARO NANDISA,22865,2023
10018,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214032,TOMA,14-12-12,TOMA,1214032013,HILISATARO EHO SOFAYO,12.14.12.2014,HILISATARO EHO SOFAYO,22865,2023
10019,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214034,MAZINO,14-12-13,MAZINO,1214034001,HILIZALOOTANO,12.14.13.2001,HILIZALO'OTANO,0,2023
1002,11,ACEH,11,ACEH,1105,KABUPATEN ACEH TIMUR,1105133,IDI TUNONG,03-11-14,IDI TUNONG,1105133002,PADANG KASAH,11.03.14.2011,PADANG KASAH,24454,2023
10020,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214034,MAZINO,14-12-13,MAZINO,1214034003,HILINAWALO MAZINO,12.14.13.2002,HILINAWALO MAZINO,22836,2023
10021,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214034,MAZINO,14-12-13,MAZINO,1214034005,LAWINDRA,12.14.13.2003,LAWINDRA,22865,2023
10022,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214034,MAZINO,14-12-13,MAZINO,1214034002,BAWOLAHUSA,12.14.13.2004,BAWOLAHUSA,22865,2023
10023,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214034,MAZINO,14-12-13,MAZINO,1214034004,HILIZOROILAWA,12.14.13.2005,HILIZOROI LAWA,22865,2023
10024,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214034,MAZINO,14-12-13,MAZINO,1214034008,HILIZALOOTANO LAOWO,12.14.13.2006,HILIZALO'OTANO LAOWO,0,2023
10025,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214034,MAZINO,14-12-13,MAZINO,1214034007,HILIZALOOTANO LARONO,12.14.13.2007,HILIZALO'OTANO LARONO,0,2023
10026,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214034,MAZINO,14-12-13,MAZINO,1214034010,HILILAZA HILINAWALO MAZINO,12.14.13.2008,HILILAZA HILINAWALO MAZINO,22865,2023
10027,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214034,MAZINO,14-12-13,MAZINO,1214034011,HILIFONDREGE HILIZOROILAWA,12.14.13.2009,HILIFONDEGE HILIZOROILAWA,22836,2023
10028,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214034,MAZINO,14-12-13,MAZINO,1214034009,LOLOMBOLI,12.14.13.2010,LOLOMBOLI,22865,2023
10029,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214034,MAZINO,14-12-13,MAZINO,1214034006,BAWOLAHUSA DOLI-DOLI,12.14.13.2011,BAWOLAHUSA DOLI-DOLI,22865,2023
1003,11,ACEH,11,ACEH,1105,KABUPATEN ACEH TIMUR,1105133,IDI TUNONG,03-11-14,IDI TUNONG,1105133013,BUKET TEUKUH,11.03.14.2012,BUKET TEUKUH,24454,2023
10030,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214063,UMBUNASI,14-12-14,UMBUNASI,1214063001,LAWINDRA,12.14.14.2001,LAWINDRA,22873,2023
10031,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214063,UMBUNASI,14-12-14,UMBUNASI,1214063005,SIFAOROASI MOLA,12.14.14.2003,SIFAORO'ASI MOLA,22873,2023
10032,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214063,UMBUNASI,14-12-14,UMBUNASI,1214063003,HILIUSO,12.14.14.2004,HILIUSO,22873,2023
10033,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214063,UMBUNASI,14-12-14,UMBUNASI,1214063004,BALOHILI MOLA,12.14.14.2005,BALOHILI MOLA,22873,2023
10034,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214063,UMBUNASI,14-12-14,UMBUNASI,1214063007,AMBUKHA,12.14.14.2006,AMBUKHA,22873,2023
10035,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214063,UMBUNASI,14-12-14,UMBUNASI,1214063006,TOBUALO,12.14.14.2007,TOBUALO,22873,2023
10036,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214063,UMBUNASI,14-12-14,UMBUNASI,1214063009,HILIBADALU,12.14.14.2008,HILIBADALU,22873,2023
10037,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214063,UMBUNASI,14-12-14,UMBUNASI,1214063008,FOIKHUGAGA,12.14.14.2009,FOIKHUGAGA,22873,2023
10038,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214063,UMBUNASI,14-12-14,UMBUNASI,1214063010,ORLIN,12.14.14.2010,ORLIN,22873,2023
10039,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214063,UMBUNASI,14-12-14,UMBUNASI,1214063011,ORAHILI MOLA,12.14.14.2011,ORAHILI MOLA,22873,2023
1004,11,ACEH,11,ACEH,1105,KABUPATEN ACEH TIMUR,1105133,IDI TUNONG,03-11-14,IDI TUNONG,1105133019,BUKET PUUK,11.03.14.2013,BUKET PU'UK,24454,2023
10040,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214063,UMBUNASI,14-12-14,UMBUNASI,1214063012,UMBUNASI,12.14.14.2012,UMBUNASI,22873,2023
10041,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214041,ARAMO,14-12-15,ARAMO,1214041001,HILITOTAO,12.14.15.2001,HILITOTAO,22832,2023
10042,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214041,ARAMO,14-12-15,ARAMO,1214041002,HILIORODUA,12.14.15.2002,HILIORUDUA,22832,2023
10043,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214041,ARAMO,14-12-15,ARAMO,1214041004,SISOBAMBOWO,12.14.15.2003,SISOBAMBOWO,22866,2023
10044,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214041,ARAMO,14-12-15,ARAMO,1214041003,HILIAMAUZULA,12.14.15.2004,HILIAMAUZULA,22832,2023
10045,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214041,ARAMO,14-12-15,ARAMO,1214041006,ARAMO,12.14.15.2005,ARAMO,22866,2023
10046,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214041,ARAMO,14-12-15,ARAMO,1214041011,SIKHORILAFAU,12.14.15.2006,SIKHORILAFAU,22866,2023
10047,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214041,ARAMO,14-12-15,ARAMO,1214041005,HILIFADOLO,12.14.15.2007,HILIFADOLO,22866,2023
10048,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214041,ARAMO,14-12-15,ARAMO,1214041008,HUME,12.14.15.2008,HUME,22866,2023
10049,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214041,ARAMO,14-12-15,ARAMO,1214041010,DAO-DAO,12.14.15.2009,DAO-DAO,22866,2023
1005,11,ACEH,11,ACEH,1105,KABUPATEN ACEH TIMUR,1105133,IDI TUNONG,03-11-14,IDI TUNONG,1105133021,BLANG MINJEI,11.03.14.2014,BLANG MINJEI,24454,2023
10050,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214041,ARAMO,14-12-15,ARAMO,1214041007,HILIMAGIAO,12.14.15.2010,HILIMAGIAO,22866,2023
10051,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214041,ARAMO,14-12-15,ARAMO,1214041013,HILISAWATO,12.14.15.2011,HILISAWATO,22866,2023
10052,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214041,ARAMO,14-12-15,ARAMO,1214041015,BALOHAO,12.14.15.2012,BALOHAO,0,2023
10053,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214041,ARAMO,14-12-15,ARAMO,1214041014,HILIGAFOA,12.14.15.2013,HILIGAFOA,22866,2023
10054,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214041,ARAMO,14-12-15,ARAMO,1214041012,HILIMBOWO,12.14.15.2014,HILIMBOWO,22866,2023
10055,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214041,ARAMO,14-12-15,ARAMO,1214041009,HILIMEJAYA,12.14.15.2015,HILIMEZAYA,22832,2023
10056,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214041,ARAMO,14-12-15,ARAMO,1214041016,HILIADOLOWA,12.14.15.2016,HILIADOLOWA,22866,2023
10057,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214041,ARAMO,14-12-15,ARAMO,1214041017,HILIGUMBU,12.14.15.2017,HILIGUMBU,22866,2023
10058,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214041,ARAMO,14-12-15,ARAMO,1214041018,BAGOA,12.14.15.2018,BAGOA,22866,2023
10059,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214021,PULAU-PULAU BATU TIMUR,14-12-16,PULAU-PULAU BATU TIMUR,1214021006,LABUAN HIU,12.14.16.2001,LABUHAN HIU,22883,2023
1006,11,ACEH,11,ACEH,1105,KABUPATEN ACEH TIMUR,1105133,IDI TUNONG,03-11-14,IDI TUNONG,1105133017,ALUE KUMBANG A,11.03.14.2015,ALUE KUMBANG A,24454,2023
10060,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214021,PULAU-PULAU BATU TIMUR,14-12-16,PULAU-PULAU BATU TIMUR,1214021007,LABUAN BAJAU,12.14.16.2002,LABUHAN BAZAU,22881,2023
10061,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214021,PULAU-PULAU BATU TIMUR,14-12-16,PULAU-PULAU BATU TIMUR,1214021005,LABUAN RIMA,12.14.16.2003,LABUAN RIMA,22881,2023
10062,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214021,PULAU-PULAU BATU TIMUR,14-12-16,PULAU-PULAU BATU TIMUR,1214021004,LAMBAK,12.14.16.2004,LAMBAK,22881,2023
10063,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214021,PULAU-PULAU BATU TIMUR,14-12-16,PULAU-PULAU BATU TIMUR,1214021003,BAIS,12.14.16.2005,BAIS,22881,2023
10064,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214021,PULAU-PULAU BATU TIMUR,14-12-16,PULAU-PULAU BATU TIMUR,1214021001,MAHANG LABARA,12.14.16.2006,MAHANG LABARA,22881,2023
10065,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214021,PULAU-PULAU BATU TIMUR,14-12-16,PULAU-PULAU BATU TIMUR,1214021002,ADAM,12.14.16.2007,ADAM,22881,2023
10066,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214021,PULAU-PULAU BATU TIMUR,14-12-16,PULAU-PULAU BATU TIMUR,1214021008,LABARA,12.14.16.2008,LABARA,22881,2023
10067,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214021,PULAU-PULAU BATU TIMUR,14-12-16,PULAU-PULAU BATU TIMUR,1214021009,BAIS BARU,12.14.16.2009,BAIS BARU,22881,2023
10068,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214021,PULAU-PULAU BATU TIMUR,14-12-16,PULAU-PULAU BATU TIMUR,1214021010,LABUAN RIMA BARU,12.14.16.2010,LABUAN RIMA BARU,22881,2023
10069,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214062,MAZO,14-12-17,MAZO,1214062002,TETEGAWAAI,12.14.17.2001,TETEGAWA'AI,0,2023
1007,11,ACEH,11,ACEH,1105,KABUPATEN ACEH TIMUR,1105133,IDI TUNONG,03-11-14,IDI TUNONG,1105133016,ALUE KUMBANG M,11.03.14.2016,ALUE KUMBANG M,24454,2023
10070,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214062,MAZO,14-12-17,MAZO,1214062003,HILIMBARUZO,12.14.17.2002,HILIMBARUZO,22873,2023
10071,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214062,MAZO,14-12-17,MAZO,1214062001,LUAHANDROITO,12.14.17.2003,LUAHANDROITO,22873,2023
10072,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214062,MAZO,14-12-17,MAZO,1214062011,ORAHUAHILI,12.14.17.2005,ORAHUAHILI,22873,2023
10073,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214062,MAZO,14-12-17,MAZO,1214062009,ULU MAZO,12.14.17.2006,ULU MAZO,22873,2023
10074,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214062,MAZO,14-12-17,MAZO,1214062012,GUIGUI,12.14.17.2007,GUIGUI,22873,2023
10075,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214062,MAZO,14-12-17,MAZO,1214062007,HILIMAUFA,12.14.17.2009,HILIMAUFA,22873,2023
10076,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214062,MAZO,14-12-17,MAZO,1214062005,SIOFABANUA,12.14.17.2010,SIOFABANUA,22873,2023
10077,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214062,MAZO,14-12-17,MAZO,1214062010,TETEGAWAI EHOMO,12.14.17.2011,TETEGAWA'AI EHOMO,0,2023
10078,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214062,MAZO,14-12-17,MAZO,1214062006,TAFULU,12.14.17.2013,TAFULU,22873,2023
10079,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214031,FANAYAMA,14-12-18,FANAYAMA,1214031006,BAWOMATALUO,12.14.18.2001,BAWOMATALUO,22865,2023
1008,11,ACEH,11,ACEH,1105,KABUPATEN ACEH TIMUR,1105133,IDI TUNONG,03-11-14,IDI TUNONG,1105133001,ALUE LHOK,11.03.14.2017,ALUE LHOK,24454,2023
10080,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214031,FANAYAMA,14-12-18,FANAYAMA,1214031007,ORAHILI FAU,12.14.18.2002,ORAHILI FAU,22865,2023
10081,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214031,FANAYAMA,14-12-18,FANAYAMA,1214031004,BAWONAHONO,12.14.18.2003,BAWONAHONO,22865,2023
10082,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214031,FANAYAMA,14-12-18,FANAYAMA,1214031010,SIWALAWA,12.14.18.2005,SIWALAWA,22865,2023
10083,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214031,FANAYAMA,14-12-18,FANAYAMA,1214031009,ONOHONDRO,12.14.18.2006,ONOHONDRO,22834,2023
10084,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214031,FANAYAMA,14-12-18,FANAYAMA,1214031011,HILINAWALO FAU,12.14.18.2007,HILINAWALO FAU,22834,2023
10085,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214031,FANAYAMA,14-12-18,FANAYAMA,1214031008,LAHUSA FAU,12.14.18.2008,LAHUSA FAU,22865,2023
10086,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214031,FANAYAMA,14-12-18,FANAYAMA,1214031005,HILIZIHONO,12.14.18.2011,HILIZIHONO,22865,2023
10087,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214031,FANAYAMA,14-12-18,FANAYAMA,1214031013,HILIOFONALUO,12.14.18.2012,HILIOFONALUO,22865,2023
10088,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214031,FANAYAMA,14-12-18,FANAYAMA,1214031016,BAWOFANAYAMA,12.14.18.2015,BAWOFANAYAMA,22865,2023
10089,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214031,FANAYAMA,14-12-18,FANAYAMA,1214031020,HILIKARAMAHA,12.14.18.2017,HILIKARA MAHA,0,2023
1009,11,ACEH,11,ACEH,1105,KABUPATEN ACEH TIMUR,1105133,IDI TUNONG,03-11-14,IDI TUNONG,1105133003,SEUNEUBOK BUYA,11.03.14.2018,SEUNEUBOK BUYA,24454,2023
10090,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214031,FANAYAMA,14-12-18,FANAYAMA,1214031019,HILISALAWA,12.14.18.2018,HILISALAWA,22865,2023
10091,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214031,FANAYAMA,14-12-18,FANAYAMA,1214031017,HILIGITO ORAHILI FAU,12.14.18.2019,HILIGITO,0,2023
10092,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214031,FANAYAMA,14-12-18,FANAYAMA,1214031021,SILIWULAWA,12.14.18.2020,SILIWULAWA,22865,2023
10093,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214031,FANAYAMA,14-12-18,FANAYAMA,1214031022,HILIFAROKHA LAWA,12.14.18.2021,HILIFAROKHA LAWA,0,2023
10094,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214031,FANAYAMA,14-12-18,FANAYAMA,1214031018,EHO ORAHILI FAU,12.14.18.2022,EHO ORAHILI,0,2023
10095,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214031,FANAYAMA,14-12-18,FANAYAMA,1214031023,ETE BATU,12.14.18.2023,ETE BATU,22865,2023
10096,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214071,ULUNOYO,14-12-19,ULUNOYO,1214071003,SAMBULU,12.14.19.2001,SAMBULU,22867,2023
10097,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214071,ULUNOYO,14-12-19,ULUNOYO,1214071005,ORAHILI ULUNOYO,12.14.19.2002,ORAHILI ULUNOYO,22867,2023
10098,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214071,ULUNOYO,14-12-19,ULUNOYO,1214071001,HILIWAEBU,12.14.19.2003,HILIWAEBU,22867,2023
10099,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214071,ULUNOYO,14-12-19,ULUNOYO,1214071007,AMOROSA,12.14.19.2004,AMOROSA,22867,2023
101,11,ACEH,11,ACEH,1103,KABUPATEN ACEH SELATAN,1103060,SAMA DUA,01-11-06,SAMADUA,1103060003,LUBUK LAYU,11.01.06.2017,LUBUK LAYU,23752,2023
1010,11,ACEH,11,ACEH,1105,KABUPATEN ACEH TIMUR,1105133,IDI TUNONG,03-11-14,IDI TUNONG,1105133006,SEUNEUBOK DRIEN,11.03.14.2019,SEUNEUBOK DRIEN,24454,2023
10100,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214071,ULUNOYO,14-12-19,ULUNOYO,1214071006,MARAO,12.14.19.2005,MARAO,22867,2023
10101,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214071,ULUNOYO,14-12-19,ULUNOYO,1214071002,BOROWOSI,12.14.19.2006,BOROWOSI,22867,2023
10102,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214071,ULUNOYO,14-12-19,ULUNOYO,1214071004,HILIMAERA,12.14.19.2007,HILIMAERA,22867,2023
10103,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214071,ULUNOYO,14-12-19,ULUNOYO,1214071008,SUKA MAJU,12.14.19.2008,SUKA MAJU,22867,2023
10104,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214071,ULUNOYO,14-12-19,ULUNOYO,1214071009,LOLOANAA,12.14.19.2009,LOLOANA'A,0,2023
10105,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214071,ULUNOYO,14-12-19,ULUNOYO,1214071010,HILIFAKHE,12.14.19.2010,HILIFAKHE,22867,2023
10106,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214071,ULUNOYO,14-12-19,ULUNOYO,1214071011,BAWOLOLOMATUA,12.14.19.2011,BAWO LOLOMATUA,0,2023
