id,kode_bps_provinsi,nama_bps_provinsi,kode_kemendagri_provinsi,nama_kemendagri_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,bps_kode_desa_kelurahan,bps_nama_desa_kelurahan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,kode_pos,tahun
7273,12,SUMATERA UTARA,12,SUMATERA UTARA,1201,KABUPATEN NIAS,1201061,BAWOLATO,04-12-11,BAWOLATO,1201061025,ORAHUA FAONDRATO,12.04.11.2023,ORAHUA FAONDRATO,22876,2023
72730,75,GORONTALO,75,GORONTALO,7503,KABUPATEN PAHUWATO,7503033,DUHIADAA,,DUHIADAA,7503033005,MEKAR JAYA,75.04.10.2005,MEKAR JAYA,96266,2023
72731,75,GORONTALO,75,GORONTALO,7503,KABUPATEN PAHUWATO,7503033,DUHIADAA,,DUHIADAA,7503033008,BUNTULIA JAYA,75.04.10.2006,BUNTULIA JAYA,96266,2023
72732,75,GORONTALO,75,GORONTALO,7503,KABUPATEN PAHUWATO,7503033,DUHIADAA,,DUHIADAA,7503033007,PADENGO,75.04.10.2007,PADENGO,96464,2023
72733,75,GORONTALO,75,GORONTALO,7503,KABUPATEN PAHUWATO,7503033,DUHIADAA,,DUHIADAA,7503033009,MOOTILANGO,75.04.10.2008,MOOTILANGO,96266,2023
72734,75,GORONTALO,75,GORONTALO,7503,KABUPATEN PAHUWATO,7503021,WANGGARASI,,WANGGARASI,7503021001,WONGGARASI TIMUR,75.04.11.2001,WANGGARASI TIMUR,96453,2023
72735,75,GORONTALO,75,GORONTALO,7503,KABUPATEN PAHUWATO,7503021,WANGGARASI,,WANGGARASI,7503021002,BUKIT HARAPAN,75.04.11.2002,BUKIT HARAPAN,96468,2023
72736,75,GORONTALO,75,GORONTALO,7503,KABUPATEN PAHUWATO,7503021,WANGGARASI,,WANGGARASI,7503021003,BOHUSAMI,75.04.11.2003,BOHUSAMI,96468,2023
72737,75,GORONTALO,75,GORONTALO,7503,KABUPATEN PAHUWATO,7503021,WANGGARASI,,WANGGARASI,7503021004,LEMBAH PERMAI,75.04.11.2004,LEMBAH PERMAI,96453,2023
72738,75,GORONTALO,75,GORONTALO,7503,KABUPATEN PAHUWATO,7503021,WANGGARASI,,WANGGARASI,7503021005,LIMBULA,75.04.11.2005,LIMBULA,0,2023
72739,75,GORONTALO,75,GORONTALO,7503,KABUPATEN PAHUWATO,7503021,WANGGARASI,,WANGGARASI,7503021007,YIPILO,75.04.11.2006,YIPILO,0,2023
7274,12,SUMATERA UTARA,12,SUMATERA UTARA,1201,KABUPATEN NIAS,1201061,BAWOLATO,04-12-11,BAWOLATO,1201061022,HOU,12.04.11.2024,HOU,22876,2023
72740,75,GORONTALO,75,GORONTALO,7503,KABUPATEN PAHUWATO,7503021,WANGGARASI,,WANGGARASI,7503021006,TUWEYA,75.04.11.2007,TUWEYA,0,2023
72741,75,GORONTALO,75,GORONTALO,7503,KABUPATEN PAHUWATO,7503012,POPAYATO TIMUR,,POPAYATO TIMUR,7503012004,MILANGODAA,75.04.12.2001,MILANGODAA,96467,2023
72742,75,GORONTALO,75,GORONTALO,7503,KABUPATEN PAHUWATO,7503012,POPAYATO TIMUR,,POPAYATO TIMUR,7503012003,LONDOUN,75.04.12.2002,LONDOUN,96454,2023
72743,75,GORONTALO,75,GORONTALO,7503,KABUPATEN PAHUWATO,7503012,POPAYATO TIMUR,,POPAYATO TIMUR,7503012005,MARISA,75.04.12.2003,MARISA,96266,2023
72744,75,GORONTALO,75,GORONTALO,7503,KABUPATEN PAHUWATO,7503012,POPAYATO TIMUR,,POPAYATO TIMUR,7503012001,TAHELE,75.04.12.2004,TAHELE,96467,2023
72745,75,GORONTALO,75,GORONTALO,7503,KABUPATEN PAHUWATO,7503012,POPAYATO TIMUR,,POPAYATO TIMUR,7503012002,BUNTO,75.04.12.2005,BUNTO,96467,2023
72746,75,GORONTALO,75,GORONTALO,7503,KABUPATEN PAHUWATO,7503012,POPAYATO TIMUR,,POPAYATO TIMUR,7503012006,MALEO,75.04.12.2006,MALEO,96467,2023
72747,75,GORONTALO,75,GORONTALO,7503,KABUPATEN PAHUWATO,7503012,POPAYATO TIMUR,,POPAYATO TIMUR,7503012007,KELAPA LIMA,75.04.12.2007,KELAPA LIMA,96467,2023
72748,75,GORONTALO,75,GORONTALO,7503,KABUPATEN PAHUWATO,7503011,POPAYATO BARAT,,POPAYATO BARAT,7503011002,DUDEWULO,75.04.13.2001,DUDEWULO,96467,2023
72749,75,GORONTALO,75,GORONTALO,7503,KABUPATEN PAHUWATO,7503011,POPAYATO BARAT,,POPAYATO BARAT,7503011003,TUNAS JAYA,75.04.13.2002,TUNAS JAYA,96467,2023
7275,12,SUMATERA UTARA,12,SUMATERA UTARA,1201,KABUPATEN NIAS,1201061,BAWOLATO,04-12-11,BAWOLATO,1201061017,SINDRONDRO,12.04.11.2025,SINDRONDRO,22876,2023
72750,75,GORONTALO,75,GORONTALO,7503,KABUPATEN PAHUWATO,7503011,POPAYATO BARAT,,POPAYATO BARAT,7503011004,PADENGO,75.04.13.2003,PADENGO,96467,2023
72751,75,GORONTALO,75,GORONTALO,7503,KABUPATEN PAHUWATO,7503011,POPAYATO BARAT,,POPAYATO BARAT,7503011001,MOLOSIPAT,75.04.13.2004,MOLOSIFAT,96467,2023
72752,75,GORONTALO,75,GORONTALO,7503,KABUPATEN PAHUWATO,7503011,POPAYATO BARAT,,POPAYATO BARAT,7503011007,BUTUNGALE,75.04.13.2005,BUTUNGALE,96467,2023
72753,75,GORONTALO,75,GORONTALO,7503,KABUPATEN PAHUWATO,7503011,POPAYATO BARAT,,POPAYATO BARAT,7503011006,PERSATUAN,75.04.13.2006,PERSATUAN,96467,2023
72754,75,GORONTALO,75,GORONTALO,7503,KABUPATEN PAHUWATO,7503011,POPAYATO BARAT,,POPAYATO BARAT,7503011005,MOLOSIPAT UTARA,75.04.13.2007,MOLOSIFAT UTARA,96467,2023
72755,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505010,ATINGGOLA,,ATINGGOLA,7505010005,IMANA,75.05.01.2003,IMANA,96253,2023
72756,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505010,ATINGGOLA,,ATINGGOLA,7505010007,BINTANA,75.05.01.2004,BINTANA,96253,2023
72757,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505010,ATINGGOLA,,ATINGGOLA,7505010011,BUATA,75.05.01.2005,BUATA,96253,2023
72758,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505010,ATINGGOLA,,ATINGGOLA,7505010010,PINONTOYONGA,75.05.01.2006,PINONTOYONGA,96253,2023
72759,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505010,ATINGGOLA,,ATINGGOLA,7505010008,MONGGUPO,75.05.01.2007,MONGGUPO,96253,2023
7276,12,SUMATERA UTARA,12,SUMATERA UTARA,1201,KABUPATEN NIAS,1201061,BAWOLATO,04-12-11,BAWOLATO,1201061024,BALALE TOBAA,12.04.11.2026,BALALE TOBA'A,0,2023
72760,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505010,ATINGGOLA,,ATINGGOLA,7505010009,KOTA JIN,75.05.01.2008,KOTAJIN,96653,2023
72761,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505010,ATINGGOLA,,ATINGGOLA,7505010006,ILOMATA,75.05.01.2011,ILOMATA,96653,2023
72762,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505010,ATINGGOLA,,ATINGGOLA,7505010013,ILOHELUMA,75.05.01.2013,ILOHELUMA,96253,2023
72763,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505010,ATINGGOLA,,ATINGGOLA,7505010012,WAPALO,75.05.01.2014,WAPALO,96253,2023
72764,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505010,ATINGGOLA,,ATINGGOLA,7505010018,POSONO,75.05.01.2015,POSONO,96253,2023
72765,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505010,ATINGGOLA,,ATINGGOLA,7505010014,SIGASO,75.05.01.2016,SIGASO,96253,2023
72766,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505010,ATINGGOLA,,ATINGGOLA,7505010017,TOMBULILATO,75.05.01.2017,TOMBULILATO,96253,2023
72767,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505010,ATINGGOLA,,ATINGGOLA,7505010016,KOTAJIN UTARA,75.05.01.2018,KOTAJIN UTARA,96253,2023
72768,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505010,ATINGGOLA,,ATINGGOLA,7505010015,OLUHUTA,75.05.01.2019,OLUHUTA,96253,2023
72769,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505020,KWANDANG,,KWANDANG,7505020008,PONTOLO,75.05.02.2001,PONTOLO,96252,2023
7277,12,SUMATERA UTARA,12,SUMATERA UTARA,1201,KABUPATEN NIAS,1201131,HILI SERANGKAI,04-12-20,HILISERANGKAI,1201131001,FADORO HUNOGOA,12.04.20.2001,FADORO HUNOGOA,0,2023
72770,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505020,KWANDANG,,KWANDANG,7505020009,MOLINGKAPOTO,75.05.02.2002,MOLINGKAPOTO,96611,2023
72771,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505020,KWANDANG,,KWANDANG,7505020011,LEBOTO,75.05.02.2003,LEBOTO,96252,2023
72772,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505020,KWANDANG,,KWANDANG,7505020013,POSSO,75.05.02.2004,POSSO,96252,2023
72773,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505020,KWANDANG,,KWANDANG,7505020015,TITIDU,75.05.02.2005,TITIDU,96252,2023
72774,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505020,KWANDANG,,KWANDANG,7505020016,MOLUO,75.05.02.2006,MOLUO,96252,2023
72775,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505020,KWANDANG,,KWANDANG,7505020010,MOOTINELO,75.05.02.2010,MOOTINELO,96252,2023
72776,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505020,KWANDANG,,KWANDANG,7505020012,BUALEMO,75.05.02.2011,BUALEMO,96252,2023
72777,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505020,KWANDANG,,KWANDANG,7505020014,BULALO,75.05.02.2013,BULALO,96252,2023
72778,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505020,KWANDANG,,KWANDANG,7505020029,KATIALADA,75.05.02.2017,KATIALADA,96252,2023
72779,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505020,KWANDANG,,KWANDANG,7505020021,OMBULODATA,75.05.02.2019,OMBULODATA,96252,2023
7278,12,SUMATERA UTARA,12,SUMATERA UTARA,1201,KABUPATEN NIAS,1201131,HILI SERANGKAI,04-12-20,HILISERANGKAI,1201131002,LOLOFAOSO LALAI,12.04.20.2002,LOLOFAOSO LALAI,0,2023
72780,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505020,KWANDANG,,KWANDANG,7505020026,ALATA KARYA,75.05.02.2021,ALATA KARYA,96252,2023
72781,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505020,KWANDANG,,KWANDANG,7505020028,CISADANE,75.05.02.2023,CISADANE,96252,2023
72782,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505020,KWANDANG,,KWANDANG,7505020023,BOTUWOMBATO,75.05.02.2024,BOTUWOMBATA,96611,2023
72783,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505020,KWANDANG,,KWANDANG,7505020025,BOTUNGOBUNGO,75.05.02.2025,BOTUNGOBUNGO,96252,2023
72784,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505020,KWANDANG,,KWANDANG,7505020024,MOLINGKAPOTO SELATAN,75.05.02.2026,MOLINGKAPOTO SELATAN,96252,2023
72785,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505020,KWANDANG,,KWANDANG,7505020022,PONTOLO ATAS,75.05.02.2030,PONTOLO ATAS,96252,2023
72786,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505020,KWANDANG,,KWANDANG,7505020027,MASURU,75.05.02.2032,MASURU,96252,2023
72787,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505030,ANGGREK,,ANGGREK,7505030005,ILANGATA,75.05.03.2001,ILANGATA,96525,2023
72788,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505030,ANGGREK,,ANGGREK,7505030007,TOLONGIO,75.05.03.2002,TOLONGIO,96525,2023
72789,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505030,ANGGREK,,ANGGREK,7505030004,TOLANGO,75.05.03.2006,TOLANGO,96525,2023
7279,12,SUMATERA UTARA,12,SUMATERA UTARA,1201,KABUPATEN NIAS,1201131,HILI SERANGKAI,04-12-20,HILISERANGKAI,1201131003,FULOLO LALAI,12.04.20.2003,FULOLO LALAI,0,2023
72790,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505030,ANGGREK,,ANGGREK,7505030006,POPALO,75.05.03.2007,POPALO,96525,2023
72791,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505030,ANGGREK,,ANGGREK,7505030008,DUDEPO,75.05.03.2008,DUDEPO,96525,2023
72792,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505030,ANGGREK,,ANGGREK,7505030010,MOTILANGO,75.05.03.2009,MOOTILANGO,96661,2023
72793,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505030,ANGGREK,,ANGGREK,7505030022,LANGGE,75.05.03.2011,LANGGE,96525,2023
72794,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505030,ANGGREK,,ANGGREK,7505030023,TUTUWOTO,75.05.03.2012,TUTUWOTO,96525,2023
72795,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505030,ANGGREK,,ANGGREK,7505030020,HIYALOOILE,75.05.03.2013,HIYALOOILE,96525,2023
72796,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505030,ANGGREK,,ANGGREK,7505030017,IBARAT,75.05.03.2014,IBARAT,96525,2023
72797,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505030,ANGGREK,,ANGGREK,7505030016,ILOHELUMA,75.05.03.2017,ILOHELUMA,96525,2023
72798,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505030,ANGGREK,,ANGGREK,7505030021,ILODULUNGA,75.05.03.2021,ILODULUNGA,96525,2023
72799,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505030,ANGGREK,,ANGGREK,7505030019,PUTIANA,75.05.03.2023,PUTIANA,96525,2023
728,11,ACEH,11,ACEH,1105,KABUPATEN ACEH TIMUR,1105130,IDI RAYEUK,03-11-03,IDI RAYEUK,1105130050,MEUNASAH PUUK,11.03.03.2009,MEUNASAH PU'UK,0,2023
7280,12,SUMATERA UTARA,12,SUMATERA UTARA,1201,KABUPATEN NIAS,1201131,HILI SERANGKAI,04-12-20,HILISERANGKAI,1201131005,LAWA LAWA,12.04.20.2004,LAWA-LAWA,0,2023
72800,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505030,ANGGREK,,ANGGREK,7505030025,HELUMO,75.05.03.2024,HELUMA,96525,2023
72801,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505030,ANGGREK,,ANGGREK,7505030018,DATAHU,75.05.03.2025,DATAHU,96525,2023
72802,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505040,SUMALATA,,SUMALATA,7505040011,BULONTIO TIMUR,75.05.04.2001,BULONTIYO TIMUR,96254,2023
72803,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505040,SUMALATA,,SUMALATA,7505040010,BULONTIO BARAT,75.05.04.2002,BULONTIYO BARAT,96254,2023
72804,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505040,SUMALATA,,SUMALATA,7505040009,BULOILA,75.05.04.2007,BULOILA,96254,2023
72805,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505040,SUMALATA,,SUMALATA,7505040017,KASIA,75.05.04.2009,KASIA,96254,2023
72806,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505040,SUMALATA,,SUMALATA,7505040016,KIKIA,75.05.04.2010,KIKIA,96254,2023
72807,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505040,SUMALATA,,SUMALATA,7505040020,TUMBA,75.05.04.2012,TUMBA,96254,2023
72808,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505040,SUMALATA,,SUMALATA,7505040021,MEBONGO,75.05.04.2013,MEBONGO,96254,2023
72809,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505040,SUMALATA,,SUMALATA,7505040019,LELATO,75.05.04.2014,LELATO,96254,2023
7281,12,SUMATERA UTARA,12,SUMATERA UTARA,1201,KABUPATEN NIAS,1201131,HILI SERANGKAI,04-12-20,HILISERANGKAI,1201131004,LALAI I / II,12.04.20.2005,LALAI I/II,0,2023
72810,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505040,SUMALATA,,SUMALATA,7505040022,PULOHENTI,75.05.04.2016,PULOHENTI,96254,2023
72811,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505040,SUMALATA,,SUMALATA,7505040028,PUNCAK MANDIRI,75.05.04.2019,PUNCAK MANDIRI,96254,2023
72812,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505040,SUMALATA,,SUMALATA,7505040023,HUTAKALO,75.05.04.2020,HUTAKALO,96254,2023
72813,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505050,TOLINGGULA,,TOLINGGULA,7505050004,TOLINGGULA TENGAH,75.05.05.2001,TOLINGGULA TENGAH,96524,2023
72814,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505050,TOLINGGULA,,TOLINGGULA,7505050005,TOLINGGULA PANTAI,75.05.05.2002,TOLINGGULA PANTAI,96524,2023
72815,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505050,TOLINGGULA,,TOLINGGULA,7505050003,TOLINGGULA ULU,75.05.05.2003,TOLINGGULA ULU,96524,2023
72816,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505050,TOLINGGULA,,TOLINGGULA,7505050001,LIMBATO,75.05.05.2006,LIMBATO,96524,2023
72817,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505050,TOLINGGULA,,TOLINGGULA,7505050002,PAPUALANGI,75.05.05.2007,PAPUALANGI,96666,2023
72818,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505050,TOLINGGULA,,TOLINGGULA,7505050009,MOLANGGA,75.05.05.2008,MOLANGGA,96524,2023
72819,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505050,TOLINGGULA,,TOLINGGULA,7505050008,CEMPAKA PUTIH,75.05.05.2011,CEMPAKA PUTIH,96524,2023
7282,12,SUMATERA UTARA,12,SUMATERA UTARA,1201,KABUPATEN NIAS,1201131,HILI SERANGKAI,04-12-20,HILISERANGKAI,1201131006,LOLOWUA,12.04.20.2006,LOLOWUA,0,2023
72820,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505050,TOLINGGULA,,TOLINGGULA,7505050013,TOLITE JAYA,75.05.05.2014,TOLITE JAYA,96524,2023
72821,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505050,TOLINGGULA,,TOLINGGULA,7505050017,ILOMANGGA,75.05.05.2017,ILOMANGGA,96524,2023
72822,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505050,TOLINGGULA,,TOLINGGULA,7505050012,ILOTUNGGULA,75.05.05.2018,ILOTUNGGULO,96666,2023
72823,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505011,GENTUMA RAYA,,GENTUMA RAYA,7505011003,GENTUMA,75.05.06.2001,GENTUMA,96253,2023
72824,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505011,GENTUMA RAYA,,GENTUMA RAYA,7505011004,DUMOLODO,75.05.06.2002,DUMOLODO,96253,2023
72825,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505011,GENTUMA RAYA,,GENTUMA RAYA,7505011002,MOLONGGOTA,75.05.06.2003,MOLONGGOTA,96253,2023
72826,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505011,GENTUMA RAYA,,GENTUMA RAYA,7505011001,IPILO,75.05.06.2004,IPILO,96253,2023
72827,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505011,GENTUMA RAYA,,GENTUMA RAYA,7505011012,LANGKE,75.05.06.2005,LANGKE,96253,2023
72828,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505011,GENTUMA RAYA,,GENTUMA RAYA,7505011017,PASALAE,75.05.06.2006,PASALAE,96253,2023
72829,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505011,GENTUMA RAYA,,GENTUMA RAYA,7505011018,NANATI JAYA,75.05.06.2007,NANATI JAYA,96253,2023
7283,12,SUMATERA UTARA,12,SUMATERA UTARA,1201,KABUPATEN NIAS,1201131,HILI SERANGKAI,04-12-20,HILISERANGKAI,1201131007,DAHADANO BOTOMBAWO,12.04.20.2007,DAHADANO BOTOMBAWO,0,2023
72830,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505011,GENTUMA RAYA,,GENTUMA RAYA,7505011016,KETAPANG,75.05.06.2008,KETAPANG,96253,2023
72831,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505011,GENTUMA RAYA,,GENTUMA RAYA,7505011014,MOTOMINGO,75.05.06.2009,MOTOMINGO,96253,2023
72832,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505011,GENTUMA RAYA,,GENTUMA RAYA,7505011013,DURIAN,75.05.06.2010,DURIAN,96253,2023
72833,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505011,GENTUMA RAYA,,GENTUMA RAYA,7505011015,BOHUSAMI,75.05.06.2011,BOHUSAMI,96253,2023
72834,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505021,TOMILITO,,TOMOLITO,7505021001,DAMBALO,75.05.07.2001,DAMBALO,96651,2023
72835,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505021,TOMILITO,,TOMOLITO,7505021006,MILANGO,75.05.07.2002,MILANGO,96651,2023
72836,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505021,TOMILITO,,TOMOLITO,7505021004,JEMBATAN MERAH,75.05.07.2003,JEMBATAN MERAH,96651,2023
72837,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505021,TOMILITO,,TOMOLITO,7505021007,BUBODE,75.05.07.2004,BUBODE,96651,2023
72838,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505021,TOMILITO,,TOMOLITO,7505021005,LEYAO,75.05.07.2005,LEYAO,96651,2023
72839,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505021,TOMILITO,,TOMOLITO,7505021002,MOLANTADU,75.05.07.2006,MOLANTADU,96651,2023
7284,12,SUMATERA UTARA,12,SUMATERA UTARA,1201,KABUPATEN NIAS,1201131,HILI SERANGKAI,04-12-20,HILISERANGKAI,1201131008,FADORO LALAI,12.04.20.2008,FADORO LALAI,0,2023
72840,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505021,TOMILITO,,TOMOLITO,7505021009,HUIDU MELITO,75.05.07.2007,HUIDU MELITO,96651,2023
72841,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505021,TOMILITO,,TOMOLITO,7505021008,BULANGO RAYA,75.05.07.2008,BULANGO RAYA,96651,2023
72842,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505021,TOMILITO,,TOMOLITO,7505021003,TANJUNG KARANG,75.05.07.2009,TANJUNG KARANG,96651,2023
72843,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505021,TOMILITO,,TOMOLITO,7505021010,MUTIARA LAUT,75.05.07.2010,MUTIARA LAUT,96651,2023
72844,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505022,PONELO KEPULAUAN,,PONELO KEPULAUAN,7505022001,PONELO,75.05.08.2001,PONELO,96252,2023
72845,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505022,PONELO KEPULAUAN,,PONELO KEPULAUAN,7505022004,MALAMBE,75.05.08.2002,MALAMBE,96252,2023
72846,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505022,PONELO KEPULAUAN,,PONELO KEPULAUAN,7505022002,OTIOLA,75.05.08.2003,OTIOLA,96252,2023
72847,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505022,PONELO KEPULAUAN,,PONELO KEPULAUAN,7505022003,TIHENGO,75.05.08.2004,TIHENGO,96252,2023
72848,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505031,MONANO,,MONANO,7505031002,MONANO,75.05.09.2001,MONANO,96525,2023
72849,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505031,MONANO,,MONANO,7505031003,TUDI,75.05.09.2002,TUDI,96525,2023
7285,12,SUMATERA UTARA,12,SUMATERA UTARA,1201,KABUPATEN NIAS,1201131,HILI SERANGKAI,04-12-20,HILISERANGKAI,1201131009,LOLOWUA HILIWARASI,12.04.20.2009,LOLOWUA HILIWARASI,0,2023
72850,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505031,MONANO,,MONANO,7505031004,MONAS,75.05.09.2003,MONAS,96525,2023
72851,75,GORONTALO,75,GORONTALO,7505,KABUPATEN GORONTALO UTARA,7505031,MONANO,,MONANO,7505031001,DUNU,75.05.09.2004,DUNU,96525,2023
