"village_code","province_code","province_name","city_code","city_name","district_code","district_name","village_name","postal_code","postal_code_candidate","candidate_status","candidate_sources","postal_code_diskominfo","postal_code_open_data_jabar","postal_code_kodepos_dev","postal_candidates","verification_status","confidence","review_required","selected_reason","administrative_resolution_applied","former_village_code","source_village_codes","source_ids","source_rows","snapshot","review_case_type","suggested_postal_code","suggestion_basis","unresolved_pattern","district_cluster_id","triplet_cluster_id","affected_rows_if_same_pattern","existing_pos_observation","existing_pos_match","existing_pos_evidence_url","reviewer","review_status","review_decision","reviewed_postal_code","evidence_source_name","evidence_url","evidence_checked_at","evidence_scope","review_notes","second_reviewer","second_review_status"
"32.01.01.1001","32","JAWA BARAT","32.01","KAB. BOGOR","32.01.01","CIBINONG","PONDOK RAJEG","16913","16914","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","16913","16914","16914","16913;16914","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.01.01.1001;open_data_jabar:32.01.01.1001;kodepos_dev:32.01.01.1001","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:2;open_data_jabar:17349;kodepos_dev:2","2026-08-11","two_source_candidate","16914","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","16913","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","16913","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.01.01.1010","32","JAWA BARAT","32.01","KAB. BOGOR","32.01.01","CIBINONG","CIRIUNG","16919","16918","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","16919","16918","16918","16918;16919","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.01.01.1010;open_data_jabar:32.01.01.1010;kodepos_dev:32.01.01.1010","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:11;open_data_jabar:17358;kodepos_dev:11","2026-08-11","two_source_candidate","16918","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","16919","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","16919","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.01.01.1013","32","JAWA BARAT","32.01","KAB. BOGOR","32.01.01","CIBINONG","PABUARAN MEKAR","16916","16916","corroborated_by_two_sources","diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api","16916","","16916","16916","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.01.01.1013;open_data_jabar:32.01.01.1013;kodepos_dev:32.01.01.1013","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:14;open_data_jabar:17362;kodepos_dev:14","2026-08-11","two_source_candidate","16916","diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api","","","","1","16916","matches_both","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_both","16916","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.01.02.2010","32","JAWA BARAT","32.01","KAB. BOGOR","32.01.02","GUNUNG PUTRI","KARANGGAN","16961","16960","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","16961","16960","16960","16960;16961","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.01.02.2010;open_data_jabar:32.01.02.2010;kodepos_dev:32.01.02.2010","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:24;open_data_jabar:17373;kodepos_dev:24","2026-08-11","two_source_candidate","16960","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","16961","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","16961","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.01.03.1006","32","JAWA BARAT","32.01","KAB. BOGOR","32.01.03","CITEUREUP","PUSPANEGARA","16811","16811","corroborated_by_two_sources","diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api","16811","16810","16811","16810;16811","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.01.03.1006;open_data_jabar:32.01.03.1006;kodepos_dev:32.01.03.1006","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:30;open_data_jabar:17374;kodepos_dev:25","2026-08-11","two_source_candidate","16811","diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api","","","","1","16811","matches_both","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_both","16811","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.01.03.2001","32","JAWA BARAT","32.01","KAB. BOGOR","32.01.03","CITEUREUP","PUSPASARI","16811","16811","corroborated_by_two_sources","diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api","16811","16810","16811","16810;16811","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.01.03.2001;open_data_jabar:32.01.03.2001;kodepos_dev:32.01.03.2001","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:25;open_data_jabar:17376;kodepos_dev:27","2026-08-11","two_source_candidate","16811","diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api","","","","1","16811","matches_both","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_both","16811","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.01.03.2002","32","JAWA BARAT","32.01","KAB. BOGOR","32.01.03","CITEUREUP","CITEUREUP","16811","16811","corroborated_by_two_sources","diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api","16811","16810","16811","16810;16811","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.01.03.2002;open_data_jabar:32.01.03.2002;kodepos_dev:32.01.03.2002","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:26;open_data_jabar:17377;kodepos_dev:28","2026-08-11","two_source_candidate","16811","diskominfo_jabar_village_2024_unreviewed;kodepos_dev_rest_api","","","","1","16811","matches_both","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_both","16811","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.01.05.2001","32","JAWA BARAT","32.01","KAB. BOGOR","32.01.05","BABAKAN MADANG","CIJAYANTI","16864","16810","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","16864","16810","16810","16810;16864","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.01.05.2001;open_data_jabar:32.01.05.2001;kodepos_dev:32.01.05.2001","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:52;open_data_jabar:17404;kodepos_dev:52","2026-08-11","two_source_candidate","16810","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","16864","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","16864","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.01.05.2002","32","JAWA BARAT","32.01","KAB. BOGOR","32.01.05","BABAKAN MADANG","SUMURBATU","16866","16810","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","16866","16810","16810","16810;16866","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.01.05.2002;open_data_jabar:32.01.05.2002;kodepos_dev:32.01.05.2002","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:53;open_data_jabar:17405;kodepos_dev:53","2026-08-11","two_source_candidate","16810","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","16866","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","16866","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.01.05.2003","32","JAWA BARAT","32.01","KAB. BOGOR","32.01.05","BABAKAN MADANG","SENTUL","16863","16810","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","16863","16810","16810","16810;16863","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.01.05.2003;open_data_jabar:32.01.05.2003;kodepos_dev:32.01.05.2003","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:54;open_data_jabar:17406;kodepos_dev:54","2026-08-11","two_source_candidate","16810","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","16863","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","16863","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.01.05.2004","32","JAWA BARAT","32.01","KAB. BOGOR","32.01.05","BABAKAN MADANG","KARANGTENGAH","16867","16810","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","16867","16810","16810","16810;16867","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.01.05.2004;open_data_jabar:32.01.05.2004;kodepos_dev:32.01.05.2004","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:55;open_data_jabar:17407;kodepos_dev:55","2026-08-11","two_source_candidate","16810","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","16867","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","16867","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.01.05.2005","32","JAWA BARAT","32.01","KAB. BOGOR","32.01.05","BABAKAN MADANG","CIPAMBUAN","16869","16810","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","16869","16810","16810","16810;16869","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.01.05.2005;open_data_jabar:32.01.05.2005;kodepos_dev:32.01.05.2005","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:56;open_data_jabar:17408;kodepos_dev:56","2026-08-11","two_source_candidate","16810","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","16869","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","16869","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.01.05.2006","32","JAWA BARAT","32.01","KAB. BOGOR","32.01.05","BABAKAN MADANG","KADUMANGGU","16868","16810","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","16868","16810","16810","16810;16868","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.01.05.2006;open_data_jabar:32.01.05.2006;kodepos_dev:32.01.05.2006","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:57;open_data_jabar:17409;kodepos_dev:57","2026-08-11","two_source_candidate","16810","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","16868","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","16868","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.01.05.2007","32","JAWA BARAT","32.01","KAB. BOGOR","32.01.05","BABAKAN MADANG","CITARINGGUL","16862","16810","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","16862","16810","16810","16810;16862","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.01.05.2007;open_data_jabar:32.01.05.2007;kodepos_dev:32.01.05.2007","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:58;open_data_jabar:17410;kodepos_dev:58","2026-08-11","two_source_candidate","16810","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","16862","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","16862","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.01.05.2008","32","JAWA BARAT","32.01","KAB. BOGOR","32.01.05","BABAKAN MADANG","BABAKAN MADANG","16861","16810","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","16861","16810","16810","16810;16861","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.01.05.2008;open_data_jabar:32.01.05.2008;kodepos_dev:32.01.05.2008","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:59;open_data_jabar:17411;kodepos_dev:59","2026-08-11","two_source_candidate","16810","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","16861","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","16861","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.01.05.2009","32","JAWA BARAT","32.01","KAB. BOGOR","32.01.05","BABAKAN MADANG","BOJONG KONENG","16865","16810","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","16865","16810","16810","16810;16865","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.01.05.2009;open_data_jabar:32.01.05.2009;kodepos_dev:32.01.05.2009","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:60;open_data_jabar:17412;kodepos_dev:60","2026-08-11","two_source_candidate","16810","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","16865","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","16865","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.01.06.2001","32","JAWA BARAT","32.01","KAB. BOGOR","32.01.06","JONGGOL","SUKAMAJU","16832","16830","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","16832","16830","16830","16830;16832","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.01.06.2001;open_data_jabar:32.01.06.2001;kodepos_dev:32.01.06.2001","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:61;open_data_jabar:17413;kodepos_dev:61","2026-08-11","two_source_candidate","16830","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","16832","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","16832","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.01.06.2002","32","JAWA BARAT","32.01","KAB. BOGOR","32.01.06","JONGGOL","SIRNAGALIH","16839","16830","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","16839","16830","16830","16830;16839","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.01.06.2002;open_data_jabar:32.01.06.2002;kodepos_dev:32.01.06.2002","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:62;open_data_jabar:17415;kodepos_dev:62","2026-08-11","two_source_candidate","16830","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","16839","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","16839","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.01.06.2003","32","JAWA BARAT","32.01","KAB. BOGOR","32.01.06","JONGGOL","SINGAJAYA","16834","16830","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","16834","16830","16830","16830;16834","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.01.06.2003;open_data_jabar:32.01.06.2003;kodepos_dev:32.01.06.2003","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:63;open_data_jabar:17416;kodepos_dev:63","2026-08-11","two_source_candidate","16830","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","16834","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","16834","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.01.06.2004","32","JAWA BARAT","32.01","KAB. BOGOR","32.01.06","JONGGOL","SUKASIRNA","16837","16830","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","16837","16830","16830","16830;16837","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.01.06.2004;open_data_jabar:32.01.06.2004;kodepos_dev:32.01.06.2004","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:64;open_data_jabar:17417;kodepos_dev:64","2026-08-11","two_source_candidate","16830","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","16837","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","16837","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.01.06.2005","32","JAWA BARAT","32.01","KAB. BOGOR","32.01.06","JONGGOL","SUKANEGARA","16836","16830","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","16836","16830","16830","16830;16836","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.01.06.2005;open_data_jabar:32.01.06.2005;kodepos_dev:32.01.06.2005","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:65;open_data_jabar:17418;kodepos_dev:65","2026-08-11","two_source_candidate","16830","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","16836","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","16836","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.01.06.2006","32","JAWA BARAT","32.01","KAB. BOGOR","32.01.06","JONGGOL","SUKAMANAH","16832","16830","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","16832","16830","16830","16830;16832","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.01.06.2006;open_data_jabar:32.01.06.2006;kodepos_dev:32.01.06.2006","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:66;open_data_jabar:17419;kodepos_dev:66","2026-08-11","two_source_candidate","16830","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","16832","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","16832","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.01.06.2007","32","JAWA BARAT","32.01","KAB. BOGOR","32.01.06","JONGGOL","WENINGGALIH","16839","16830","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","16839","16830","16830","16830;16839","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.01.06.2007;open_data_jabar:32.01.06.2007;kodepos_dev:32.01.06.2007","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:67;open_data_jabar:17420;kodepos_dev:67","2026-08-11","two_source_candidate","16830","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","16839","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","16839","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.01.06.2008","32","JAWA BARAT","32.01","KAB. BOGOR","32.01.06","JONGGOL","CIBODAS","16835","16830","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","16835","16830","16830","16830;16835","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.01.06.2008;open_data_jabar:32.01.06.2008;kodepos_dev:32.01.06.2008","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:68;open_data_jabar:17421;kodepos_dev:68","2026-08-11","two_source_candidate","16830","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","16835","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","16835","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.01.06.2009","32","JAWA BARAT","32.01","KAB. BOGOR","32.01.06","JONGGOL","JONGGOL","16831","16830","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","16839","16830","16830","16830;16839","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.01.06.2009;open_data_jabar:32.01.06.2009;kodepos_dev:32.01.06.2009","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:69;open_data_jabar:17422;kodepos_dev:69","2026-08-11","two_source_candidate","16830","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","16831","matches_neither","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_pos_indonesia","16831","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.01.06.2010","32","JAWA BARAT","32.01","KAB. BOGOR","32.01.06","JONGGOL","BENDUNGAN","16838","16830","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","16838","16830","16830","16830;16838","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.01.06.2010;open_data_jabar:32.01.06.2010;kodepos_dev:32.01.06.2010","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:70;open_data_jabar:17423;kodepos_dev:70","2026-08-11","two_source_candidate","16830","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","16838","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","16838","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.01.06.2011","32","JAWA BARAT","32.01","KAB. BOGOR","32.01.06","JONGGOL","SINGASARI","16833","16830","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","16833","16830","16830","16830;16833","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.01.06.2011;open_data_jabar:32.01.06.2011;kodepos_dev:32.01.06.2011","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:71;open_data_jabar:17424;kodepos_dev:71","2026-08-11","two_source_candidate","16830","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","16833","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","16833","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.01.06.2012","32","JAWA BARAT","32.01","KAB. BOGOR","32.01.06","JONGGOL","BALEKAMBANG","16837","16830","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","16837","16830","16830","16830;16837","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.01.06.2012;open_data_jabar:32.01.06.2012;kodepos_dev:32.01.06.2012","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:72;open_data_jabar:17426;kodepos_dev:72","2026-08-11","two_source_candidate","16830","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","16837","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","16837","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
