village_code,province_code,province_name,city_code,city_name,district_code,district_name,village_name,postal_code,postal_code_candidate,candidate_status,candidate_sources,postal_code_diskominfo,postal_code_open_data_jabar,postal_code_kodepos_dev,postal_candidates,verification_status,confidence,review_required,selected_reason,administrative_resolution_applied,former_village_code,source_village_codes,source_ids,source_rows,snapshot,review_case_type,suggested_postal_code,suggestion_basis,unresolved_pattern,district_cluster_id,triplet_cluster_id,affected_rows_if_same_pattern,existing_pos_observation,existing_pos_match,existing_pos_evidence_url,reviewer,review_status,review_decision,reviewed_postal_code,evidence_source_name,evidence_url,evidence_checked_at,evidence_scope,review_notes,second_reviewer,second_review_status
32.16.10.2007,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.10,KARANG BAHAGIA,KARANGSATU,,,,,17537,17537,17535,17535;17537,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.16.10.2007;open_data_jabar:32.16.10.2007;kodepos_dev:32.16.10.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5096;open_data_jabar:23009;kodepos_dev:5096,2026-08-11,local_government_consensus_api_conflict,17537,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.16.12.2001,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.12,KEDUNG WARINGIN,KARANGSAMBUNG,,,,,17545,17545,17540,17540;17545,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.16.12.2001;open_data_jabar:32.16.12.2001;kodepos_dev:32.16.12.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5106;open_data_jabar:23020;kodepos_dev:5106,2026-08-11,local_government_consensus_api_conflict,17545,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.16.12.2002,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.12,KEDUNG WARINGIN,WARINGINJAYA,,,,,17546,17546,17540,17540;17546,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.16.12.2002;open_data_jabar:32.16.12.2002;kodepos_dev:32.16.12.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5107;open_data_jabar:23021;kodepos_dev:5107,2026-08-11,local_government_consensus_api_conflict,17546,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.16.12.2003,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.12,KEDUNG WARINGIN,KARANGMEKAR,,,,,17542,17542,17540,17540;17542,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.16.12.2003;open_data_jabar:32.16.12.2003;kodepos_dev:32.16.12.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5108;open_data_jabar:23022;kodepos_dev:5108,2026-08-11,local_government_consensus_api_conflict,17542,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.16.12.2004,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.12,KEDUNG WARINGIN,MEKARJAYA,,,,,17543,17543,17540,17540;17543,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.16.12.2004;open_data_jabar:32.16.12.2004;kodepos_dev:32.16.12.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5109;open_data_jabar:23023;kodepos_dev:5109,2026-08-11,local_government_consensus_api_conflict,17543,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.16.12.2005,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.12,KEDUNG WARINGIN,KARANGHARUM,,,,,17544,17544,17540,17540;17544,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.16.12.2005;open_data_jabar:32.16.12.2005;kodepos_dev:32.16.12.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5110;open_data_jabar:23024;kodepos_dev:5110,2026-08-11,local_government_consensus_api_conflict,17544,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.16.12.2006,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.12,KEDUNG WARINGIN,BOJONGSARI,,,,,17547,17547,17540,17540;17547,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.16.12.2006;open_data_jabar:32.16.12.2006;kodepos_dev:32.16.12.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5111;open_data_jabar:23025;kodepos_dev:5111,2026-08-11,local_government_consensus_api_conflict,17547,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.16.12.2007,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.12,KEDUNG WARINGIN,KEDUNGWARINGIN,,,,,17541,17541,17540,17540;17541,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.16.12.2007;open_data_jabar:32.16.12.2007;kodepos_dev:32.16.12.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5112;open_data_jabar:23027;kodepos_dev:5112,2026-08-11,local_government_consensus_api_conflict,17541,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.16.13.2001,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.13,PEBAYURAN,KARANGHARJA,,,,,17715,17715,17710,17710;17715,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.16.13.2001;open_data_jabar:32.16.13.2001;kodepos_dev:32.16.13.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5113;open_data_jabar:23029;kodepos_dev:5114,2026-08-11,local_government_consensus_api_conflict,17715,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.16.15.2004,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.15,SUKATANI,SUKAASIH,,,,,17636,17636,17631,17631;17636,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.16.15.2004;open_data_jabar:32.16.15.2004;kodepos_dev:32.16.15.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5136;open_data_jabar:23053;kodepos_dev:5136,2026-08-11,local_government_consensus_api_conflict,17636,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.16.15.2006,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.15,SUKATANI,BANJARSARI,,,,,17635,17635,17631,17631;17635,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.16.15.2006;open_data_jabar:32.16.15.2006;kodepos_dev:32.16.15.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5138;open_data_jabar:23055;kodepos_dev:5138,2026-08-11,local_government_consensus_api_conflict,17635,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.16.16.2001,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.16,CABANGBUNGIN,JAYABAKTI,,,,,17723,17723,17720,17720;17723,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.16.16.2001;open_data_jabar:32.16.16.2001;kodepos_dev:32.16.16.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5140;open_data_jabar:23057;kodepos_dev:5140,2026-08-11,local_government_consensus_api_conflict,17723,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.16.16.2002,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.16,CABANGBUNGIN,JAYALAKSANA,,,,,17726,17726,17720,17720;17726,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.16.16.2002;open_data_jabar:32.16.16.2002;kodepos_dev:32.16.16.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5141;open_data_jabar:23058;kodepos_dev:5141,2026-08-11,local_government_consensus_api_conflict,17726,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.16.16.2004,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.16,CABANGBUNGIN,SINDANGJAYA,,,,,17724,17724,17720,17720;17724,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.16.16.2004;open_data_jabar:32.16.16.2004;kodepos_dev:32.16.16.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5143;open_data_jabar:23061;kodepos_dev:5143,2026-08-11,local_government_consensus_api_conflict,17724,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.16.16.2006,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.16,CABANGBUNGIN,SETIAJAYA,,,,,17721,17721,17720,17720;17721,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.16.16.2006;open_data_jabar:32.16.16.2006;kodepos_dev:32.16.16.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5145;open_data_jabar:23063;kodepos_dev:5145,2026-08-11,local_government_consensus_api_conflict,17721,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.16.16.2007,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.16,CABANGBUNGIN,LENGGAHJAYA,,,,,17728,17728,17720,17720;17728,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.16.16.2007;open_data_jabar:32.16.16.2007;kodepos_dev:32.16.16.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5146;open_data_jabar:23064;kodepos_dev:5146,2026-08-11,local_government_consensus_api_conflict,17728,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.16.16.2008,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.16,CABANGBUNGIN,LENGGAHSARI,,,,,17722,17722,17720,17720;17722,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.16.16.2008;open_data_jabar:32.16.16.2008;kodepos_dev:32.16.16.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5147;open_data_jabar:23065;kodepos_dev:5147,2026-08-11,local_government_consensus_api_conflict,17722,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.16.17.2001,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.17,MUARAGEMBONG,PANTAI MEKAR,,,,,17731,17731,17730,17730;17731,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.16.17.2001;open_data_jabar:32.16.17.2001;kodepos_dev:32.16.17.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5148;open_data_jabar:23066;kodepos_dev:5148,2026-08-11,local_government_consensus_api_conflict,17731,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.16.17.2002,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.17,MUARAGEMBONG,PANTAI BAHAGIA,,,,,17735,17735,17730,17730;17735,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.16.17.2002;open_data_jabar:32.16.17.2002;kodepos_dev:32.16.17.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5149;open_data_jabar:23067;kodepos_dev:5149,2026-08-11,local_government_consensus_api_conflict,17735,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.16.17.2003,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.17,MUARAGEMBONG,PANTAI BAKTI,,,,,17734,17734,17730,17730;17734,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.16.17.2003;open_data_jabar:32.16.17.2003;kodepos_dev:32.16.17.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5150;open_data_jabar:23068;kodepos_dev:5150,2026-08-11,local_government_consensus_api_conflict,17734,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.16.17.2004,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.17,MUARAGEMBONG,PANTAI HARAPANJAYA,,,,,17732,17732,17730,17730;17732,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.16.17.2004;open_data_jabar:32.16.17.2004;kodepos_dev:32.16.17.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5151;open_data_jabar:23069;kodepos_dev:5151,2026-08-11,local_government_consensus_api_conflict,17732,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.16.20.2003,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.20,CIKARANG PUSAT,PASIRANJI,,,,,17813,17813,17531,17531;17813,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.16.20.2003;open_data_jabar:32.16.20.2003;kodepos_dev:32.16.20.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5174;open_data_jabar:23095;kodepos_dev:5174,2026-08-11,local_government_consensus_api_conflict,17813,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.16.21.2008,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.21,SERANG BARU,JAYASAMPURNA,,,,,17333,17333,17330,17330;17333,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.16.21.2008;open_data_jabar:32.16.21.2008;kodepos_dev:32.16.21.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5185;open_data_jabar:23107;kodepos_dev:5185,2026-08-11,local_government_consensus_api_conflict,17333,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.16.23.2003,32,JAWA BARAT,32.16,KAB. BEKASI,32.16.23,BOJONGMANGU,BOJONGMANGU,,,,,17451,17451,17352,17352;17451,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.16.23.2003;open_data_jabar:32.16.23.2003;kodepos_dev:32.16.23.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5195;open_data_jabar:23119;kodepos_dev:5195,2026-08-11,local_government_consensus_api_conflict,17451,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.17.16.2001,32,JAWA BARAT,32.17,KAB. BANDUNG BARAT,32.17.16,SAGULING,CIKANDE,,,,,40561,40561,40560,40560;40561,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.17.16.2001;open_data_jabar:32.17.16.2001;kodepos_dev:32.17.16.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5358;open_data_jabar:23299;kodepos_dev:5358,2026-08-11,local_government_consensus_api_conflict,40561,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.17.16.2002,32,JAWA BARAT,32.17,KAB. BANDUNG BARAT,32.17.16,SAGULING,JATI,,,,,40561,40561,40560,40560;40561,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.17.16.2002;open_data_jabar:32.17.16.2002;kodepos_dev:32.17.16.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5359;open_data_jabar:23300;kodepos_dev:5359,2026-08-11,local_government_consensus_api_conflict,40561,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.17.16.2003,32,JAWA BARAT,32.17,KAB. BANDUNG BARAT,32.17.16,SAGULING,GIRIMUKTI,,,,,40561,40561,40560,40560;40561,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.17.16.2003;open_data_jabar:32.17.16.2003;kodepos_dev:32.17.16.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5360;open_data_jabar:23301;kodepos_dev:5360,2026-08-11,local_government_consensus_api_conflict,40561,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.17.16.2004,32,JAWA BARAT,32.17,KAB. BANDUNG BARAT,32.17.16,SAGULING,BOJONGHALEUANG,,,,,40561,40561,40560,40560;40561,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.17.16.2004;open_data_jabar:32.17.16.2004;kodepos_dev:32.17.16.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5361;open_data_jabar:23302;kodepos_dev:5361,2026-08-11,local_government_consensus_api_conflict,40561,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.17.16.2006,32,JAWA BARAT,32.17,KAB. BANDUNG BARAT,32.17.16,SAGULING,SAGULING,,,,,40561,40561,40560,40560;40561,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.17.16.2006;open_data_jabar:32.17.16.2006;kodepos_dev:32.17.16.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5363;open_data_jabar:23305;kodepos_dev:5363,2026-08-11,local_government_consensus_api_conflict,40561,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.18.05.2015,32,JAWA BARAT,32.18,KAB. PANGANDARAN,32.18.05,LANGKAPLANCAR,BUNGUR RAYA,,,,,46591,46591,46391,46391;46591,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.18.05.2015;open_data_jabar:32.18.05.2015;kodepos_dev:32.18.05.2015,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5413;open_data_jabar:23362;kodepos_dev:5413,2026-08-11,local_government_consensus_api_conflict,46591,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.71.01.1001,32,JAWA BARAT,32.71,KOTA BOGOR,32.71.01,BOGOR SELATAN,BATU TULIS,,,,,16131,16131,16133,16131;16133,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.71.01.1001;open_data_jabar:32.71.01.1001;kodepos_dev:32.71.01.1001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5457;open_data_jabar:23410;kodepos_dev:5457,2026-08-11,local_government_consensus_api_conflict,16131,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.71.03.1007,32,JAWA BARAT,32.71,KOTA BOGOR,32.71.03,BOGOR TENGAH,TEGALLEGA,,,,,16127,16127,16129,16127;16129,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.71.03.1007;open_data_jabar:32.71.03.1007;kodepos_dev:32.71.03.1007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5485;open_data_jabar:23441;kodepos_dev:5485,2026-08-11,local_government_consensus_api_conflict,16127,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.71.06.1005,32,JAWA BARAT,32.71,KOTA BOGOR,32.71.06,TANAH SAREAL,KEDUNG WARINGIN,,,,,16163,16163,16164,16163;16164,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.71.06.1005;open_data_jabar:32.71.06.1005;kodepos_dev:32.71.06.1005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5518;open_data_jabar:23478;kodepos_dev:5518,2026-08-11,local_government_consensus_api_conflict,16163,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.72.01.1004,32,JAWA BARAT,32.72,KOTA SUKABUMI,32.72.01,GUNUNGPUYUH,KARANG TENGAH,,,,,43124,43124,43121,43121;43124,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.72.01.1004;open_data_jabar:32.72.01.1004;kodepos_dev:32.72.01.1004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5528;open_data_jabar:23489;kodepos_dev:5528,2026-08-11,local_government_consensus_api_conflict,43124,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.72.07.1001,32,JAWA BARAT,32.72,KOTA SUKABUMI,32.72.07,CIBEUREUM,CIBEUREUM HILIR,,,,,43164,43164,43165,43164;43165,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.72.07.1001;open_data_jabar:32.72.07.1001;kodepos_dev:32.72.07.1001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5554;open_data_jabar:23518;kodepos_dev:5554,2026-08-11,local_government_consensus_api_conflict,43164,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.73.22.1003,32,JAWA BARAT,32.73,KOTA BANDUNG,32.73.22,BUAHBATU,CIJAURA,,,,,40286,40286,40287,40286;40287,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.73.22.1003;open_data_jabar:32.73.22.1003;kodepos_dev:32.73.22.1003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5674;open_data_jabar:23651;kodepos_dev:5674,2026-08-11,local_government_consensus_api_conflict,40286,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.73.23.1003,32,JAWA BARAT,32.73,KOTA BANDUNG,32.73.23,RANCASARI,MUNJAHLEGA,,,,,40292,40292,40295,40292;40295,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.73.23.1003;open_data_jabar:32.73.23.1003;kodepos_dev:32.73.23.1003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5678;open_data_jabar:23655;kodepos_dev:5678,2026-08-11,local_government_consensus_api_conflict,40292,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.73.24.1002,32,JAWA BARAT,32.73,KOTA BANDUNG,32.73.24,ARCAMANIK,CISARANTEN BINA HARAPAN,,,,,40293,40293,40294,40293;40294,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.73.24.1002;open_data_jabar:32.73.24.1002;kodepos_dev:32.73.24.1002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5681;open_data_jabar:23658;kodepos_dev:5681,2026-08-11,local_government_consensus_api_conflict,40293,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.73.25.1003,32,JAWA BARAT,32.73,KOTA BANDUNG,32.73.25,CIBIRU,PASIR BIRU,,,,,40299,40299,40615,40299;40615,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.73.25.1003;open_data_jabar:32.73.25.1003;kodepos_dev:32.73.25.1003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:5686;open_data_jabar:23664;kodepos_dev:5686,2026-08-11,local_government_consensus_api_conflict,40299,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
