id,kemendagri_provinsi_kode,kemendagri_kota_kode,kemendagri_kecamatan_kode,kemendagri_kelurahan_kode,kemendagri_provinsi_nama,kemendagri_kota_nama,kemendagri_kecamatan_nama,kemendagri_kelurahan_nama,bps_provinsi_kode,bps_kota_kode,bps_kecamatan_kode,bps_kelurahan_kode,bps_provinsi_nama,bps_kota_nama,bps_kecamatan_nama,bps_kelurahan_nama,latitude,longitude,kode_pos,status_adm
2478,32,32.07,32.07.31,32.07.31.2009,JAWA BARAT,KAB. CIAMIS,SINDANGKASIH,WANASIGRA,32.0,3207.0,3207221.0,3207221009.0,JAWA BARAT,KABUPATEN CIAMIS,SINDANGKASIH,WANASIGRA,-7.31213,108.26019,46268.0,
2479,32,32.07,32.07.32,32.07.32.2001,JAWA BARAT,KAB. CIAMIS,BAREGBEG,BAREGBEG,32.0,3207.0,3207211.0,3207211004.0,JAWA BARAT,KABUPATEN CIAMIS,BAREGBEG,BAREGBEG,-7.30258,108.36184,46274.0,
2480,32,32.07,32.07.32,32.07.32.2002,JAWA BARAT,KAB. CIAMIS,BAREGBEG,SUKAMAJU,32.0,3207.0,3207211.0,3207211001.0,JAWA BARAT,KABUPATEN CIAMIS,BAREGBEG,SUKAMAJU,-7.31246,108.3681,46274.0,
2481,32,32.07,32.07.32,32.07.32.2003,JAWA BARAT,KAB. CIAMIS,BAREGBEG,MEKARJAYA,32.0,3207.0,3207211.0,3207211002.0,JAWA BARAT,KABUPATEN CIAMIS,BAREGBEG,MEKARJAYA,-7.30906,108.35628,46274.0,
2482,32,32.07,32.07.32,32.07.32.2004,JAWA BARAT,KAB. CIAMIS,BAREGBEG,SAGULING,32.0,3207.0,3207211.0,3207211003.0,JAWA BARAT,KABUPATEN CIAMIS,BAREGBEG,SAGULING,-7.2894,108.35268,46274.0,
2483,32,32.07,32.07.32,32.07.32.2005,JAWA BARAT,KAB. CIAMIS,BAREGBEG,PETIRHILIR,32.0,3207.0,3207211.0,3207211005.0,JAWA BARAT,KABUPATEN CIAMIS,BAREGBEG,PETIRHILIR,-7.29948,108.37837,46274.0,
2484,32,32.07,32.07.32,32.07.32.2006,JAWA BARAT,KAB. CIAMIS,BAREGBEG,PUSAKANAGARA,32.0,3207.0,3207211.0,3207211006.0,JAWA BARAT,KABUPATEN CIAMIS,BAREGBEG,PUSAKANAGARA,-7.29326,108.38858,46274.0,
2485,32,32.07,32.07.32,32.07.32.2007,JAWA BARAT,KAB. CIAMIS,BAREGBEG,JELAT,32.0,3207.0,3207211.0,3207211008.0,JAWA BARAT,KABUPATEN CIAMIS,BAREGBEG,JELAT,-7.28299,108.37363,46274.0,
2486,32,32.07,32.07.32,32.07.32.2008,JAWA BARAT,KAB. CIAMIS,BAREGBEG,KARANGAMPEL,32.0,3207.0,3207211.0,3207211007.0,JAWA BARAT,KABUPATEN CIAMIS,BAREGBEG,KARANGAMPEL,-7.28319,108.41311,46274.0,
2487,32,32.07,32.07.32,32.07.32.2009,JAWA BARAT,KAB. CIAMIS,BAREGBEG,SUKAMULYA,32.0,3207.0,3207211.0,3207211009.0,JAWA BARAT,KABUPATEN CIAMIS,BAREGBEG,SUKAMULYA,-7.2755,108.34958,46274.0,
2488,32,32.07,32.07.33,32.07.33.2001,JAWA BARAT,KAB. CIAMIS,SUKAMANTRI,SUKAMANTRI,32.0,3207.0,3207291.0,3207291002.0,JAWA BARAT,KABUPATEN CIAMIS,SUKAMANTRI,SUKAMANTRI,-7.07595,108.2815,46265.0,
2489,32,32.07,32.07.33,32.07.33.2002,JAWA BARAT,KAB. CIAMIS,SUKAMANTRI,TENGGERRAHARJA,32.0,3207.0,3207291.0,3207291001.0,JAWA BARAT,KABUPATEN CIAMIS,SUKAMANTRI,TENGGERRAHARJA,-7.07595,108.2815,46265.0,
2490,32,32.07,32.07.33,32.07.33.2003,JAWA BARAT,KAB. CIAMIS,SUKAMANTRI,CIBEUREUM,32.0,3207.0,3207291.0,3207291003.0,JAWA BARAT,KABUPATEN CIAMIS,SUKAMANTRI,CIBEUREUM,-7.08269,108.29836,46265.0,
2491,32,32.07,32.07.33,32.07.33.2004,JAWA BARAT,KAB. CIAMIS,SUKAMANTRI,SINDANGLAYA,32.0,3207.0,3207291.0,3207291004.0,JAWA BARAT,KABUPATEN CIAMIS,SUKAMANTRI,SINDANGLAYA,-7.08805,108.31265,46265.0,
2492,32,32.07,32.07.33,32.07.33.2005,JAWA BARAT,KAB. CIAMIS,SUKAMANTRI,MEKARWANGI,32.0,3207.0,3207291.0,3207291005.0,JAWA BARAT,KABUPATEN CIAMIS,SUKAMANTRI,MEKARWANGI,-7.07595,108.2815,46265.0,
2493,32,32.07,32.07.34,32.07.34.2001,JAWA BARAT,KAB. CIAMIS,LUMBUNG,CIKUPA,32.0,3207.0,3207281.0,3207281001.0,JAWA BARAT,KABUPATEN CIAMIS,LUMBUNG,CIKUPA,-7.1617,108.32379,46258.0,
2494,32,32.07,32.07.34,32.07.34.2002,JAWA BARAT,KAB. CIAMIS,LUMBUNG,SUKARAHARJA,32.0,3207.0,3207281.0,3207281002.0,JAWA BARAT,KABUPATEN CIAMIS,LUMBUNG,SUKARAHARJA,-7.1617,108.32379,46258.0,
2495,32,32.07,32.07.34,32.07.34.2003,JAWA BARAT,KAB. CIAMIS,LUMBUNG,LUMBUNG,,,,,,,,,-7.1617,108.32379,46258.0,
2496,32,32.07,32.07.34,32.07.34.2004,JAWA BARAT,KAB. CIAMIS,LUMBUNG,LUMBUNGSARI,32.0,3207.0,3207281.0,3207281006.0,JAWA BARAT,KABUPATEN CIAMIS,LUMBUNG,LUMBUNGSARI,-7.1617,108.32379,46258.0,
2497,32,32.07,32.07.34,32.07.34.2005,JAWA BARAT,KAB. CIAMIS,LUMBUNG,AWILUAR,32.0,3207.0,3207281.0,3207281003.0,JAWA BARAT,KABUPATEN CIAMIS,LUMBUNG,AWILUAR,-7.16507,108.34207,46258.0,
2498,32,32.07,32.07.34,32.07.34.2006,JAWA BARAT,KAB. CIAMIS,LUMBUNG,DARMARAJA,32.0,3207.0,3207281.0,3207281005.0,JAWA BARAT,KABUPATEN CIAMIS,LUMBUNG,DARMARAJA,-7.1617,108.32379,46258.0,
2499,32,32.07,32.07.34,32.07.34.2007,JAWA BARAT,KAB. CIAMIS,LUMBUNG,RAWA,32.0,3207.0,3207281.0,3207281007.0,JAWA BARAT,KABUPATEN CIAMIS,LUMBUNG,RAWA,-7.1617,108.32379,46258.0,
2500,32,32.07,32.07.34,32.07.34.2008,JAWA BARAT,KAB. CIAMIS,LUMBUNG,SADEWATA,32.0,3207.0,3207281.0,3207281008.0,JAWA BARAT,KABUPATEN CIAMIS,LUMBUNG,SADEWATA,-7.1617,108.32379,46258.0,
2501,32,32.07,32.07.35,32.07.35.2001,JAWA BARAT,KAB. CIAMIS,PURWADADI,BANTARDAWA,32.0,3207.0,3207111.0,3207111002.0,JAWA BARAT,KABUPATEN CIAMIS,PURWADADI,BANTARDAWA,-7.4403,108.61836,46286.0,
2502,32,32.07,32.07.35,32.07.35.2002,JAWA BARAT,KAB. CIAMIS,PURWADADI,PURWADADI,32.0,3207.0,3207111.0,3207111004.0,JAWA BARAT,KABUPATEN CIAMIS,PURWADADI,PURWADADI,-7.45119,108.65968,46286.0,
2503,32,32.07,32.07.35,32.07.35.2003,JAWA BARAT,KAB. CIAMIS,PURWADADI,PURWAJAYA,32.0,3207.0,3207111.0,3207111005.0,JAWA BARAT,KABUPATEN CIAMIS,PURWADADI,PURWAJAYA,-7.45925,108.68529,46286.0,
2504,32,32.07,32.07.35,32.07.35.2004,JAWA BARAT,KAB. CIAMIS,PURWADADI,KARANGPANINGAL,32.0,3207.0,3207111.0,3207111007.0,JAWA BARAT,KABUPATEN CIAMIS,PURWADADI,KARANGPANINGAL,-7.44102,108.66727,46286.0,
2505,32,32.07,32.07.35,32.07.35.2005,JAWA BARAT,KAB. CIAMIS,PURWADADI,SIDARAHAYU,32.0,3207.0,3207111.0,3207111006.0,JAWA BARAT,KABUPATEN CIAMIS,PURWADADI,SIDARAHAYU,-7.45662,108.7109,46286.0,
2506,32,32.07,32.07.35,32.07.35.2006,JAWA BARAT,KAB. CIAMIS,PURWADADI,PADARINGAN,32.0,3207.0,3207111.0,3207111009.0,JAWA BARAT,KABUPATEN CIAMIS,PURWADADI,PADARINGAN,-7.42143,108.61028,46286.0,
2507,32,32.07,32.07.35,32.07.35.2007,JAWA BARAT,KAB. CIAMIS,PURWADADI,PASIRLAWANG,32.0,3207.0,3207111.0,3207111003.0,JAWA BARAT,KABUPATEN CIAMIS,PURWADADI,PASIRLAWANG,-7.44418,108.64289,46286.0,
2508,32,32.07,32.07.35,32.07.35.2008,JAWA BARAT,KAB. CIAMIS,PURWADADI,KUTAWARINGIN,32.0,3207.0,3207111.0,3207111001.0,JAWA BARAT,KABUPATEN CIAMIS,PURWADADI,KUTAWARINGIN,-7.43501,108.59115,46286.0,
2509,32,32.07,32.07.35,32.07.35.2009,JAWA BARAT,KAB. CIAMIS,PURWADADI,SUKAMULYA,32.0,3207.0,3207111.0,3207111008.0,JAWA BARAT,KABUPATEN CIAMIS,PURWADADI,SUKAMULYA,-7.42529,108.63862,46286.0,
2510,32,32.07,32.07.37,32.07.37.2001,JAWA BARAT,KAB. CIAMIS,BANJARANYAR,PASAWAHAN,32.0,3207.0,3207101.0,3207101006.0,JAWA BARAT,KABUPATEN CIAMIS,BANJARANYAR,PASAWAHAN,-7.51549,108.55173,46283.0,
2511,32,32.07,32.07.37,32.07.37.2002,JAWA BARAT,KAB. CIAMIS,BANJARANYAR,BANJARANYAR,32.0,3207.0,3207101.0,3207101004.0,JAWA BARAT,KABUPATEN CIAMIS,BANJARANYAR,BANJARANYAR,-7.51549,108.55173,46283.0,
2512,32,32.07,32.07.37,32.07.37.2003,JAWA BARAT,KAB. CIAMIS,BANJARANYAR,CIGAYAM,32.0,3207.0,3207101.0,3207101003.0,JAWA BARAT,KABUPATEN CIAMIS,BANJARANYAR,CIGAYAM,-7.51549,108.55173,46283.0,
2513,32,32.07,32.07.37,32.07.37.2004,JAWA BARAT,KAB. CIAMIS,BANJARANYAR,LANGKAPSARI,32.0,3207.0,3207101.0,3207101009.0,JAWA BARAT,KABUPATEN CIAMIS,BANJARANYAR,LANGKAPSARI,-7.49077,108.58974,46283.0,
2514,32,32.07,32.07.37,32.07.37.2005,JAWA BARAT,KAB. CIAMIS,BANJARANYAR,KALIJAYA,32.0,3207.0,3207101.0,3207101005.0,JAWA BARAT,KABUPATEN CIAMIS,BANJARANYAR,KALIJAYA,-7.51549,108.55173,46283.0,
2515,32,32.07,32.07.37,32.07.37.2006,JAWA BARAT,KAB. CIAMIS,BANJARANYAR,SINDANGRASA,32.0,3207.0,3207101.0,3207101008.0,JAWA BARAT,KABUPATEN CIAMIS,BANJARANYAR,SINDANGRASA,-7.46888,108.59703,46283.0,
2516,32,32.07,32.07.37,32.07.37.2007,JAWA BARAT,KAB. CIAMIS,BANJARANYAR,CIKASO,32.0,3207.0,3207101.0,3207101007.0,JAWA BARAT,KABUPATEN CIAMIS,BANJARANYAR,CIKASO,-7.51549,108.55173,46283.0,
2517,32,32.07,32.07.37,32.07.37.2008,JAWA BARAT,KAB. CIAMIS,BANJARANYAR,CIKUPA,32.0,3207.0,3207101.0,3207101001.0,JAWA BARAT,KABUPATEN CIAMIS,BANJARANYAR,CIKUPA,-7.51549,108.55173,46283.0,
2518,32,32.07,32.07.37,32.07.37.2009,JAWA BARAT,KAB. CIAMIS,BANJARANYAR,KARYAMUKTI,32.0,3207.0,3207101.0,3207101002.0,JAWA BARAT,KABUPATEN CIAMIS,BANJARANYAR,KARYAMUKTI,-7.48469,108.50657,46283.0,
2519,32,32.07,32.07.37,32.07.37.2010,JAWA BARAT,KAB. CIAMIS,BANJARANYAR,TANJUNGSARI,32.0,3207.0,3207101.0,3207101010.0,JAWA BARAT,KABUPATEN CIAMIS,BANJARANYAR,TANJUNGSARI,-7.51549,108.55173,46283.0,
2520,32,32.08,32.08.01,32.08.01.2001,JAWA BARAT,KAB. KUNINGAN,KADUGEDE,SINDANGJAWA,32.0,3208.0,3208020.0,3208020004.0,JAWA BARAT,KABUPATEN KUNINGAN,KADUGEDE,SINDANGJAWA,-7.0208,108.45187,45561.0,
2521,32,32.08,32.08.01,32.08.01.2002,JAWA BARAT,KAB. KUNINGAN,KADUGEDE,CIKETAK,32.0,3208.0,3208020.0,3208020010.0,JAWA BARAT,KABUPATEN KUNINGAN,KADUGEDE,CIKETAK,-7.01137,108.45893,45561.0,
2522,32,32.08,32.08.01,32.08.01.2003,JAWA BARAT,KAB. KUNINGAN,KADUGEDE,NANGKA,32.0,3208.0,3208020.0,3208020011.0,JAWA BARAT,KABUPATEN KUNINGAN,KADUGEDE,NANGKA,-7.00896,108.47115,45561.0,
2523,32,32.08,32.08.01,32.08.01.2004,JAWA BARAT,KAB. KUNINGAN,KADUGEDE,WINDUJANTEN,32.0,3208.0,3208020.0,3208020012.0,JAWA BARAT,KABUPATEN KUNINGAN,KADUGEDE,WINDUJANTEN,-6.99324,108.46081,45561.0,
2524,32,32.08,32.08.01,32.08.01.2005,JAWA BARAT,KAB. KUNINGAN,KADUGEDE,KADUGEDE,32.0,3208.0,3208020.0,3208020009.0,JAWA BARAT,KABUPATEN KUNINGAN,KADUGEDE,KADUGEDE,-6.99834,108.45787,45561.0,
2525,32,32.08,32.08.01,32.08.01.2006,JAWA BARAT,KAB. KUNINGAN,KADUGEDE,BABATAN,32.0,3208.0,3208020.0,3208020014.0,JAWA BARAT,KABUPATEN KUNINGAN,KADUGEDE,BABATAN,-7.0044,108.45304,45561.0,
2526,32,32.08,32.08.01,32.08.01.2007,JAWA BARAT,KAB. KUNINGAN,KADUGEDE,CIPONDOK,32.0,3208.0,3208020.0,3208020013.0,JAWA BARAT,KABUPATEN KUNINGAN,KADUGEDE,CIPONDOK,-6.99678,108.45888,45561.0,
2527,32,32.08,32.08.01,32.08.01.2008,JAWA BARAT,KAB. KUNINGAN,KADUGEDE,BAYUNING,32.0,3208.0,3208020.0,3208020015.0,JAWA BARAT,KABUPATEN KUNINGAN,KADUGEDE,BAYUNING,-6.99284,108.44741,45561.0,
2528,32,32.08,32.08.01,32.08.01.2009,JAWA BARAT,KAB. KUNINGAN,KADUGEDE,TINGGAR,32.0,3208.0,3208020.0,3208020018.0,JAWA BARAT,KABUPATEN KUNINGAN,KADUGEDE,TINGGAR,-6.98874,108.43887,45561.0,
2529,32,32.08,32.08.01,32.08.01.2010,JAWA BARAT,KAB. KUNINGAN,KADUGEDE,CIHERANG,32.0,3208.0,3208020.0,3208020017.0,JAWA BARAT,KABUPATEN KUNINGAN,KADUGEDE,CIHERANG,-6.9854,108.43125,45561.0,
2530,32,32.08,32.08.01,32.08.01.2011,JAWA BARAT,KAB. KUNINGAN,KADUGEDE,CISUKADANA,32.0,3208.0,3208020.0,3208020019.0,JAWA BARAT,KABUPATEN KUNINGAN,KADUGEDE,CISUKADANA,-6.97588,108.42656,45561.0,
2531,32,32.08,32.08.01,32.08.01.2012,JAWA BARAT,KAB. KUNINGAN,KADUGEDE,MARGABAKTI,32.0,3208.0,3208020.0,3208020003.0,JAWA BARAT,KABUPATEN KUNINGAN,KADUGEDE,MARGABAKTI,-7.00344,108.44623,45561.0,
2532,32,32.08,32.08.02,32.08.02.2001,JAWA BARAT,KAB. KUNINGAN,CINIRU,PINARA,32.0,3208.0,3208030.0,3208030010.0,JAWA BARAT,KABUPATEN KUNINGAN,CINIRU,PINARA,-7.04217,108.503,45565.0,
2533,32,32.08,32.08.02,32.08.02.2002,JAWA BARAT,KAB. KUNINGAN,CINIRU,CIJEUMIT,32.0,3208.0,3208030.0,3208030013.0,JAWA BARAT,KABUPATEN KUNINGAN,CINIRU,CIJEMIT,-7.04217,108.503,45565.0,
2534,32,32.08,32.08.02,32.08.02.2003,JAWA BARAT,KAB. KUNINGAN,CINIRU,CIPEDES,32.0,3208.0,3208030.0,3208030011.0,JAWA BARAT,KABUPATEN KUNINGAN,CINIRU,CIPEDES,-7.06474,108.53254,45565.0,
2535,32,32.08,32.08.02,32.08.02.2004,JAWA BARAT,KAB. KUNINGAN,CINIRU,CINIRU,32.0,3208.0,3208030.0,3208030014.0,JAWA BARAT,KABUPATEN KUNINGAN,CINIRU,CINIRU,-7.04217,108.503,45565.0,
2536,32,32.08,32.08.02,32.08.02.2005,JAWA BARAT,KAB. KUNINGAN,CINIRU,RAMBATAN,32.0,3208.0,3208030.0,3208030015.0,JAWA BARAT,KABUPATEN KUNINGAN,CINIRU,RAMBATAN,-7.03313,108.48115,45565.0,
2537,32,32.08,32.08.02,32.08.02.2006,JAWA BARAT,KAB. KUNINGAN,CINIRU,LONGKEWANG,32.0,3208.0,3208030.0,3208030016.0,JAWA BARAT,KABUPATEN KUNINGAN,CINIRU,LONGKEWANG,-7.02241,108.47558,45565.0,
2538,32,32.08,32.08.02,32.08.02.2007,JAWA BARAT,KAB. KUNINGAN,CINIRU,MUNGKALDATAR,32.0,3208.0,3208030.0,3208030017.0,JAWA BARAT,KABUPATEN KUNINGAN,CINIRU,MUNGKALDATAR,-7.02042,108.48734,45565.0,
2539,32,32.08,32.08.02,32.08.02.2008,JAWA BARAT,KAB. KUNINGAN,CINIRU,GUNUNGMANIK,32.0,3208.0,3208030.0,3208030009.0,JAWA BARAT,KABUPATEN KUNINGAN,CINIRU,GUNUNGMANIK,-7.04217,108.503,45565.0,
2540,32,32.08,32.08.02,32.08.02.2009,JAWA BARAT,KAB. KUNINGAN,CINIRU,PAMUPUKAN,32.0,3208.0,3208030.0,3208030012.0,JAWA BARAT,KABUPATEN KUNINGAN,CINIRU,PAMUPUKAN,-7.04625,108.5275,45565.0,
2541,32,32.08,32.08.03,32.08.03.2001,JAWA BARAT,KAB. KUNINGAN,SUBANG,TANGKOLO,32.0,3208.0,3208050.0,3208050001.0,JAWA BARAT,KABUPATEN KUNINGAN,SUBANG,TANGKOLO,-7.13387,108.53547,45586.0,
2542,32,32.08,32.08.03,32.08.03.2002,JAWA BARAT,KAB. KUNINGAN,SUBANG,PAMULIHAN,32.0,3208.0,3208050.0,3208050002.0,JAWA BARAT,KABUPATEN KUNINGAN,SUBANG,PAMULIHAN,-7.14463,108.54585,45586.0,
2543,32,32.08,32.08.03,32.08.03.2003,JAWA BARAT,KAB. KUNINGAN,SUBANG,SUBANG,32.0,3208.0,3208050.0,3208050009.0,JAWA BARAT,KABUPATEN KUNINGAN,SUBANG,SUBANG,-7.13387,108.53547,45586.0,
2544,32,32.08,32.08.03,32.08.03.2004,JAWA BARAT,KAB. KUNINGAN,SUBANG,GUNUNGACI,32.0,3208.0,3208050.0,3208050011.0,JAWA BARAT,KABUPATEN KUNINGAN,SUBANG,GUNUNGACI,-7.10306,108.53279,45586.0,
2545,32,32.08,32.08.03,32.08.03.2005,JAWA BARAT,KAB. KUNINGAN,SUBANG,SITUGEDE,32.0,3208.0,3208050.0,3208050012.0,JAWA BARAT,KABUPATEN KUNINGAN,SUBANG,SITUGEDE,-7.11086,108.56123,45586.0,
2546,32,32.08,32.08.03,32.08.03.2006,JAWA BARAT,KAB. KUNINGAN,SUBANG,BANGUNJAYA,32.0,3208.0,3208050.0,3208050010.0,JAWA BARAT,KABUPATEN KUNINGAN,SUBANG,BANGUNJAYA,-7.12748,108.53061,45586.0,
2547,32,32.08,32.08.03,32.08.03.2007,JAWA BARAT,KAB. KUNINGAN,SUBANG,JATISARI,32.0,3208.0,3208050.0,3208050004.0,JAWA BARAT,KABUPATEN KUNINGAN,SUBANG,JATISARI,-7.16088,108.54804,45586.0,
2548,32,32.08,32.08.04,32.08.04.2001,JAWA BARAT,KAB. KUNINGAN,CIWARU,SUMBERJAYA,32.0,3208.0,3208060.0,3208060007.0,JAWA BARAT,KABUPATEN KUNINGAN,CIWARU,SUMBERJAYA,-7.10925,108.6166,45583.0,
2549,32,32.08,32.08.04,32.08.04.2002,JAWA BARAT,KAB. KUNINGAN,CIWARU,CILAYUNG,32.0,3208.0,3208060.0,3208060009.0,JAWA BARAT,KABUPATEN KUNINGAN,CIWARU,CILAYUNG,-7.0782,108.61373,45583.0,
2550,32,32.08,32.08.04,32.08.04.2003,JAWA BARAT,KAB. KUNINGAN,CIWARU,CIWARU,32.0,3208.0,3208060.0,3208060010.0,JAWA BARAT,KABUPATEN KUNINGAN,CIWARU,CIWARU,-7.07986,108.6248,45583.0,
2551,32,32.08,32.08.04,32.08.04.2004,JAWA BARAT,KAB. KUNINGAN,CIWARU,GARAJATI,32.0,3208.0,3208060.0,3208060014.0,JAWA BARAT,KABUPATEN KUNINGAN,CIWARU,GARAJATI,-7.0524,108.66107,45583.0,
2552,32,32.08,32.08.04,32.08.04.2005,JAWA BARAT,KAB. KUNINGAN,CIWARU,BAOK,32.0,3208.0,3208060.0,3208060016.0,JAWA BARAT,KABUPATEN KUNINGAN,CIWARU,BAOK,-7.04565,108.65176,45583.0,
2553,32,32.08,32.08.04,32.08.04.2006,JAWA BARAT,KAB. KUNINGAN,CIWARU,ANDAMUI,32.0,3208.0,3208060.0,3208060017.0,JAWA BARAT,KABUPATEN KUNINGAN,CIWARU,ANDAMUI,-7.03743,108.65363,45583.0,
2554,32,32.08,32.08.04,32.08.04.2007,JAWA BARAT,KAB. KUNINGAN,CIWARU,SAGARANTEN,32.0,3208.0,3208060.0,3208060006.0,JAWA BARAT,KABUPATEN KUNINGAN,CIWARU,SAGARANTEN,-7.10999,108.63991,45583.0,
2555,32,32.08,32.08.04,32.08.04.2008,JAWA BARAT,KAB. KUNINGAN,CIWARU,CITUNDUN,32.0,3208.0,3208060.0,3208060001.0,JAWA BARAT,KABUPATEN KUNINGAN,CIWARU,CITUNDUN,-7.11954,108.6326,45583.0,
2556,32,32.08,32.08.04,32.08.04.2009,JAWA BARAT,KAB. KUNINGAN,CIWARU,LEBAKHERANG,32.0,3208.0,3208060.0,3208060008.0,JAWA BARAT,KABUPATEN KUNINGAN,CIWARU,LEBAKHERANG,-7.08961,108.59811,45583.0,
2557,32,32.08,32.08.04,32.08.04.2010,JAWA BARAT,KAB. KUNINGAN,CIWARU,KARANGBARU,32.0,3208.0,3208060.0,3208060013.0,JAWA BARAT,KABUPATEN KUNINGAN,CIWARU,KARANGBARU,-7.0621,108.64682,45583.0,
2558,32,32.08,32.08.04,32.08.04.2011,JAWA BARAT,KAB. KUNINGAN,CIWARU,LINGGAJAYA,32.0,3208.0,3208060.0,3208060011.0,JAWA BARAT,KABUPATEN KUNINGAN,CIWARU,LINGGA JAYA,-7.0887,108.64418,45583.0,
2559,32,32.08,32.08.04,32.08.04.2012,JAWA BARAT,KAB. KUNINGAN,CIWARU,CITIKUR,32.0,3208.0,3208060.0,3208060018.0,JAWA BARAT,KABUPATEN KUNINGAN,CIWARU,CITIKUR,-7.09201,108.60944,45583.0,
2560,32,32.08,32.08.05,32.08.05.2001,JAWA BARAT,KAB. KUNINGAN,CIBINGBIN,CIPONDOH,32.0,3208.0,3208070.0,3208070003.0,JAWA BARAT,KABUPATEN KUNINGAN,CIBINGBIN,CIPONDOK,-7.05898,108.77133,45587.0,
2561,32,32.08,32.08.05,32.08.05.2002,JAWA BARAT,KAB. KUNINGAN,CIBINGBIN,SINDANGJAWA,32.0,3208.0,3208070.0,3208070005.0,JAWA BARAT,KABUPATEN KUNINGAN,CIBINGBIN,SINDANGJAWA,-7.0208,108.45187,45561.0,
2562,32,32.08,32.08.05,32.08.05.2003,JAWA BARAT,KAB. KUNINGAN,CIBINGBIN,CIANGIR,32.0,3208.0,3208070.0,3208070002.0,JAWA BARAT,KABUPATEN KUNINGAN,CIBINGBIN,CIANGIR,-7.05898,108.77133,45587.0,
2563,32,32.08,32.08.05,32.08.05.2004,JAWA BARAT,KAB. KUNINGAN,CIBINGBIN,CIBINGBIN,32.0,3208.0,3208070.0,3208070012.0,JAWA BARAT,KABUPATEN KUNINGAN,CIBINGBIN,CIBINGBIN,-7.05898,108.77133,45587.0,
2564,32,32.08,32.08.05,32.08.05.2005,JAWA BARAT,KAB. KUNINGAN,CIBINGBIN,CITENJO,32.0,3208.0,3208070.0,3208070013.0,JAWA BARAT,KABUPATEN KUNINGAN,CIBINGBIN,CITENJO,-7.05898,108.77133,45587.0,
2565,32,32.08,32.08.05,32.08.05.2006,JAWA BARAT,KAB. KUNINGAN,CIBINGBIN,DUKUHBADAG,32.0,3208.0,3208070.0,3208070014.0,JAWA BARAT,KABUPATEN KUNINGAN,CIBINGBIN,DUKUHBADAG,-7.05898,108.77133,45587.0,
2566,32,32.08,32.08.05,32.08.05.2007,JAWA BARAT,KAB. KUNINGAN,CIBINGBIN,BANTARPANJANG,32.0,3208.0,3208070.0,3208070018.0,JAWA BARAT,KABUPATEN KUNINGAN,CIBINGBIN,BANTARPANJANG,-7.05898,108.77133,45587.0,
2567,32,32.08,32.08.05,32.08.05.2008,JAWA BARAT,KAB. KUNINGAN,CIBINGBIN,SUKAMAJU,32.0,3208.0,3208070.0,3208070011.0,JAWA BARAT,KABUPATEN KUNINGAN,CIBINGBIN,SUKAMAJU,-7.05487,108.74509,45587.0,
2568,32,32.08,32.08.05,32.08.05.2009,JAWA BARAT,KAB. KUNINGAN,CIBINGBIN,SUKAHARJA,32.0,3208.0,3208070.0,3208070004.0,JAWA BARAT,KABUPATEN KUNINGAN,CIBINGBIN,SUKAHARJA,-7.05898,108.77133,45587.0,
2569,32,32.08,32.08.05,32.08.05.2010,JAWA BARAT,KAB. KUNINGAN,CIBINGBIN,CISAAT,32.0,3208.0,3208070.0,3208070017.0,JAWA BARAT,KABUPATEN KUNINGAN,CIBINGBIN,CISAAT,-7.05898,108.77133,45587.0,
2570,32,32.08,32.08.06,32.08.06.2001,JAWA BARAT,KAB. KUNINGAN,LURAGUNG,DUKUHPICUNG,32.0,3208.0,3208080.0,3208080002.0,JAWA BARAT,KABUPATEN KUNINGAN,LURAGUNG,DUKUHPICUNG,-7.05184,108.62774,45581.0,
2571,32,32.08,32.08.06,32.08.06.2002,JAWA BARAT,KAB. KUNINGAN,LURAGUNG,WALAHARCAGEUR,32.0,3208.0,3208080.0,3208080001.0,JAWA BARAT,KABUPATEN KUNINGAN,LURAGUNG,WALAHARCAGEUR,-7.03853,108.60868,45581.0,
2572,32,32.08,32.08.06,32.08.06.2003,JAWA BARAT,KAB. KUNINGAN,LURAGUNG,WILANAGARA,32.0,3208.0,3208080.0,3208080003.0,JAWA BARAT,KABUPATEN KUNINGAN,LURAGUNG,WILANAGARA,-7.03785,108.62273,45581.0,
2573,32,32.08,32.08.06,32.08.06.2004,JAWA BARAT,KAB. KUNINGAN,LURAGUNG,CIGEDANG,32.0,3208.0,3208080.0,3208080005.0,JAWA BARAT,KABUPATEN KUNINGAN,LURAGUNG,CIGEDANG,-7.02993,108.64014,45581.0,
2574,32,32.08,32.08.06,32.08.06.2005,JAWA BARAT,KAB. KUNINGAN,LURAGUNG,LURAGUNG TONGGOH,32.0,3208.0,3208080.0,3208080006.0,JAWA BARAT,KABUPATEN KUNINGAN,LURAGUNG,LURAGUNGTONGGOH,-7.01985,108.66337,45581.0,
2575,32,32.08,32.08.06,32.08.06.2006,JAWA BARAT,KAB. KUNINGAN,LURAGUNG,SINDANGSARI,32.0,3208.0,3208080.0,3208080004.0,JAWA BARAT,KABUPATEN KUNINGAN,LURAGUNG,SINDANGSARI,-7.02936,108.62406,45581.0,
2576,32,32.08,32.08.06,32.08.06.2007,JAWA BARAT,KAB. KUNINGAN,LURAGUNG,CIRAHAYU,32.0,3208.0,3208080.0,3208080008.0,JAWA BARAT,KABUPATEN KUNINGAN,LURAGUNG,CIRAHAYU,-7.01388,108.62211,45581.0,
