id,kemendagri_provinsi_kode,kemendagri_kota_kode,kemendagri_kecamatan_kode,kemendagri_kelurahan_kode,kemendagri_provinsi_nama,kemendagri_kota_nama,kemendagri_kecamatan_nama,kemendagri_kelurahan_nama,bps_provinsi_kode,bps_kota_kode,bps_kecamatan_kode,bps_kelurahan_kode,bps_provinsi_nama,bps_kota_nama,bps_kecamatan_nama,bps_kelurahan_nama,latitude,longitude,kode_pos,status_adm
1,32,32.01,32.01.01,32.01.01.1001,JAWA BARAT,KAB. BOGOR,CIBINONG,PONDOK RAJEG,32.0,3201.0,3201210.0,3201210008.0,JAWA BARAT,KABUPATEN BOGOR,CIBINONG,PONDOK RAJEG,-6.44385,106.82049,16913.0,
2,32,32.01,32.01.01,32.01.01.1002,JAWA BARAT,KAB. BOGOR,CIBINONG,KARADENAN,32.0,3201.0,3201210.0,3201210001.0,JAWA BARAT,KABUPATEN BOGOR,CIBINONG,KARADENAN,-6.51589,106.80804,16913.0,
3,32,32.01,32.01.01,32.01.01.1003,JAWA BARAT,KAB. BOGOR,CIBINONG,HARAPANJAYA,32.0,3201.0,3201210.0,3201210009.0,JAWA BARAT,KABUPATEN BOGOR,CIBINONG,HARAPAN JAYA,-6.46485,106.83956,16914.0,
4,32,32.01,32.01.01,32.01.01.1004,JAWA BARAT,KAB. BOGOR,CIBINONG,NANGGEWER,32.0,3201.0,3201210.0,3201210002.0,JAWA BARAT,KABUPATEN BOGOR,CIBINONG,NANGGEWER,-6.51166,106.84187,16912.0,
5,32,32.01,32.01.01,32.01.01.1005,JAWA BARAT,KAB. BOGOR,CIBINONG,NANGGEWER MEKAR,32.0,3201.0,3201210.0,3201210003.0,JAWA BARAT,KABUPATEN BOGOR,CIBINONG,NANGGEWER MEKAR,-6.50537,106.84286,16912.0,
6,32,32.01,32.01.01,32.01.01.1006,JAWA BARAT,KAB. BOGOR,CIBINONG,CIBINONG,32.0,3201.0,3201210.0,3201210004.0,JAWA BARAT,KABUPATEN BOGOR,CIBINONG,CIBINONG,-6.47891,106.845,16911.0,
7,32,32.01,32.01.01,32.01.01.1007,JAWA BARAT,KAB. BOGOR,CIBINONG,PAKANSARI,32.0,3201.0,3201210.0,3201210005.0,JAWA BARAT,KABUPATEN BOGOR,CIBINONG,PAKANSARI,-6.4851,106.84353,16915.0,
8,32,32.01,32.01.01,32.01.01.1008,JAWA BARAT,KAB. BOGOR,CIBINONG,TENGAH,32.0,3201.0,3201210.0,3201210007.0,JAWA BARAT,KABUPATEN BOGOR,CIBINONG,TENGAH,-6.48118,106.82361,16914.0,
9,32,32.01,32.01.01,32.01.01.1009,JAWA BARAT,KAB. BOGOR,CIBINONG,SUKAHATI,32.0,3201.0,3201210.0,3201210006.0,JAWA BARAT,KABUPATEN BOGOR,CIBINONG,SUKAHATI,-6.49294,106.8132,16913.0,
10,32,32.01,32.01.01,32.01.01.1010,JAWA BARAT,KAB. BOGOR,CIBINONG,CIRIUNG,32.0,3201.0,3201210.0,3201210012.0,JAWA BARAT,KABUPATEN BOGOR,CIBINONG,CIRIUNG,-6.46978,106.8607,16919.0,
11,32,32.01,32.01.01,32.01.01.1011,JAWA BARAT,KAB. BOGOR,CIBINONG,CIRIMEKAR,32.0,3201.0,3201210.0,3201210011.0,JAWA BARAT,KABUPATEN BOGOR,CIBINONG,CIRIMEKAR,-6.46982,106.85119,16917.0,
12,32,32.01,32.01.01,32.01.01.1012,JAWA BARAT,KAB. BOGOR,CIBINONG,PABUARAN,32.0,3201.0,3201210.0,3201210010.0,JAWA BARAT,KABUPATEN BOGOR,CIBINONG,PABUARAN,-6.47264,106.84697,16916.0,
13,32,32.01,32.01.01,32.01.01.1013,JAWA BARAT,KAB. BOGOR,CIBINONG,PABUARAN MEKAR,32.0,3201.0,3201210.0,3201210013.0,JAWA BARAT,KABUPATEN BOGOR,CIBINONG,PABUARAN MEKAR,-6.47264,106.84697,16916.0,
14,32,32.01,32.01.02,32.01.02.2001,JAWA BARAT,KAB. BOGOR,GUNUNG PUTRI,WANAHERANG,32.0,3201.0,3201190.0,3201190006.0,JAWA BARAT,KABUPATEN BOGOR,GUNUNG PUTRI,WANAHERANG,-6.4179,106.93577,16965.0,
15,32,32.01,32.01.02,32.01.02.2002,JAWA BARAT,KAB. BOGOR,GUNUNG PUTRI,BOJONG KULUR,32.0,3201.0,3201190.0,3201190010.0,JAWA BARAT,KABUPATEN BOGOR,GUNUNG PUTRI,BOJONG KULUR,-6.31652,106.96827,16969.0,
16,32,32.01,32.01.02,32.01.02.2003,JAWA BARAT,KAB. BOGOR,GUNUNG PUTRI,CIANGSANA,32.0,3201.0,3201190.0,3201190009.0,JAWA BARAT,KABUPATEN BOGOR,GUNUNG PUTRI,CIANGSANA,-6.35989,106.95788,16968.0,
17,32,32.01,32.01.02,32.01.02.2004,JAWA BARAT,KAB. BOGOR,GUNUNG PUTRI,GUNUNG PUTRI,32.0,3201.0,3201190.0,3201190002.0,JAWA BARAT,KABUPATEN BOGOR,GUNUNG PUTRI,GUNUNG PUTRI,-6.46461,106.8916,16961.0,
18,32,32.01,32.01.02,32.01.02.2005,JAWA BARAT,KAB. BOGOR,GUNUNG PUTRI,BOJONG NANGKA,32.0,3201.0,3201190.0,3201190004.0,JAWA BARAT,KABUPATEN BOGOR,GUNUNG PUTRI,BOJONG NANGKA,-6.4317,106.90528,16963.0,
19,32,32.01,32.01.02,32.01.02.2006,JAWA BARAT,KAB. BOGOR,GUNUNG PUTRI,TLAJUNG UDIK,32.0,3201.0,3201190.0,3201190003.0,JAWA BARAT,KABUPATEN BOGOR,GUNUNG PUTRI,TLAJUNG UDIK,-6.44617,106.91309,16962.0,
20,32,32.01,32.01.02,32.01.02.2007,JAWA BARAT,KAB. BOGOR,GUNUNG PUTRI,CICADAS,32.0,3201.0,3201190.0,3201190005.0,JAWA BARAT,KABUPATEN BOGOR,GUNUNG PUTRI,CICADAS,-6.4324,106.92799,16964.0,
21,32,32.01,32.01.02,32.01.02.2008,JAWA BARAT,KAB. BOGOR,GUNUNG PUTRI,CIKEAS UDIK,32.0,3201.0,3201190.0,3201190007.0,JAWA BARAT,KABUPATEN BOGOR,GUNUNG PUTRI,CIKEAS UDIK,-6.40393,106.9376,16966.0,
22,32,32.01,32.01.02,32.01.02.2009,JAWA BARAT,KAB. BOGOR,GUNUNG PUTRI,NAGRAK,32.0,3201.0,3201190.0,3201190008.0,JAWA BARAT,KABUPATEN BOGOR,GUNUNG PUTRI,NAGRAK,-6.38584,106.94529,16967.0,
23,32,32.01,32.01.02,32.01.02.2010,JAWA BARAT,KAB. BOGOR,GUNUNG PUTRI,KARANGGAN,32.0,3201.0,3201190.0,3201190001.0,JAWA BARAT,KABUPATEN BOGOR,GUNUNG PUTRI,KARANGGAN,-6.45501,106.88841,16961.0,
24,32,32.01,32.01.03,32.01.03.2001,JAWA BARAT,KAB. BOGOR,CITEUREUP,PUSPASARI,32.0,3201.0,3201200.0,3201200014.0,JAWA BARAT,KABUPATEN BOGOR,CITEUREUP,PUSPASARI,-6.4754,106.8747,16811.0,
25,32,32.01,32.01.03,32.01.03.2002,JAWA BARAT,KAB. BOGOR,CITEUREUP,CITEUREUP,32.0,3201.0,3201200.0,3201200012.0,JAWA BARAT,KABUPATEN BOGOR,CITEUREUP,CITEUREUP,-6.47602,106.89325,16811.0,
26,32,32.01,32.01.03,32.01.03.2003,JAWA BARAT,KAB. BOGOR,CITEUREUP,LEUWINUTUG,32.0,3201.0,3201200.0,3201200006.0,JAWA BARAT,KABUPATEN BOGOR,CITEUREUP,LEUWINUTUG,-6.51361,106.86046,16813.0,
27,32,32.01,32.01.03,32.01.03.2004,JAWA BARAT,KAB. BOGOR,CITEUREUP,TAJUR,32.0,3201.0,3201200.0,3201200003.0,JAWA BARAT,KABUPATEN BOGOR,CITEUREUP,TAJUR,-6.51805,106.9078,16817.0,
28,32,32.01,32.01.03,32.01.03.2005,JAWA BARAT,KAB. BOGOR,CITEUREUP,SANJA,32.0,3201.0,3201200.0,3201200007.0,JAWA BARAT,KABUPATEN BOGOR,CITEUREUP,SANJA,-6.50567,106.87619,16814.0,
29,32,32.01,32.01.03,32.01.03.1006,JAWA BARAT,KAB. BOGOR,CITEUREUP,PUSPANEGARA,32.0,3201.0,3201200.0,3201200013.0,JAWA BARAT,KABUPATEN BOGOR,CITEUREUP,PUSPANEGARA,-6.47915,106.88113,16811.0,
30,32,32.01,32.01.03,32.01.03.1007,JAWA BARAT,KAB. BOGOR,CITEUREUP,KARANG ASEM BARAT,32.0,3201.0,3201200.0,3201200008.0,JAWA BARAT,KABUPATEN BOGOR,CITEUREUP,KARANG ASEM BARAT,-6.49195,106.86972,16812.0,
31,32,32.01,32.01.03,32.01.03.2008,JAWA BARAT,KAB. BOGOR,CITEUREUP,KARANG ASEM TIMUR,32.0,3201.0,3201200.0,3201200009.0,JAWA BARAT,KABUPATEN BOGOR,CITEUREUP,KARANG ASEM TIMUR,-6.49713,106.87904,16812.0,
32,32,32.01,32.01.03,32.01.03.2009,JAWA BARAT,KAB. BOGOR,CITEUREUP,TARIKOLOT,32.0,3201.0,3201200.0,3201200010.0,JAWA BARAT,KABUPATEN BOGOR,CITEUREUP,TARIKOLOT,-6.49871,106.89,16819.0,
33,32,32.01,32.01.03,32.01.03.2010,JAWA BARAT,KAB. BOGOR,CITEUREUP,GUNUNGSARI,32.0,3201.0,3201200.0,3201200011.0,JAWA BARAT,KABUPATEN BOGOR,CITEUREUP,GUNUNG SARI,-6.49668,106.90263,16819.0,
34,32,32.01,32.01.03,32.01.03.2011,JAWA BARAT,KAB. BOGOR,CITEUREUP,TANGKIL,32.0,3201.0,3201200.0,3201200001.0,JAWA BARAT,KABUPATEN BOGOR,CITEUREUP,TANGKIL,-6.52459,106.86775,16815.0,
35,32,32.01,32.01.03,32.01.03.2012,JAWA BARAT,KAB. BOGOR,CITEUREUP,SUKAHATI,32.0,3201.0,3201200.0,3201200005.0,JAWA BARAT,KABUPATEN BOGOR,CITEUREUP,SUKAHATI,-6.51548,106.8791,16814.0,
36,32,32.01,32.01.03,32.01.03.2013,JAWA BARAT,KAB. BOGOR,CITEUREUP,HAMBALANG,32.0,3201.0,3201200.0,3201200002.0,JAWA BARAT,KABUPATEN BOGOR,CITEUREUP,HAMBALANG,-6.53664,106.8914,16816.0,
37,32,32.01,32.01.03,32.01.03.2014,JAWA BARAT,KAB. BOGOR,CITEUREUP,PASIRMUKTI,32.0,3201.0,3201200.0,3201200004.0,JAWA BARAT,KABUPATEN BOGOR,CITEUREUP,PASIR MUKTI,-6.50914,106.89803,16818.0,
38,32,32.01,32.01.04,32.01.04.2001,JAWA BARAT,KAB. BOGOR,SUKARAJA,GUNUNGGEULIS,32.0,3201.0,3201130.0,3201130002.0,JAWA BARAT,KABUPATEN BOGOR,SUKARAJA,GUNUNG GEULIS,-6.63093,106.88055,16713.0,
39,32,32.01,32.01.04,32.01.04.2002,JAWA BARAT,KAB. BOGOR,SUKARAJA,CILEBUT TIMUR,32.0,3201.0,3201130.0,3201130012.0,JAWA BARAT,KABUPATEN BOGOR,SUKARAJA,CILEBUT TIMUR,-6.52693,106.80028,16718.0,
40,32,32.01,32.01.04,32.01.04.2003,JAWA BARAT,KAB. BOGOR,SUKARAJA,CILEBUT BARAT,32.0,3201.0,3201130.0,3201130013.0,JAWA BARAT,KABUPATEN BOGOR,SUKARAJA,CILEBUT BARAT,-6.52532,106.7931,16718.0,
41,32,32.01,32.01.04,32.01.04.2004,JAWA BARAT,KAB. BOGOR,SUKARAJA,CIBANON,32.0,3201.0,3201130.0,3201130001.0,JAWA BARAT,KABUPATEN BOGOR,SUKARAJA,CIBANON,-6.63355,106.84953,16712.0,
42,32,32.01,32.01.04,32.01.04.2005,JAWA BARAT,KAB. BOGOR,SUKARAJA,NAGRAK,32.0,3201.0,3201130.0,3201130003.0,JAWA BARAT,KABUPATEN BOGOR,SUKARAJA,NAGRAK,-6.6129,106.8536,16714.0,
43,32,32.01,32.01.04,32.01.04.2006,JAWA BARAT,KAB. BOGOR,SUKARAJA,SUKATANI,32.0,3201.0,3201130.0,3201130004.0,JAWA BARAT,KABUPATEN BOGOR,SUKARAJA,SUKATANI,-6.60977,106.84459,16719.0,
44,32,32.01,32.01.04,32.01.04.2007,JAWA BARAT,KAB. BOGOR,SUKARAJA,SUKARAJA,32.0,3201.0,3201130.0,3201130005.0,JAWA BARAT,KABUPATEN BOGOR,SUKARAJA,SUKARAJA,-6.60083,106.83876,16719.0,
45,32,32.01,32.01.04,32.01.04.2008,JAWA BARAT,KAB. BOGOR,SUKARAJA,CIKEAS,32.0,3201.0,3201130.0,3201130006.0,JAWA BARAT,KABUPATEN BOGOR,SUKARAJA,CIKEAS,-6.58683,106.84453,16714.0,
46,32,32.01,32.01.04,32.01.04.2009,JAWA BARAT,KAB. BOGOR,SUKARAJA,PASIR JAMBU,32.0,3201.0,3201130.0,3201130011.0,JAWA BARAT,KABUPATEN BOGOR,SUKARAJA,PASIR JAMBU,-6.5315,106.80922,16717.0,
47,32,32.01,32.01.04,32.01.04.2010,JAWA BARAT,KAB. BOGOR,SUKARAJA,CIMANDALA,32.0,3201.0,3201130.0,3201130010.0,JAWA BARAT,KABUPATEN BOGOR,SUKARAJA,CIMANDALA,-6.5287,106.83026,16716.0,
48,32,32.01,32.01.04,32.01.04.2011,JAWA BARAT,KAB. BOGOR,SUKARAJA,CIJUJUNG,32.0,3201.0,3201130.0,3201130009.0,JAWA BARAT,KABUPATEN BOGOR,SUKARAJA,CIJUJUNG,-6.5209,106.83927,16716.0,
49,32,32.01,32.01.04,32.01.04.2012,JAWA BARAT,KAB. BOGOR,SUKARAJA,CADASNGAMPAR,32.0,3201.0,3201130.0,3201130007.0,JAWA BARAT,KABUPATEN BOGOR,SUKARAJA,CADAS NGAMPAR,-6.57716,106.84504,16714.0,
50,32,32.01,32.01.04,32.01.04.2013,JAWA BARAT,KAB. BOGOR,SUKARAJA,PASIRLAJA,32.0,3201.0,3201130.0,3201130008.0,JAWA BARAT,KABUPATEN BOGOR,SUKARAJA,PASIRLAJA,-6.54878,106.83671,16715.0,
51,32,32.01,32.01.05,32.01.05.2001,JAWA BARAT,KAB. BOGOR,BABAKAN MADANG,CIJAYANTI,32.0,3201.0,3201140.0,3201140001.0,JAWA BARAT,KABUPATEN BOGOR,BABAKAN MADANG,CIJAYANTI,-6.60598,106.86824,16864.0,
52,32,32.01,32.01.05,32.01.05.2002,JAWA BARAT,KAB. BOGOR,BABAKAN MADANG,SUMURBATU,32.0,3201.0,3201140.0,3201140004.0,JAWA BARAT,KABUPATEN BOGOR,BABAKAN MADANG,SUMUR BATU,-6.5823,106.87665,16866.0,
53,32,32.01,32.01.05,32.01.05.2003,JAWA BARAT,KAB. BOGOR,BABAKAN MADANG,SENTUL,,,,,,,,,-6.52944,106.85839,16863.0,
54,32,32.01,32.01.05,32.01.05.2004,JAWA BARAT,KAB. BOGOR,BABAKAN MADANG,KARANGTENGAH,32.0,3201.0,3201140.0,3201140003.0,JAWA BARAT,KABUPATEN BOGOR,BABAKAN MADANG,KARANG TENGAH,-6.57242,106.90685,16867.0,
55,32,32.01,32.01.05,32.01.05.2005,JAWA BARAT,KAB. BOGOR,BABAKAN MADANG,CIPAMBUAN,32.0,3201.0,3201140.0,3201140007.0,JAWA BARAT,KABUPATEN BOGOR,BABAKAN MADANG,CIPAMBUAN,-6.5575,106.84573,16869.0,
56,32,32.01,32.01.05,32.01.05.2006,JAWA BARAT,KAB. BOGOR,BABAKAN MADANG,KADUMANGGU,32.0,3201.0,3201140.0,3201140008.0,JAWA BARAT,KABUPATEN BOGOR,BABAKAN MADANG,KADUMANGU,-6.54982,106.85191,16868.0,
57,32,32.01,32.01.05,32.01.05.2007,JAWA BARAT,KAB. BOGOR,BABAKAN MADANG,CITARINGGUL,32.0,3201.0,3201140.0,3201140006.0,JAWA BARAT,KABUPATEN BOGOR,BABAKAN MADANG,CITARINGGUL,-6.56057,106.85452,16862.0,
58,32,32.01,32.01.05,32.01.05.2008,JAWA BARAT,KAB. BOGOR,BABAKAN MADANG,BABAKAN MADANG,32.0,3201.0,3201140.0,3201140005.0,JAWA BARAT,KABUPATEN BOGOR,BABAKAN MADANG,BABAKAN MADANG,-6.5641,106.86545,16861.0,
59,32,32.01,32.01.05,32.01.05.2009,JAWA BARAT,KAB. BOGOR,BABAKAN MADANG,BOJONG KONENG,32.0,3201.0,3201140.0,3201140002.0,JAWA BARAT,KABUPATEN BOGOR,BABAKAN MADANG,BOJONG KONENG,-6.6022,106.89294,16865.0,
60,32,32.01,32.01.06,32.01.06.2001,JAWA BARAT,KAB. BOGOR,JONGGOL,SUKAMAJU,32.0,3201.0,3201170.0,3201170011.0,JAWA BARAT,KABUPATEN BOGOR,JONGGOL,SUKAMAJU,-6.45035,107.05197,16832.0,
61,32,32.01,32.01.06,32.01.06.2002,JAWA BARAT,KAB. BOGOR,JONGGOL,SIRNAGALIH,32.0,3201.0,3201170.0,3201170009.0,JAWA BARAT,KABUPATEN BOGOR,JONGGOL,SIRNAGALIH,-6.47226,107.08947,16839.0,
62,32,32.01,32.01.06,32.01.06.2003,JAWA BARAT,KAB. BOGOR,JONGGOL,SINGAJAYA,32.0,3201.0,3201170.0,3201170005.0,JAWA BARAT,KABUPATEN BOGOR,JONGGOL,SINGAJAYA,-6.47555,107.04841,16834.0,
63,32,32.01,32.01.06,32.01.06.2004,JAWA BARAT,KAB. BOGOR,JONGGOL,SUKASIRNA,32.0,3201.0,3201170.0,3201170006.0,JAWA BARAT,KABUPATEN BOGOR,JONGGOL,SUKASIRNA,-6.49551,107.05632,16837.0,
64,32,32.01,32.01.06,32.01.06.2005,JAWA BARAT,KAB. BOGOR,JONGGOL,SUKANEGARA,32.0,3201.0,3201170.0,3201170002.0,JAWA BARAT,KABUPATEN BOGOR,JONGGOL,SUKANEGARA,-6.5299,107.02361,16836.0,
65,32,32.01,32.01.06,32.01.06.2006,JAWA BARAT,KAB. BOGOR,JONGGOL,SUKAMANAH,32.0,3201.0,3201170.0,3201170012.0,JAWA BARAT,KABUPATEN BOGOR,JONGGOL,SUKAMANAH,-6.44401,107.06108,16832.0,
66,32,32.01,32.01.06,32.01.06.2007,JAWA BARAT,KAB. BOGOR,JONGGOL,WENINGGALIH,32.0,3201.0,3201170.0,3201170013.0,JAWA BARAT,KABUPATEN BOGOR,JONGGOL,WENINGGALIH,-6.46404,107.10777,16839.0,
67,32,32.01,32.01.06,32.01.06.2008,JAWA BARAT,KAB. BOGOR,JONGGOL,CIBODAS,32.0,3201.0,3201170.0,3201170003.0,JAWA BARAT,KABUPATEN BOGOR,JONGGOL,CIBODAS,-6.51188,107.0142,16835.0,
68,32,32.01,32.01.06,32.01.06.2009,JAWA BARAT,KAB. BOGOR,JONGGOL,JONGGOL,32.0,3201.0,3201170.0,3201170010.0,JAWA BARAT,KABUPATEN BOGOR,JONGGOL,JONGGOL,-6.47883,107.10077,16839.0,
69,32,32.01,32.01.06,32.01.06.2010,JAWA BARAT,KAB. BOGOR,JONGGOL,BENDUNGAN,32.0,3201.0,3201170.0,3201170008.0,JAWA BARAT,KABUPATEN BOGOR,JONGGOL,BENDUNGAN,-6.49403,107.08669,16838.0,
70,32,32.01,32.01.06,32.01.06.2011,JAWA BARAT,KAB. BOGOR,JONGGOL,SINGASARI,32.0,3201.0,3201170.0,3201170004.0,JAWA BARAT,KABUPATEN BOGOR,JONGGOL,SINGASARI,-6.47045,107.00942,16833.0,
71,32,32.01,32.01.06,32.01.06.2012,JAWA BARAT,KAB. BOGOR,JONGGOL,BALEKAMBANG,32.0,3201.0,3201170.0,3201170007.0,JAWA BARAT,KABUPATEN BOGOR,JONGGOL,BALEKAMBANG,-6.5153,107.08461,16837.0,
72,32,32.01,32.01.06,32.01.06.2013,JAWA BARAT,KAB. BOGOR,JONGGOL,SUKAJAYA,32.0,3201.0,3201170.0,3201170001.0,JAWA BARAT,KABUPATEN BOGOR,JONGGOL,SUKAJAYA,-6.55617,107.01556,16836.0,
73,32,32.01,32.01.06,32.01.06.2014,JAWA BARAT,KAB. BOGOR,JONGGOL,SUKAGALIH,32.0,3201.0,3201170.0,3201170014.0,JAWA BARAT,KABUPATEN BOGOR,JONGGOL,SUKAGALIH,-6.47559,107.11292,16839.0,
74,32,32.01,32.01.07,32.01.07.2001,JAWA BARAT,KAB. BOGOR,CILEUNGSI,PASIRANGIN,32.0,3201.0,3201180.0,3201180020.0,JAWA BARAT,KABUPATEN BOGOR,CILEUNGSI,PASIR ANGIN,-6.37732,106.98266,16828.0,
75,32,32.01,32.01.07,32.01.07.2002,JAWA BARAT,KAB. BOGOR,CILEUNGSI,MEKARSARI,32.0,3201.0,3201180.0,3201180016.0,JAWA BARAT,KABUPATEN BOGOR,CILEUNGSI,MEKARSARI,-6.40491,106.99512,16826.0,
76,32,32.01,32.01.07,32.01.07.2003,JAWA BARAT,KAB. BOGOR,CILEUNGSI,MAMPIR,32.0,3201.0,3201180.0,3201180011.0,JAWA BARAT,KABUPATEN BOGOR,CILEUNGSI,MAMPIR,-6.4315,107.00283,16823.0,
77,32,32.01,32.01.07,32.01.07.2004,JAWA BARAT,KAB. BOGOR,CILEUNGSI,DAYEUH,32.0,3201.0,3201180.0,3201180010.0,JAWA BARAT,KABUPATEN BOGOR,CILEUNGSI,DAYEUH,-6.43,106.96795,16822.0,
78,32,32.01,32.01.07,32.01.07.2005,JAWA BARAT,KAB. BOGOR,CILEUNGSI,GANDOANG,32.0,3201.0,3201180.0,3201180015.0,JAWA BARAT,KABUPATEN BOGOR,CILEUNGSI,GANDOANG,-6.41165,107.01402,16824.0,
79,32,32.01,32.01.07,32.01.07.2006,JAWA BARAT,KAB. BOGOR,CILEUNGSI,JATISARI,32.0,3201.0,3201180.0,3201180014.0,JAWA BARAT,KABUPATEN BOGOR,CILEUNGSI,JATISARI,-6.41186,107.05065,16825.0,
80,32,32.01,32.01.07,32.01.07.2007,JAWA BARAT,KAB. BOGOR,CILEUNGSI,CILEUNGSI KIDUL,32.0,3201.0,3201180.0,3201180017.0,JAWA BARAT,KABUPATEN BOGOR,CILEUNGSI,CILEUNGSI KIDUL,-6.40951,106.97063,16821.0,
81,32,32.01,32.01.07,32.01.07.2008,JAWA BARAT,KAB. BOGOR,CILEUNGSI,CIPEUCANG,32.0,3201.0,3201180.0,3201180013.0,JAWA BARAT,KABUPATEN BOGOR,CILEUNGSI,CIPEUCANG,-6.42436,107.03869,16825.0,
82,32,32.01,32.01.07,32.01.07.2009,JAWA BARAT,KAB. BOGOR,CILEUNGSI,SITUSARI,32.0,3201.0,3201180.0,3201180012.0,JAWA BARAT,KABUPATEN BOGOR,CILEUNGSI,SETU SARI,-6.4309,107.02183,16824.0,
83,32,32.01,32.01.07,32.01.07.2010,JAWA BARAT,KAB. BOGOR,CILEUNGSI,CIPENJO,32.0,3201.0,3201180.0,3201180021.0,JAWA BARAT,KABUPATEN BOGOR,CILEUNGSI,CIPENJO,-6.38781,106.98926,16827.0,
84,32,32.01,32.01.07,32.01.07.2011,JAWA BARAT,KAB. BOGOR,CILEUNGSI,LIMUSNUNGGAL,32.0,3201.0,3201180.0,3201180019.0,JAWA BARAT,KABUPATEN BOGOR,CILEUNGSI,LIMUS NUNGGAL,-6.37506,106.97032,16829.0,
85,32,32.01,32.01.07,32.01.07.2012,JAWA BARAT,KAB. BOGOR,CILEUNGSI,CILEUNGSI,32.0,3201.0,3201180.0,3201180018.0,JAWA BARAT,KABUPATEN BOGOR,CILEUNGSI,CILEUNGSI,-6.39898,106.96307,16821.0,
86,32,32.01,32.01.08,32.01.08.2001,JAWA BARAT,KAB. BOGOR,CARIU,KARYAMEKAR,32.0,3201.0,3201160.0,3201160011.0,JAWA BARAT,KABUPATEN BOGOR,CARIU,KARYA MEKAR,-6.53724,107.1053,16843.0,
87,32,32.01,32.01.08,32.01.08.2002,JAWA BARAT,KAB. BOGOR,CARIU,BABAKANRADEN,32.0,3201.0,3201160.0,3201160020.0,JAWA BARAT,KABUPATEN BOGOR,CARIU,BABAKAN RADEN,-6.48427,107.14258,16848.0,
88,32,32.01,32.01.08,32.01.08.2003,JAWA BARAT,KAB. BOGOR,CARIU,CIKUTAMAHI,32.0,3201.0,3201160.0,3201160013.0,JAWA BARAT,KABUPATEN BOGOR,CARIU,CIKUTAMAHI,-6.54487,107.17279,16845.0,
89,32,32.01,32.01.08,32.01.08.2004,JAWA BARAT,KAB. BOGOR,CARIU,KUTAMEKAR,32.0,3201.0,3201160.0,3201160018.0,JAWA BARAT,KABUPATEN BOGOR,CARIU,KUTA MEKAR,-6.52081,107.14792,16846.0,
90,32,32.01,32.01.08,32.01.08.2005,JAWA BARAT,KAB. BOGOR,CARIU,CARIU,32.0,3201.0,3201160.0,3201160017.0,JAWA BARAT,KABUPATEN BOGOR,CARIU,CARIU,-6.50349,107.13281,16841.0,
91,32,32.01,32.01.08,32.01.08.2006,JAWA BARAT,KAB. BOGOR,CARIU,MEKARWANGI,32.0,3201.0,3201160.0,3201160015.0,JAWA BARAT,KABUPATEN BOGOR,CARIU,MEKARWANGI,-6.51517,107.11189,16842.0,
92,32,32.01,32.01.08,32.01.08.2007,JAWA BARAT,KAB. BOGOR,CARIU,BANTARKUNING,32.0,3201.0,3201160.0,3201160012.0,JAWA BARAT,KABUPATEN BOGOR,CARIU,BANTAR KUNING,-6.55587,107.14201,16844.0,
93,32,32.01,32.01.08,32.01.08.2008,JAWA BARAT,KAB. BOGOR,CARIU,SUKAJADI,32.0,3201.0,3201160.0,3201160019.0,JAWA BARAT,KABUPATEN BOGOR,CARIU,SUKAJADI,-6.48903,107.16185,16847.0,
94,32,32.01,32.01.08,32.01.08.2009,JAWA BARAT,KAB. BOGOR,CARIU,TEGALPANJANG,32.0,3201.0,3201160.0,3201160016.0,JAWA BARAT,KABUPATEN BOGOR,CARIU,TEGAL PANJANG,-6.49718,107.11681,16849.0,
95,32,32.01,32.01.08,32.01.08.2010,JAWA BARAT,KAB. BOGOR,CARIU,CIBATUTIGA,32.0,3201.0,3201160.0,3201160014.0,JAWA BARAT,KABUPATEN BOGOR,CARIU,CIBATU TIGA,-6.53942,107.14121,16844.0,
96,32,32.01,32.01.09,32.01.09.2001,JAWA BARAT,KAB. BOGOR,SUKAMAKMUR,WARGAJAYA,32.0,3201.0,3201150.0,3201150003.0,JAWA BARAT,KABUPATEN BOGOR,SUKAMAKMUR,WARGAJAYA,-6.62829,107.00917,16883.0,
97,32,32.01,32.01.09,32.01.09.2002,JAWA BARAT,KAB. BOGOR,SUKAMAKMUR,PABUARAN,32.0,3201.0,3201150.0,3201150008.0,JAWA BARAT,KABUPATEN BOGOR,SUKAMAKMUR,PABUARAN,-6.54135,106.93487,16888.0,
98,32,32.01,32.01.09,32.01.09.2003,JAWA BARAT,KAB. BOGOR,SUKAMAKMUR,SUKADAMAI,32.0,3201.0,3201150.0,3201150009.0,JAWA BARAT,KABUPATEN BOGOR,SUKAMAKMUR,SUKADAMAI,-6.55468,107.06158,16886.0,
99,32,32.01,32.01.09,32.01.09.2004,JAWA BARAT,KAB. BOGOR,SUKAMAKMUR,SUKAWANGI,32.0,3201.0,3201150.0,3201150001.0,JAWA BARAT,KABUPATEN BOGOR,SUKAMAKMUR,SUKAWANGI,-6.63507,107.05052,16884.0,
100,32,32.01,32.01.09,32.01.09.2005,JAWA BARAT,KAB. BOGOR,SUKAMAKMUR,CIBADAK,32.0,3201.0,3201150.0,3201150007.0,JAWA BARAT,KABUPATEN BOGOR,SUKAMAKMUR,CIBADAK,-6.57258,106.95471,16882.0,
